,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,2033000.000,2657000.000,4931000.000,8645000.000,10909000.000,6385000.000,7389000.000,9711000.000,7507000.000,10351000.000,7874000.000,6936000.000,8144000.000,9940000.000,7157000.000,9197000.000,6369000.000,9974000.000,14047000.000,20621000.000,21468000.000,19619000.000,13955000.000
AccountsReceivableNetCurrent,7367000.000,7797000.000,13094000.000,15251000.000,17808000.000,15007000.000,16754000.000,18203000.000,18383000.000,17062000.000,20565000.000,19629000.000,20597000.000,16932000.000,17157000.000,14304000.000,13157000.000,12892000.000,18998000.000,19356000.000,20110000.000,20567000.000,18281000.000
AccruedLiabilitiesCurrent,4030000.000,6008000.000,15953000.000,14692000.000,12391000.000,11562000.000,12990000.000,14729000.000,14501000.000,14449000.000,12182000.000,15401000.000,12854000.000,14937000.000,15932000.000,16205000.000,16099000.000,13303000.000,24432000.000,17118000.000,15060000.000,14475000.000,16657000.000
AccruedRentCurrent,,,,,,1300000.000,,,,1700000.000,,,,1800000.000,,,,1800000.000,,,,1800000.000,
AccruedRentNoncurrent,1143000.000,1136000.000,,,,,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,24708000.000,,,,36154000.000,,,,53763000.000,,,,70674000.000,,,,98431000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-75000.000,-72000.000,,,5000.000,5000.000,14000.000,10000.000,18000.000,20000.000,18000.000,22000.000,-743000.000,-1393000.000,-2096000.000,-1302000.000,-1856000.000,-2148000.000,-2436000.000,-3327000.000,-3524000.000,-4020000.000,-3421000.000
AdditionalPaidInCapital,272643000.000,274716000.000,441955000.000,443117000.000,450901000.000,454022000.000,455804000.000,464447000.000,519987000.000,528101000.000,531779000.000,539260000.000,552129000.000,552991000.000,554096000.000,558152000.000,562125000.000,565648000.000,568062000.000,572735000.000,573698000.000,578486000.000,577909000.000
AllowanceForDoubtfulAccountsReceivableCurrent,484000.000,545000.000,1560000.000,1534000.000,2061000.000,2337000.000,2281000.000,1331000.000,1513000.000,1545000.000,1560000.000,1696000.000,2220000.000,1705000.000,1802000.000,2010000.000,1819000.000,1815000.000,1692000.000,1677000.000,1647000.000,1695000.000,1647000.000
Assets,291315000.000,286872000.000,1399480000.000,1386129000.000,1354849000.000,1327270000.000,1308785000.000,1292586000.000,1277745000.000,1277759000.000,1276788000.000,1257533000.000,1259921000.000,1238406000.000,1226186000.000,1207429000.000,1194154000.000,1157339000.000,1569440000.000,1558061000.000,1545197000.000,1513833000.000,1531486000.000
AssetsCurrent,43508000.000,43272000.000,112519000.000,117873000.000,121328000.000,119348000.000,119193000.000,121003000.000,125009000.000,138444000.000,151731000.000,147357000.000,148149000.000,141547000.000,138953000.000,131410000.000,130500000.000,103529000.000,111395000.000,108207000.000,119654000.000,115414000.000,124087000.000
BuildingsAndImprovementsGross,,,,,,2300000.000,,,,2300000.000,,,,2300000.000,,,,2300000.000,,,,2351000.000,
BusinessAcquisitionEquityInterestIssuedOrIssuableValueAssigned,,,,,,,,,,,,,,,,,,0.000,,,,0.000,
