,2014-09-30,2015-03-31,2015-06-30
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,562000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,2756.000,
CashPeriodIncreaseDecrease,,4000.000,
ComprehensiveIncomeNetOfTax,-16000.000,-322000.000,-211000.000
EarningsPerShareBasicAndDiluted,,-36.230,-23.740
GeneralAndAdministrativeExpense,16000.000,322000.000,211000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,242000.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,143000.000,
NetCashProvidedByUsedInFinancingActivities,,227000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,227000.000,
NetCashProvidedByUsedInOperatingActivities,,-223000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-223000.000,
NetIncomeLoss,-16000.000,-322000.000,-211000.000
OperatingExpenses,16000.000,322000.000,211000.000
PaymentsOfStockIssuanceCosts,,54000.000,
ProceedsFromContributionsFromAffiliates,,281000.000,
ProceedsFromIssuanceOfCommonStock,,200000.000,
Revenues,0.000,0.000,0.000
SalesRevenueNet,0.000,0.000,0.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,8888.000,8888.000
