,2011-01-01,2011-12-31,2012-12-29,2013-12-28,2015-01-03,2016-01-02,2016-12-31
AccretionExpense,,,900000.000,600000.000,600000.000,600000.000,
AdjustmentForAmortization,,34100000.000,27300000.000,29300000.000,33900000.000,37700000.000,41800000.000
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,-100000.000,,,,,,
AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,-50300000.000,-19600000.000,-29500000.000,-83200000.000,,,
AdjustmentsToAdditionalPaidInCapitalReallocationOfMinorityInterest,-900000.000,,-21600000.000,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,85000000.000,68900000.000,89700000.000,66400000.000,57100000.000,67900000.000,81200000.000
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,,,9200000.000,,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,14600000.000,18900000.000,17700000.000,20100000.000,10800000.000,28200000.000,11500000.000
AllocatedShareBasedCompensationExpense,,,29400000.000,21100000.000,20700000.000,22100000.000,17600000.000
AmortizationOfDebtDiscountPremium,,,,,300000.000,,
AmortizationOfIntangibleAssets,,181600000.000,207400000.000,203300000.000,186400000.000,157100000.000,144400000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,0.000,0.000,,,
AssetImpairmentCharges,24100000.000,600000.000,10800000.000,40900000.000,63100000.000,9800000.000,10700000.000
BusinessAcquisitionProFormaEarningsPerShareDiluted,,4.080,2.690,3.460,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,682900000.000,448400000.000,549200000.000,,,
BusinessAcquisitionsProFormaRevenue,,11012600000.000,10297000000.000,11113200000.000,,,
BusinessCombinationAcquisitionRelatedCosts,,51200000.000,53300000.000,394000000.000,54000000.000,,
BusinessCombinationProFormaInformationEarningsOrLossOfAcquireeSinceAcquisitionDateActual,,,5900000.000,29400000.000,,,
BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual,,,191600000.000,481400000.000,,,
BusinessExitCosts,,136000000.000,168000000.000,,,,
BusinessExitCosts1,,,,166000000.000,33000000.000,,
CashAcquiredFromAcquisition,949400000.000,,0.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,1344700000.000,-835900000.000,-190900000.000,-219800000.000,400000.000,-31200000.000,666400000.000
CashFlowsBetweenTransfereeAndTransferorProceedsFromNewTransfers,,925200000.000,1001100000.000,1142000000.000,1262100000.000,1350400000.000,1500800000.000
CashFlowsBetweenTransfereeAndTransferorReceiptsOnInterestsThatContinueToBeHeldOther,,254700000.000,289500000.000,370000000.000,400600000.000,416900000.000,514300000.000
CashFlowsBetweenTransfereeAndTransferorServicingFees,,,,,,600000.000,900000.000
CommonStockDividendsPerShareDeclared,1.340,1.640,1.800,0.000,2.040,2.140,2.260
ComprehensiveIncomeNetOfTax,158400000.000,441600000.000,845000000.000,379300000.000,-10300000.000,459700000.000,738300000.000
CostOfGoodsAndServicesSold,5460800000.000,6582900000.000,6485900000.000,7068300000.000,7235900000.000,7099800000.000,7139700000.000
CostsAndExpenses,,9596600000.000,9662900000.000,10414600000.000,10253800000.000,10021000000.000,10180800000.000
CurrentFederalTaxExpenseBenefit,,-128800000.000,11600000.000,84000000.000,18400000.000,64400000.000,84800000.000
