,2011-01-31,2011-04-30,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-11-30,2013-03-01,2013-06-12,2013-08-28,2013-11-27,2014-01-31,2014-06-27,2014-07-31,2014-10-31,2015-03-11,2015-04-30,2015-09-08,2015-12-02,2016-02-29,2016-06-29,2016-08-29,2016-12-09,2017-03-10,2017-06-29
AccountsPayableCurrent,217238000.000,,149968000.000,170642000.000,204304000.000,151350000.000,140743000.000,,,143313000.000,,,205154000.000,142534000.000,148891000.000,180033000.000,,161465000.000,,,,166222000.000,,,,139206000.000
AccountsReceivableNetCurrent,230474000.000,168310000.000,197880000.000,202434000.000,218370000.000,171561000.000,199637000.000,,,161731000.000,,,205796000.000,149733000.000,202770000.000,204424000.000,,147183000.000,,,,167638000.000,,,,188679000.000
AccruedIncomeTaxesCurrent,27781000.000,5924000.000,12756000.000,17490000.000,18668000.000,18812000.000,16327000.000,,,16093000.000,,,6802000.000,13324000.000,7388000.000,10127000.000,,9484000.000,,,,9450000.000,,,,22222000.000
AccruedLiabilitiesCurrent,48853000.000,57853000.000,51684000.000,,,60663000.000,,,,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,-376555000.000,,,,419232000.000,,,,466488000.000,,,,417694000.000,,,,468454000.000,,,,343669000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,-297000.000,-419000.000,-414000.000,-397000.000,1048000.000,-1428000.000,,,969000.000,,,,-602000.000,,,,-345000.000,,,,-361000.000,,,,2427000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,61636000.000,-60935000.000,-59239000.000,-57749000.000,103381000.000,99755000.000,,,143124000.000,,,,123025000.000,,,,159434000.000,,,,179405000.000,,,,190502000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,-65808000.000,-69689000.000,-97758000.000,-118920000.000,95981000.000,-136978000.000,,,134539000.000,,,,-66664000.000,,,,-246854000.000,,,,-267920000.000,,,,-319212000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-187195000.000,,-131043000.000,-157411000.000,-177066000.000,,-238161000.000,,,,,,-229677000.000,-190291000.000,-191761000.000,-250490000.000,,-406633000.000,,,,-447686000.000,,,,-507287000.000
AdditionalPaidInCapital,,,,,,,,,,,,,,,,,,,,,,368698000.000,,,,387896000.000
