,2011-06-30,2011-09-30,2012-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,811.000
CostOfGoodsSold,34558.000,108477.000,27184.000
Depreciation,,,222.000
DepreciationAndAmortization,797.000,,
DepreciationDepletionAndAmortization,,,222.000
EarningsPerShareBasicAndDiluted,-0.000,-0.000,-0.000
GainsLossesOnExtinguishmentOfDebt,-580404.000,-243635.000,-110446.000
GeneralAndAdministrativeExpense,347882.000,,
GrossProfit,-4050.000,5042.000,6455.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,100501.000
IncreaseDecreaseInDeferredRevenue,,,-10325.000
IncreaseDecreaseInInventories,,,23804.000
InterestExpense,22917.000,23679.000,32048.000
IssuanceOfStockAndWarrantsForServicesOrClaims,,,285001.000
NetCashProvidedByUsedInFinancingActivities,,,77646.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,77646.000
NetCashProvidedByUsedInOperatingActivities,,,-76835.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-76835.000
NetIncomeLoss,-973693.000,-506995.000,-586484.000
NonoperatingIncomeExpense,-603321.000,-224814.000,-142494.000
OperatingExpenses,366322.000,287223.000,450445.000
OperatingIncomeLoss,-370372.000,-282181.000,-443990.000
OtherNonoperatingIncome,,42500.000,
ProceedsFromRelatedPartyDebt,,,50423.000
ProceedsFromRepaymentsOfNotesPayable,,,200000.000
RepaymentsOfRelatedPartyDebt,,,172777.000
Revenues,30508.000,113519.000,33639.000
SalesRevenueNet,30508.000,113519.000,33639.000
SellingAndMarketingExpense,17643.000,,9470.000
SellingGeneralAndAdministrativeExpense,,287223.000,440753.000
StockIssuedDuringPeriodValueOther,,,141071.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,13284695639.000
WeightedAverageNumberOfSharesOutstandingBasic,4124759512.000,4772523744.000,
