,2011-09-30,2011-12-31,2012-03-31,2012-09-30
AccountsPayableCurrent,1039004.000,1091709.000,1096476.000,975122.000
AccountsPayableRelatedPartiesCurrent,517708.000,599083.000,694870.000,656899.000
AccruedLiabilitiesCurrent,455360.000,689786.000,708515.000,702339.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,0.000,0.000,,
AdditionalPaidInCapital,20491952.000,20553166.000,20680673.000,21002217.000
Assets,2772101.000,2645797.000,2645626.000,2657922.000
AssetsCurrent,179346.000,53042.000,52871.000,65167.000
AvailableForSaleSecuritiesCurrent,0.000,0.000,0.000,0.000
CashAndCashEquivalentsAtCarryingValue,10057.000,628.000,199.000,2212.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,500000000.000,750000000.000,750000000.000,2750000000.000
CommonStockSharesIssued,499250000.000,507572976.000,595165556.000,2007230047.000
CommonStockSharesOutstanding,499250000.000,507572976.000,595165556.000,2007230047.000
CommonStockValue,499250.000,507573.000,595166.000,499250.000
ConvertibleNotesPayableCurrent,779198.000,843460.000,697954.000,782390.000
DeferredFinanceCostsCurrentNet,7497.000,2414.000,2672.000,12955.000
DeferredRevenueCurrent,15000.000,15000.000,15000.000,300000.000
DerivativeLiabilitiesNoncurrent,1357348.000,724861.000,751324.000,424861.000
DueToOfficersOrStockholdersCurrent,141907.000,141907.000,149407.000,159054.000
EmployeeRelatedLiabilitiesCurrent,602612.000,772981.000,772981.000,793445.000
Liabilities,7306137.000,7301787.000,7525527.000,7173440.000
LiabilitiesAndStockholdersEquity,2772101.000,2645797.000,2645626.000,4934555.000
LiabilitiesCurrent,5948789.000,6576926.000,6774203.000,6748579.000
MineralPropertiesGross,2581155.000,2581155.000,2581155.000,2581155.000
NotesPayableRelatedPartiesClassifiedCurrent,2398000.000,2423000.000,2423000.000,2379330.000
OtherAssetsCurrent,152459.000,50000.000,50000.000,50000.000
OtherAssetsNoncurrent,11600.000,11600.000,11600.000,11600.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,10000000.000,20000000.000,20000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,
PropertyPlantAndEquipmentGross,2173628.000,2173628.000,2173628.000,2173628.000
RetainedEarningsAccumulatedDeficit,-25635821.000,-25827312.000,-26270323.000,-23850910.000
SettlementLiabilitiesCurrent,,,216000.000,
StockholdersEquity,-4534036.000,-4655990.000,-4879901.000,-2238885.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-4534036.000,-4655990.000,-4879901.000,-2238885.000
TradingSecuritiesCurrent,,0.000,,
TradingSecuritiesFairValueDisclosure,9333.000,,,
