,2011-06-30,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,125926.000,33645.000,,45085.000,115547.000,113731.000
AccountsPayableOtherCurrent,,338670.000,282190.000,,,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentBeforeTax,-149306.000,,,301714.000,,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,16644.000,-110409.000,,700485.000,918677.000,905752.000
AlternativeInvestmentsFairValueDisclosure,,,0.000,,,,
Assets,23457127.000,23547745.000,23080650.000,24174480.000,24708929.000,24695794.000,23488418.000
AssetsCurrent,8094698.000,8565607.000,12702040.000,13349682.000,13987374.000,14038960.000,12365141.000
AssetsNoncurrent,,4410000.000,0.000,,,,
AvailableForSaleSecurities,1687125.000,2520394.000,2451251.000,3021934.000,4176507.000,5139610.000,5902325.000
AvailableForSaleSecuritiesFairValueDisclosure,,,2924946.000,,,,
CashAndCashEquivalentsAtCarryingValue,6105321.000,5761723.000,9986926.000,10069125.000,9510379.000,8030150.000,6130903.000
GeneralPartnersCapitalAccount,,616551.000,615218.000,,643970.000,633950.000,646061.000
InvestmentInFederalHomeLoanBankStockFairValueDisclosure,,,249970.000,,,,
InvestmentsFairValueDisclosure,,,2701221.000,,,,
Land,,,3198574.000,3198574.000,3198574.000,3198574.000,3198574.000
Liabilities,455064.000,485982.000,337221.000,147049.000,71588.000,280181.000,295901.000
LiabilitiesAndStockholdersEquity,23457127.000,23547745.000,23080650.000,24174480.000,24708929.000,24695794.000,23488418.000
LimitedPartnersCapitalAccount,,22438788.000,22386853.000,,23295284.000,22904482.000,21682200.000
LimitedPartnersCapitalAccountUnitsIssued,,170390.000,170390.000,,168345.000,168345.000,1542.230
LimitedPartnersCapitalAccountUnitsOutstanding,,170390.000,170390.000,,168345.000,168345.000,1542.230
NotesReceivableNet,3341123.000,4410000.000,0.000,0.000,,,
PartnersCapital,,23061763.000,22743429.000,,24637341.000,24415613.000,23192517.000
PartnersCapitalDeferredCompensation,,10220.000,148233.000,,2398.000,41496.000,41496.000
PrepaidExpense,4562.000,,,352.000,,,
PrepaidExpenseCurrent,,1846.000,423.000,,40015.000,2706.000,2324.000
PropertyPlantAndEquipmentNet,10862429.000,10572138.000,10378610.000,10824798.000,10721555.000,10618312.000,11123277.000
ReceivablesNetCurrent,50824.000,33542.000,13470.000,8301.000,10503.000,45379.000,10834.000
RestrictedCashAndCashEquivalents,1158877.000,,,0.000,,,
SecurityDepositLiability,23588.000,21386.000,21386.000,23699.000,22599.000,26313.000,30011.000
ShortTermInvestments,,248102.000,249970.000,,249970.000,249970.000,251096.000
StockholdersEquity,,,,24027431.000,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,23002063.000,23061763.000,22743429.000,24027431.000,24637341.000,24415613.000,23192517.000
TradingSecuritiesFairValueDisclosure,,,-473695.000,,,,
