,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-04-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,,20702.000,30217.000,40992.000,52259.000,29966.000,,,,,,,,,,,,,,
AccountsPayableCurrent,702978.000,572259.000,730068.000,424181.000,463658.000,517394.000,351996.000,295569.000,285727.000,167681.000,188044.000,204370.000,272111.000,375793.000,496699.000,413116.000,427208.000,697324.000,336009.000,311627.000,300896.000,365600.000
AccountsPayableOtherCurrent,,,,,,,,,,,,,,,2648.000,,,,76382.000,,,7545.000
AccountsPayableRelatedPartiesCurrent,,,,,,,,,31804.000,34834.000,33960.000,36612.000,0.000,0.000,,,,,,,,
AccountsReceivableNet,8962.000,19579.000,,,,,,,,,,,,,,,,,,,,
AccountsReceivableNetCurrent,,,2581.000,,,,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,346384.000,356254.000,407463.000,41103.000,11500.000,11900.000,12300.000,23646.000,48446.000,51773.000,7803.000,5262.000,4751.000,2718.000,23667.000,43324.000,52797.000,68122.000,151630.000,144833.000,148094.000,214648.000
AccruedRentCurrent,,,,,,,,,,,,,,,1480.000,,,,371.000,,,237.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,,,1462.000,1621.000,1587.000,1789.000,806.000,1254.000,1644.000,1736.000
AcquiredFiniteLivedIntangibleAssetResidualValue,,,,,,,,,,,,,,,,2000000.000,2000000.000,2000000.000,,,,
AdditionalPaidInCapital,35457210.000,35460200.000,37526524.000,37943587.000,38642615.000,39043811.000,39896440.000,47858815.000,53815004.000,55402067.000,75998588.000,78041075.000,81919647.000,83242695.000,85415954.000,86981418.000,87685381.000,90427053.000,91135370.000,92704645.000,92894298.000,97130279.000
AllowanceForDoubtfulAccountsReceivable,,,,6497.000,,,,,,,,,,,,,,,,,,
Assets,1725551.000,1863494.000,2087508.000,2234436.000,2316089.000,2450946.000,2876931.000,3394191.000,4594269.000,5662324.000,9316050.000,8198546.000,6659089.000,6626470.000,7948468.000,8142686.000,7641661.000,8001875.000,7160325.000,7523642.000,6731714.000,8667495.000
