,2012-05-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2014-02-28,2014-11-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,,,,,,,,,,,,,,,,343600.000
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,,,,419610.000
AmortizationOfAboveAndBelowMarketLeases,,,,,,,,,,,,,,,,-8200.000
AmortizationOfDebtDiscountPremium,,,,,,,,,,,,-36961.000,,,,32805.000
AmortizationOfDeferredCharges,,,,,,,29497.000,29797.000,,,,90241.000,,,,158672.000
AmortizationOfFinancingCosts,,,,,,,,,,,,90241.000,62604.000,62604.000,115919.000,32805.000
AmortizationOfLeasedAsset,,,,,,,,,,,,,,,,343600.000
BusinessAcquisitionProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTaxPerShareBasic,,,,,,,,,,,,,,,,-0.160
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,,,,,,,,,-2784362.000
BusinessAcquisitionsProFormaRevenue,,,,,,,,,,,,,,,,5875993.000
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,,754000.000,0.000,0.000,814470.000,942473.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-1120.000,,,,,,67703.000,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,,,169591.000,,,,,-8676989.000,,,,-11314532.000
CommonStockDividendsPerShareCashPaid,,,,,,,,,,,,0.085,,,,
DebtConversionConvertedInstrumentAmount1,,,,,,,,,,,,-15000000.000,,,,
DebtorReorganizationItemsWriteOffOfDeferredFinancingCostsAndDebtDiscounts,,,,,,,,,,,,-53280.000,,,,
Depreciation,,,,,,,149720.000,152336.000,141007.000,153148.000,213180.000,398830.000,544002.000,585449.000,806383.000,1346053.000
DepreciationDepletionAndAmortization,,,,,,,,152336.000,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationGeneralAndAdministrativeExpense,,,,,,,153560.000,,,,,,,,,
Dividends,,,,,,,-42600.000,-63900.000,,,,,,,,
DividendsCommonStock,,,,,,,,,,,,164152.000,,,,
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,0.000,0.010,0.000,-1.130,-0.750,-0.530,-1.990,-3.170,-3.110,-0.350,-0.110,2.890,-0.140
EscrowDepositDisbursementsRelatedToPropertyAcquisition1,,,,,,,,,,,,394000.000,,,,8495.000
GeneralAndAdministrativeExpense,25800.000,27620.000,3572.000,6532.000,7614.000,13687.000,,64307.000,76474.000,377810.000,-13450.000,888529.000,368210.000,1721676.000,1313007.000,2840807.000
IncomeTaxesPaidNet,,0.000,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,,-225403.000,,,,,,,,1358593.000
IncreaseDecreaseInAccountsReceivable,,,,,,,-2793.000,2390.000,,,,0.000,,,,
IncreaseDecreaseInAccruedLiabilities,,1500.000,,,,,130306.000,,,,,884147.000,,,,
IncreaseDecreaseInDepositOtherAssets,,,,,,,,,,,,435209.000,,,,1316819.000
IncreaseDecreaseInDueToRelatedParties,,,,,,,87768.000,90000.000,,,,90000.000,,,,6438.000
