,2012-02-13,2012-05-14,2012-11-14,2013-02-14,2013-05-15,2013-09-25,2013-11-14,2014-02-14,2014-05-15,2014-09-29,2014-11-14,2015-02-13,2015-05-15,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,,,151100.000,118100.000,136800.000,167000.000,251400.000,205200.000,225900.000,301100.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,,,750000.000
AccountsReceivableNet,,,,,,,,,,,,,,4200.000,6600.000,7100.000,5100.000,2800.000,2300.000,0.000,0.000
AccountsReceivableNetCurrent,,,,,,,,,,,,,,45900.000,54700.000,22100.000,8100.000,3900.000,200.000,2600.000,7900.000
AccruedLiabilitiesCurrent,,,,,,,,,,,,,,191800.000,167700.000,153700.000,154000.000,146200.000,305800.000,305700.000,326800.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,,176000.000,176000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,,,491900.000,538000.000,583800.000,629600.000,675600.000,721500.000,767400.000,791800.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,,0.000,,,,,,,
AllowanceForNotesAndLoansReceivableCurrent,,,,,,,,,,,,,,,,,50000.000,,266400.000,266400.000,266400.000
AssetRetirementObligation,,,,,,,,,,,,,,429700.000,429700.000,429700.000,429700.000,434000.000,434000.000,434000.000,434000.000
Assets,,,,,,,,,,,,,,5332300.000,4890500.000,4569000.000,4282200.000,4044200.000,3884500.000,3825600.000,3407200.000
AssetsCurrent,,,,,,,,,,,,,,1063500.000,679700.000,448300.000,1858400.000,1847100.000,1728600.000,1708600.000,33800.000
AssetsHeldForSaleLongLivedFairValueDisclosure,,,,,,,,,,,,,,,,,1650800.000,,1653500.000,1653500.000,0.000
AssetsHeldForSaleNotPartOfDisposalGroupCurrent,,,,,,,,,,,,,,,,,,1653500.000,,,
AssetsHeldInTrust,,,,,,,,,,,,,,,72100.000,76800.000,81500.000,,90800.000,96800.000,101500.000
BuildingsAndImprovementsGross,,,,,,,,,,,,,,2219200.000,,,,2220900.000,,,
CashAndCashEquivalentsAtCarryingValue,,,,,,,,,,,,,,788900.000,525200.000,331600.000,105500.000,139600.000,9400.000,5000.000,1100.000
ClassOfWarrantOrRightOutstanding,,,,,,,,,,,,,,,,,,,,,140000.000
CommonStockParOrStatedValuePerShare,,,,,,,,,,,,,,,,,,0.000,,,
CommonStockSharesAuthorized,,,,,,,,,,,,,,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000
CommonStockSharesIssued,,,,,,,,,,,,,,4982400.000,4982400.000,4982400.000,4982400.000,4982400.000,4982400.000,4982400.000,4982400.000
CommonStockSharesOutstanding,,,,,,,,,,,,,,4982400.000,4982400.000,4982400.000,4982400.000,4982400.000,4982400.000,4982400.000,4982400.000
CommonStockValue,,,,,,,,,,,,,,109159300.000,109173200.000,109187100.000,109187100.000,109188200.000,109190000.000,109191800.000,109193500.000
DeferredTaxAssetsGross,,,,,,,,,,,,,,11800000.000,,,,12100000.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,,,,,,,,0.000,,,,0.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,,,,7800000.000,,,,8100000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,,,,7800000.000,,,,8100000.000,,,
DeferredTaxesBusinessCombinationValuationAllowanceAllocatedToContributedCapital,,,,,,,,,,,,,,-4000000.000,,,,-4000000.000,,,
DerivativeAssetsLiabilitiesAtFairValueNet,,,,,,,,,,,,,,1083600.000,1088300.000,1093000.000,1097700.000,1106700.000,1111400.000,1116000.000,1120700.000
FurnitureAndFixturesGross,,,,,,,,,,,,,,51300.000,,,,51300.000,,,
LandAndLandImprovements,,,,,,,,,,,,,,1645600.000,1646200.000,1650700.000,0.000,0.000,,,
Liabilities,,,,,,,,,,,,,,1426500.000,1374100.000,1383500.000,1418700.000,1704300.000,2022400.000,2287600.000,2498600.000
LiabilitiesAndStockholdersEquity,,,,,,,,,,,,,,5332300.000,4890500.000,4569000.000,4282200.000,4044200.000,3884500.000,3825600.000,3407200.000
LiabilitiesCurrent,,,,,,,,,,,,,,392900.000,310800.000,315500.000,346000.000,397600.000,911000.000,531600.000,1377900.000
LineOfCreditFacilityFairValueOfAmountOutstanding,,,,,,,,,,,,,,,,,,,,,295400.000
LinesOfCreditCurrent,,,,,,,,,,,,,,,,,,,,,295400.000
LoansAndLeasesReceivableDeferredIncome,,,,,,,,,,,,,,,,,,,-29000.000,-29000.000,-29000.000
LongTermDebtNoncurrent,,,,,,,,,,,,,,262800.000,,,,0.000,,,
LongTermInvestmentsAndReceivablesNet,,,,,,,,,,,,,,262800.000,245600.000,190400.000,185400.000,0.000,,,
LongTermNotesPayable,,,,,,,,,,,,,,,,,,200000.000,0.000,640000.000,0.000
MachineryAndEquipmentGross,,,,,,,,,,,,,,514400.000,,,,514400.000,,,
MarketableSecuritiesCurrent,,,,,,,,,,,,,,0.000,,,,,,,
NotesAndLoansReceivableNetCurrent,,,,,,,,,,,,,,,60000.000,60000.000,,,,,
NotesAndLoansReceivableNetNoncurrent,,,,,,,,,,,,,,,245600.000,190400.000,,,,,
NotesPayable,,,,,,,,,,,,,,,,,,200000.000,400000.000,640000.000,750000.000
NotesPayableCurrent,,,,,,,,,,,,,,,,,,0.000,400000.000,0.000,750000.000
NotesReceivableGross,,,,,,,,,,,,,,322800.000,,,295400.000,0.000,295400.000,295400.000,295400.000
NotesReceivableNet,,,,,,,,,,,,,,60000.000,60000.000,60000.000,60000.000,322800.000,0.000,0.000,0.000
NotesReceivableRelatedParties,,,,,,,,,,,,,,,305600.000,250400.000,,,,,
NotesReceivableRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,0.000,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,,,,,,,,202400.000,,,,166900.000,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,,,,,35600.000,,,,28600.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,,,,,,,28600.000,,,,28600.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,,,,,28600.000,,,,28600.000,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,,,,,,28600.000,,,,28600.000,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,,,,,,,28600.000,,,,28600.000,,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,,,,,,,52400.000,,,,23900.000,,,
OperatingLossCarryforwards,,,,,,,,,,,,,,33500000.000,,,,34900000.000,,,
PreferredStockParOrStatedValuePerShare,,,,,,,,,,,,,,,,,,,,,0.000
PreferredStockSharesAuthorized,,,,,,,,,,,,,,,25000000.000,25000000.000,25000000.000,,25000000.000,25000000.000,25000000.000
PreferredStockSharesIssued,,,,,,,,,,,,,,,0.000,0.000,0.000,,0.000,0.000,0.000
PreferredStockSharesOutstanding,,,,,,,,,,,,,,,0.000,0.000,0.000,,0.000,0.000,0.000
PreferredStockValue,,,,,,,,,,,,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,,,,,,,,,,,,,,164500.000,33200.000,27500.000,28900.000,47300.000,63200.000,47500.000,24800.000
PrepaidRoyalties,,,,,,,,,,,,,,0.000,,,,,,,
PropertyPlantAndEquipmentGross,,,,,,,,,,,,,,2784900.000,2784900.000,2786600.000,2786500.000,2786600.000,2786600.000,2787600.000,2409000.000
PropertyPlantAndEquipmentNet,,,,,,,,,,,,,,3938600.000,3893100.000,3853500.000,2156900.000,2111000.000,2065100.000,2020200.000,1617200.000
RetainedEarningsAccumulatedDeficit,,,,,,,,,,,,,,-105253500.000,-105656800.000,-106001600.000,-106323600.000,-106848300.000,-107327900.000,-107653800.000,-108284900.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,,,,,,,,,,,,,,2200000.000,,,,2200000.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,,,,,,,,,,1047200.000,1122000.000,1200000.000,1200000.000,1200000.000,1200000.000,1200000.000,1200000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,,,,,,,,,,0.590,0.590,0.580,0.580,0.580,0.580,0.580,0.580
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,,,,,,,,,,,,,0.000,0.000,,0.000,0.000,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,,,,,,,,,,1203200.000,1200000.000,1200000.000,1200000.000,1200000.000,1200000.000,1200000.000,1200000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,,,,,,,,,,0.580,0.580,0.580,0.580,0.580,0.580,0.580,0.580
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,,,,,,,,,,,,,0.000,0.000,,0.000,0.000,0.000
StockholdersEquity,,,,,,,,,,,,,,3905800.000,3516400.000,3185500.000,2863500.000,2339900.000,1862100.000,1538000.000,908600.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,,,,3905800.000,3516400.000,3185500.000,2863500.000,2339900.000,1862100.000,1538000.000,908600.000
