,2011-06-30
AccruedLiabilitiesCurrent,11144.000
AdditionalPaidInCapitalCommonStock,900.000
Assets,46.000
Cash,46.000
CommonStockParOrStatedValuePerShare,0.000
CommonStockSharesAuthorized,100000000.000
CommonStockSharesIssued,4370000.000
CommonStockSharesOutstanding,4370000.000
CommonStockValue,437.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,31039.000
DueToRelatedPartiesNoncurrent,18604.000
Liabilities,29748.000
LiabilitiesAndStockholdersEquity,46.000
LiabilitiesCurrent,11144.000
PreferredStockParOrStatedValuePerShare,0.000
PreferredStockSharesAuthorized,10000000.000
PreferredStockSharesIssued,0.000
PreferredStockSharesOutstanding,0.000
StockholdersEquity,-29702.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-29702.000
