,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,214000.000,,,,3316000.000,,,,946000.000,,,,2368000.000,,,,2169000.000
AllocatedShareBasedCompensationExpense,,,,,,-500000.000,1600000.000,,900000.000,2100000.000,1600000.000,2300000.000,2400000.000,2400000.000,2400000.000,2400000.000,2169000.000
AmortizationOfFinancingCostsAndDiscounts,30000.000,,,,608000.000,,,,531000.000,,,,0.000,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,42198.000,16947.000,,,,,,,
AssetManagementFees1,,,,,,,,,,,,,4124000.000,4506000.000,4208000.000,4496000.000,4211000.000
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,600000.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-79120000.000,,,,140466000.000,,,,-18396000.000,,,,-142898000.000,,,,-9729000.000
CashDivestedFromDeconsolidation,,,,,,,,,,,,,116702000.000,,,,0.000
CertainLoansAcquiredInTransferAccountedForAsDebtSecuritiesAccretableYieldAccretion,,,,,,,2500000.000,,,,,,,,,,
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldAccretion,,,,,,,2475000.000,,232000.000,200000.000,100000.000,19000.000,0.000,,,,
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldPeriodIncreaseDecrease,,,,,,,,,-201000.000,,,,,,,,
ComprehensiveIncomeNetOfTax,,,,,,,,,,,,,-1061000.000,-5826000.000,1707000.000,-1436000.000,3913000.000
DepreciationAndAmortization,,,4000.000,,48000.000,103000.000,313000.000,603000.000,998000.000,1344000.000,2050000.000,3080000.000,0.000,0.000,0.000,0.000,
DirectCostsOfLeasedAndRentedPropertyOrEquipment,,84000.000,191000.000,,1050000.000,3253000.000,9247000.000,12468000.000,12459000.000,16857000.000,16574000.000,20376000.000,0.000,0.000,0.000,0.000,
EarningsPerShareBasic,-0.360,-0.640,-1.090,-0.170,2.880,5.870,7.910,9.650,3.100,0.310,-0.920,-4.080,-0.500,-0.230,-0.670,-1.530,-0.890
EarningsPerShareDiluted,-0.360,-0.640,-1.090,-0.170,2.390,4.600,6.250,7.830,2.500,0.270,-0.920,-3.440,-0.500,-0.230,-0.670,-1.530,-0.890
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.038,,,,,,,,,,,,,,,,
GainLossOnSaleOfInvestments,,,,,,,302000.000,,151000.000,254000.000,100000.000,35927000.000,0.000,0.000,0.000,0.000,
GainLossOnSaleOfProperties,,,,,,,3310000.000,,10608000.000,12404000.000,13914000.000,14006000.000,0.000,0.000,0.000,0.000,
GainLossOnSalesOfLoansNet,,,,,,,,,151000.000,,,,0.000,,,,
GainsLossesOnSalesOfOtherRealEstate,,,,,55000.000,,,,10608000.000,,,,0.000,,,,
GeneralAndAdministrativeExpense,2698000.000,3369000.000,5105000.000,7277000.000,5955000.000,7421000.000,5435000.000,1080000.000,10790000.000,5967000.000,8935000.000,7204000.000,514000.000,578000.000,561000.000,3119000.000,1157000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,49507000.000,80821000.000,56227000.000,64073000.000,19455000.000,14029000.000,-7412000.000,-74606000.000,-951000.000,-388000.000,-930000.000,-960000.000,-1261000.000
IncomeTaxExaminationPenaltiesAndInterestExpense,,,,,,,,,,,,,0.000,,,,
IncomeTaxExpenseBenefit,,,,,766000.000,-191000.000,853000.000,668000.000,143000.000,194000.000,-97000.000,114000.000,-11000.000,,141000.000,,57000.000
IncomeTaxesPaid,,,,,,,,,,,,,4000.000,,,,662000.000
IncreaseDecreaseInAccountsAndOtherReceivables,,,,,-502000.000,,,,-1750000.000,,,,-123000.000,,,,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,711000.000,,,,1118000.000,,,,1613000.000,,,,-32000.000,,,,-3139000.000
IncreaseDecreaseInAccountsReceivableRelatedParties,-518000.000,,,,53000.000,,,,2535000.000,,,,4676000.000,,,,-175000.000
IncreaseDecreaseInDeferredCharges,,,,,,,,,,,,,0.000,,,,
IncreaseDecreaseInDueToRelatedParties,-200000.000,,,,871000.000,,,,2923000.000,,,,-1966000.000,,,,0.000
IncreaseDecreaseInEmployeeRelatedLiabilities,,,,,,,,,,,,,-2869000.000,,,,-3141000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,360000.000,,,,530000.000,,,,623000.000,,,,287000.000,,,,546000.000
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,,,273778.000,250287.000,244543.000,-516641.000,232712.000,230243.000,0.000,-462955.000,0.000,0.000,0.000,0.000,
IncrementalCommonSharesAttributableToContingentlyIssuableShares,,,,,183988.000,169341.000,148849.000,-341703.000,120795.000,98179.000,0.000,-218974.000,0.000,0.000,0.000,0.000,
IncrementalCommonSharesAttributableToConversionOfPreferredStock,,,,,31111.000,200000.000,200000.000,-273333.000,200000.000,200000.000,0.000,-400000.000,0.000,0.000,0.000,0.000,
InterestExpense,42000.000,654000.000,467000.000,3405000.000,5708000.000,6945000.000,11699000.000,11295000.000,11483000.000,13237000.000,14194000.000,14217000.000,0.000,0.000,0.000,0.000,
InterestIncomeOther,,,,,,,2568000.000,,240000.000,240000.000,115000.000,17000.000,294000.000,247000.000,248000.000,-789000.000,
InterestPaid,,,,,4736000.000,,,,10429000.000,,,,0.000,,,,
InvestmentIncomeInterestAndDividend,,,,,,,,,,,,,,,,,244000.000
LoanPortfolioExpense,392000.000,1242000.000,2154000.000,6630000.000,11437000.000,16925000.000,21226000.000,18593000.000,18266000.000,16246000.000,13477000.000,14357000.000,0.000,0.000,0.000,0.000,
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,,,,27398000.000,,,,36038000.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,11753000.000,,,,742877000.000,,,,-51213000.000,,,,-2329000.000,,,,-3929000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,11753000.000,,,,742877000.000,,,,-51213000.000,,,,-2329000.000,,,,-3929000.000
NetCashProvidedByUsedInInvestingActivities,-88447000.000,,,,-582881000.000,,,,80718000.000,,,,-132290000.000,,,,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-88447000.000,,,,-582881000.000,,,,80718000.000,,,,-132290000.000,,,,0.000
NetCashProvidedByUsedInOperatingActivities,-2426000.000,,,,-19530000.000,,,,-47901000.000,,,,-8279000.000,,,,-5800000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-2426000.000,,,,-19530000.000,,,,-47901000.000,,,,-8279000.000,,,,-5800000.000
NetIncomeLoss,-840000.000,-1499000.000,-2557000.000,-397000.000,6828000.000,13230000.000,17698000.000,21923000.000,6888000.000,743000.000,-1980000.000,-8941000.000,-940000.000,-1261000.000,-1071000.000,-1663000.000,-1318000.000
NetIncomeLossAttributableToNoncontrollingInterest,-984000.000,5227000.000,13709000.000,21644000.000,41913000.000,67782000.000,37676000.000,41482000.000,12424000.000,13092000.000,-5335000.000,-65779000.000,0.000,0.000,0.000,0.000,
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,,,,,6835000.000,693000.000,-2032000.000,-8992000.000,-992000.000,-1313000.000,-1122000.000,-1715000.000,-1370000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,,,,,,,,,6888000.000,743000.000,-2032000.000,-9095000.000,-992000.000,-1313000.000,-1122000.000,-1715000.000,
NoncontrollingInterestDecreaseFromDeconsolidation,,,,,,,,,,,,,1145639000.000,,,,0.000
NoncontrollingInterestIncreaseFromSubsidiaryEquityIssuance,,,,,468491000.000,,,,27000.000,,,,,,,,
NonoperatingIncomeExpense,,,,,,,,,,,,,,55000.000,0.000,,256000.000
