,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,303395000.000,247904000.000,120221000.000,177437000.000,319462000.000,267990000.000,163543000.000,199787000.000,338026000.000,239976000.000,142777000.000,214596000.000,370002000.000,233549000.000,154511000.000,236294000.000,375995000.000,236868000.000,170582000.000,246554000.000,438705000.000,265349000.000,199922000.000,230728000.000,465928000.000,273309000.000
AccountsReceivableGrossCurrent,,,,85321000.000,,,,86177000.000,,,,14150000.000,,,,17558000.000,,,,17835000.000,,,,18533000.000,,
AccruedBonusesCurrentAndNoncurrent,,,,,,,,22549000.000,,,,26728000.000,,,,27296000.000,,,,29090000.000,,,,32226000.000,,
AccruedLiabilitiesCurrent,29096000.000,79794000.000,70718000.000,53398000.000,34240000.000,87614000.000,102805000.000,48186000.000,30413000.000,79844000.000,64737000.000,49301000.000,28069000.000,89200000.000,75222000.000,54085000.000,32188000.000,80480000.000,77298000.000,56591000.000,49370000.000,114993000.000,126654000.000,64387000.000,48982000.000,98225000.000
AccruedSalariesCurrentAndNoncurrent,,,,,,,,7625000.000,,,,2996000.000,,,,,,,,,,,,,,
AccumulatedAmortizationDeferredFinanceCosts,,,,-1581000.000,,,,1573000.000,,,,1985000.000,,,,2527000.000,,,,3144000.000,,,,3771000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,59883000.000,,,,68256000.000,,,,77674000.000,,,,89132000.000,,,,98012000.000,,,,109381000.000,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,-1172000.000,-670000.000,-256000.000,,,,,,,,,,,,,,,,-2367000.000,,,,-1054000.000,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,2476000.000,,,,,,,,,,,,,,,,-11362000.000,,,,-13024000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1542000.000,3754000.000,3023000.000,2220000.000,2010000.000,554000.000,-216000.000,-134000.000,1002000.000,837000.000,418000.000,2912000.000,2181000.000,2239000.000,648000.000,-3662000.000,-9082000.000,-9852000.000,-13200000.000,-13729000.000,-12816000.000,-14505000.000,-13852000.000,-14078000.000,-12544000.000,-9874000.000
AdditionalPaidInCapital,226554000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,232676000.000,236623000.000,243180000.000,250595000.000,256973000.000,265129000.000,276334000.000,286380000.000,297120000.000,305831000.000,310503000.000,319278000.000,325415000.000,329588000.000,338620000.000,350758000.000,356410000.000,361553000.000,374138000.000,384132000.000,387890000.000,399071000.000,403162000.000,412314000.000,416603000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,5900000.000,,,,5477000.000,,,,4547000.000,,,,4008000.000,,,,4205000.000,,,,4050000.000,,
Assets,896643000.000,970550000.000,798212000.000,798622000.000,974265000.000,1007014000.000,831383000.000,780576000.000,953740000.000,990009000.000,826874000.000,823761000.000,1013200000.000,1055448000.000,909236000.000,892937000.000,1084414000.000,1111582000.000,942396000.000,936031000.000,1193241000.000,1195663000.000,1037521000.000,994095000.000,1280869000.000,1279136000.000
AssetsCurrent,641059000.000,710916000.000,536500000.000,538001000.000,709610000.000,742840000.000,573241000.000,543096000.000,713670000.000,748001000.000,583932000.000,577749000.000,761039000.000,801041000.000,651890000.000,637213000.000,817192000.000,845134000.000,676183000.000,661744000.000,907674000.000,893394000.000,736225000.000,695557000.000,967052000.000,955270000.000
BankOverdrafts,,,,,,,,,,,,,,,,,,3430000.000,965000.000,,5996000.000,6823000.000,0.000,,9404000.000,8445000.000
BuildingsAndImprovementsGross,,,,2188000.000,,,,2188000.000,,,,2196000.000,,,,1868000.000,,,,2465000.000,,,,2465000.000,,
BusinessCombinationContingentConsiderationArrangementsRangeOfOutcomesValueHigh,,,,,,,,,,,,,,,,,,,,,,,,1000000.000,,
BusinessCombinationContingentConsiderationLiability,,,,,,,,,,,,,,,200000.000,,200000.000,0.000,,-806000.000,838000.000,1581000.000,1626000.000,1611000.000,1453000.000,1493000.000
BusinessCombinationContingentConsiderationLiabilityCurrent,,,,,,,,,,,,,,,,,,,,,,,,198000.000,300000.000,300000.000
BusinessCombinationContingentConsiderationLiabilityNoncurrent,,,,,,,,,,,,,,,,,,,,,,,,1413000.000,1200000.000,1200000.000
CashAndCashEquivalentsAtCarryingValue,11420000.000,37218000.000,20656000.000,17487000.000,20681000.000,50311000.000,28818000.000,12463000.000,12873000.000,26936000.000,24222000.000,8006000.000,7257000.000,27563000.000,14455000.000,14830000.000,5048000.000,38944000.000,29504000.000,13237000.000,9965000.000,30551000.000,30292000.000,21956000.000,13409000.000,26666000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,48298621.000,48253576.000,47594628.000,47366997.000,47616144.000,46653782.000,46596813.000,46303728.000,46518040.000,46667820.000,46068927.000,45378785.000,45123118.000,44133304.000,43352818.000,43511093.000,43650023.000,42930905.000,42620194.000,42711016.000,42059318.000,41942593.000,41711888.000,41089720.000,41328565.000,41340281.000
CommonStockSharesOutstanding,48298621.000,48253576.000,47594628.000,47366997.000,47616144.000,46653782.000,46596813.000,46303728.000,46518040.000,46667820.000,46068927.000,45378785.000,45123118.000,44133304.000,43352818.000,43511093.000,43650023.000,42930905.000,42620194.000,42711016.000,42059318.000,41942593.000,41711888.000,41089720.000,41328565.000,41340281.000
CommonStockValue,48000.000,48000.000,48000.000,47000.000,48000.000,47000.000,47000.000,46000.000,46000.000,47000.000,46000.000,45000.000,45000.000,44000.000,43000.000,44000.000,44000.000,43000.000,43000.000,43000.000,42000.000,42000.000,42000.000,41000.000,41000.000,41000.000
CumulativeDividends,,,,,,,,,210900000.000,,,237300000.000,245900000.000,255700000.000,265400000.000,274900000.000,284500000.000,295700000.000,306900000.000,317999000.000,328900000.000,342000000.000,355000000.000,367748000.000,380500000.000,395900000.000
DebtInstrumentBasisSpreadOnVariableRate,,,,0.600,,,,,,,,,,,,,,,,,,,,,,
DeferredFinanceCostsGross,,,,,,,,,,,,,,,,,,,,,,,,4883000.000,,
DeferredFinanceCostsNet,,,,,,,,1482000.000,,,,2114000.000,,,,1966000.000,,,,1669000.000,,,,1112000.000,,
DeferredFinanceCostsNoncurrentGross,,,,3451000.000,,,,3055000.000,,,,4099000.000,,,,4493000.000,,,,4813000.000,,,,,,
DeferredFinanceCostsNoncurrentNet,,,,,,,,,,,,,,,,,,,,,-1447000.000,1313000.000,1177000.000,,976000.000,840000.000
DeferredIncomeTaxAssetsNet,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000
DeferredIncomeTaxLiabilities,,,,,,,,,,,,,,,,,,,,,,,,34475000.000,,
DeferredIncomeTaxLiabilitiesNet,,,,,,,,,,,,,,,,,,,,,,,,,29234000.000,28445000.000
DeferredTaxAssetsEquityMethodInvestments,,,,5653000.000,,,,5653000.000,,,,5653000.000,,,,5653000.000,,,,0.000,,,,,,
DeferredTaxAssetsGrossCurrent,10211000.000,10211000.000,10145000.000,11737000.000,11737000.000,11737000.000,11561000.000,10903000.000,,,,10894000.000,,,,9923000.000,,,,11010000.000,,,,11384000.000,,
DeferredTaxAssetsGrossNoncurrent,,,,32082000.000,,,,34986000.000,,,,30709000.000,,,,30904000.000,,,,25457000.000,,,,27318000.000,,
DeferredTaxAssetsInventory,,,,8075000.000,,,,7703000.000,,,,6476000.000,,,,6583000.000,,,,7101000.000,,,,7010000.000,,
DeferredTaxAssetsLiabilitiesNet,,,,-1775000.000,,,,-7527000.000,,,,-12867000.000,,,,-19496000.000,,,,-23061000.000,,,,,,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,,,,5186000.000,5153000.000,5103000.000,3742000.000,5457000.000,5427000.000,5416000.000,5378000.000,3117000.000,3091000.000,3104000.000,3256000.000,5530000.000,5536000.000,5533000.000,5288000.000,6016000.000,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,,,740000.000,,,,784000.000,,,,891000.000,,,,1217000.000,,,,802000.000,,
DeferredTaxAssetsNet,,,,34194000.000,,,,5926000.000,,,,6241000.000,,,,4008000.000,,,,6747000.000,,,,6818000.000,,
DeferredTaxAssetsNetNoncurrent,,,,22457000.000,,,,,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,3972000.000,,,,6703000.000,,,,4709000.000,,,,5494000.000,,,,5485000.000,,,,5735000.000,,
DeferredTaxAssetsOther,,,,1037000.000,,,,1150000.000,,,,953000.000,,,,1009000.000,,,,1159000.000,,,,2465000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,17740000.000,,,,16970000.000,,,,15579000.000,,,,14483000.000,,,,13422000.000,,,,13778000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,2885000.000,,,,2780000.000,,,,4072000.000,,,,3168000.000,,,,3303000.000,,,,3978000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,777000.000,,,,420000.000,,,,346000.000,,,,172000.000,,,,606000.000,,,,396000.000,,
DeferredTaxAssetsValuationAllowance,,,,-9625000.000,,,,,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsValuationAllowanceCurrent,,,,,,,,1584000.000,,,,1691000.000,,,,1596000.000,,,,0.000,,,,,,
DeferredTaxAssetsValuationAllowanceNoncurrent,,,,,,,,10772000.000,,,,8672000.000,,,,9551000.000,,,,5485000.000,,,,5735000.000,,
DeferredTaxLiabilities,,,,35969000.000,,,,13453000.000,,,,19108000.000,,,,23504000.000,,,,29808000.000,,,,27657000.000,,
DeferredTaxLiabilitiesCurrent,,,,2976000.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssets,,,,27108000.000,,,,30645000.000,,,,33659000.000,,,,36927000.000,,,,40197000.000,,,,42930000.000,,
DeferredTaxLiabilitiesGrossCurrent,,,,,,,,4133000.000,,,,3746000.000,,,,5210000.000,,,,5480000.000,,,,5368000.000,,
