,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,1601.000,342542.000,374035.000,991685.000,1849224.000
AccumulatedAmortizationDeferredFinanceCosts,,1134.000,2833.000,6931.000,20615.000
AdditionalPaidInCapitalCommonStock,219787.000,5467000.000,21342966.000,45632928.000,68580261.000
Assets,200085.000,11677381.000,27517053.000,117448401.000,159655401.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedBuildings,,6431831.000,6431831.000,85305153.000,27371760.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLand,,892666.000,892666.000,12019503.000,5041375.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,,7525000.000,7525000.000,99425000.000,33288337.000
CashAndCashEquivalentsAtCarryingValue,200085.000,3734352.000,19548899.000,16389888.000,27291059.000
CommonStockParOrStatedValuePerShare,0.010,,,,
CommonStockSharesAuthorized,1200000000.000,,,,
DebtLongtermAndShorttermCombinedAmount,,5700000.000,5700000.000,72426000.000,95426000.000
DepositsAssets,,,10882.000,54385.000,92034.000
DividendsPayableCurrentAndNoncurrent,,19468.000,101659.000,241258.000,373903.000
DueToAffiliateCurrentAndNoncurrent,54404.000,1098229.000,1592025.000,3991733.000,2345502.000
EscrowDeposit,,,,650100.000,0.000
InvestmentBuildingAndBuildingImprovements,,6442875.000,6561187.000,85653391.000,113467321.000
Land,,892666.000,892666.000,12019503.000,17060878.000
Liabilities,56005.000,7104373.000,7713552.000,77241609.000,99369140.000
LiabilitiesAndStockholdersEquity,200085.000,11677381.000,27517053.000,117448401.000,159655401.000
LiabilityForUncertainTaxPositionsCurrent,,,,0.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,5538034.000,5538034.000,72156057.000,95156057.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,0.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,107977.000,107977.000,107977.000,107977.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,53989.000,53989.000,107977.000,107977.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,0.000,0.000,53989.000,53989.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,0.000,0.000,0.000,0.000
LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,,0.000,0.000,,0.000
MinorityInterest,99.000,0.000,0.000,,
NotesPayable,,5644134.000,5645833.000,72016933.000,94800511.000
OtherReceivablesNetCurrent,,153675.000,230490.000,98443.000,276467.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseCurrentAndNoncurrent,,23482.000,45485.000,113150.000,79231.000
RealEstateAccumulatedDepreciation,,,,625232.000,
RealEstateAndAccumulatedDepreciationAmountOfEncumbrances,,,,72016933.000,
RealEstateAndAccumulatedDepreciationCarryingAmountOfBuildingsAndImprovements,,,,87553232.000,
RealEstateAndAccumulatedDepreciationCarryingAmountOfLand,,,,12019503.000,
RealEstateAndAccumulatedDepreciationInitialCostOfBuildingsAndImprovements,,,,87405497.000,
RealEstateAndAccumulatedDepreciationInitialCostOfLand,,,,12019503.000,
RealEstateFederalIncomeTaxBasis,,,,102400000.000,
RealEstateGrossAtCarryingValue,,,,99572735.000,
RealEstateInvestmentPropertyAccumulatedDepreciation,,75314.000,237091.000,625232.000,2986179.000
RealEstateInvestmentPropertyAtCost,,7536044.000,7654356.000,99572735.000,133303242.000
RealEstateInvestmentPropertyNet,,7460730.000,7417265.000,98947503.000,130317063.000
RestrictedCashAndCashEquivalents,,294694.000,255488.000,752311.000,1134023.000
RetainedEarningsAccumulatedDeficit,-75894.000,-900218.000,-1620169.000,-5741312.000,-9016335.000
SharesIssued,,256340.000,1031969.000,2219657.000,3354150.000
StockholdersEquity,143981.000,4569497.000,19733273.000,39913974.000,59597632.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,144080.000,4569497.000,19733273.000,39913974.000,59597632.000
TemporaryEquityCarryingAmountIncludingPortionAttributableToNoncontrollingInterests,,3511.000,70228.000,292818.000,688629.000
