,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2017-03-31
CashPeriodIncreaseDecrease,,,,,,,,,,,,,,,,,,,,,79412.000
FeesAndCommissionsTransferAgent,,,,,,,,,,,,7500.000,0.000,,,,,,,,
GeneralAndAdministrativeExpense,-46083.000,-42199.000,-59613.000,89083.000,34818.000,226968.000,,,,,,,,,,,,,,,
IncomeTaxExpenseBenefit,,,,,,,,,,,,,,,,,,0.000,,,0.000
NoninterestExpenseTransferAgentAndCustodianFees,,,,,,,,,,,,,,3750.000,3750.000,3750.000,3750.000,3750.000,3750.000,3750.000,
PaymentsForFees,,,,,,,,,,,0.000,,,36362.000,,,,,,,
ProceedsFromLegalSettlements,,,,,,,,,,,625000.000,0.000,,0.000,0.000,,,,,,
ProceedsFromRoyaltiesReceived,192185.000,384677.000,,,,,,,,,,,,,,,,,,,
ProfessionalFees,,,,,,,50000.000,,,,,,,,,,,,,,
TrusteeFees,,,,625.000,625.000,,2500.000,625.000,0.000,-625.000,2500.000,,,2500.000,,,,2500.000,,,5625.000
