,2011-02-28,2011-05-31,2011-08-31,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31
AccountsPayableCurrent,22263000.000,17180000.000,28157000.000,18051000.000,19034000.000,17894000.000,25963000.000,12630000.000,16706000.000,10390000.000,18416000.000,27669000.000,31114000.000,43383000.000,44289000.000,41491000.000,35038000.000,39202000.000,49868000.000,56968000.000,40792000.000,30810000.000,26116000.000,29770000.000,28584000.000,32271000.000
AccruedIncomeTaxesCurrent,,4418000.000,,1212000.000,1750000.000,4610000.000,0.000,1507000.000,8694000.000,4715000.000,0.000,0.000,,,,,,,,,7945000.000,2654000.000,,,13373000.000,3541000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,608232000.000,622051000.000,635034000.000,647905000.000,663081000.000,669351000.000,686224000.000,701054000.000,717959000.000,734486000.000,757004000.000,746864000.000,766655000.000,787734000.000,799955000.000,818084000.000,841406000.000,840889000.000,840889000.000,839039000.000,840889000.000,887676000.000,913656000.000,934156000.000,959912000.000,984999000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,6100000.000,6000000.000,5800000.000,5600000.000,,-5296000.000,,,,-4638000.000,,,,-3981000.000,,,,,,,,-2700000.000,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,,0.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-6445000.000,-6282000.000,-6109000.000,-5941000.000,-5758000.000,-5613000.000,-5427000.000,-5296000.000,-5132000.000,-4967000.000,-4803000.000,-4638000.000,-4474000.000,-4310000.000,-4146000.000,-3981000.000,-3817000.000,-3652000.000,-3488000.000,-3323000.000,-3158000.000,-2991000.000,-2825000.000,-2659000.000,-2492000.000,-2325000.000
AdditionalPaidInCapitalCommonStock,479131000.000,469304000.000,460749000.000,445005000.000,442090000.000,442075000.000,442603000.000,442474000.000,442997000.000,443293000.000,444188000.000,445097000.000,445526000.000,445819000.000,446581000.000,447518000.000,448224000.000,447641000.000,448386000.000,449136000.000,448110000.000,442754000.000,440479000.000,437292000.000,437248000.000,434158000.000
AllowanceForDoubtfulAccountsReceivableCurrent,1200000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
Assets,1966628000.000,1958954000.000,1940054000.000,1944639000.000,2033046000.000,1992985000.000,1984918000.000,1941741000.000,2018660000.000,2026612000.000,2028732000.000,2017506000.000,2093042000.000,2117570000.000,2088551000.000,2077651000.000,2142430000.000,2155737000.000,2135197000.000,2122199000.000,2237955000.000,2222720000.000,2184554000.000,2172660000.000,2253153000.000,2241388000.000
AssetsCurrent,246525000.000,219009000.000,177729000.000,165395000.000,211063000.000,178938000.000,159579000.000,127619000.000,219309000.000,236162000.000,255070000.000,235842000.000,304878000.000,294211000.000,238173000.000,207565000.000,264424000.000,323229000.000,296967000.000,265544000.000,368537000.000,363897000.000,334215000.000,313120000.000,399723000.000,387196000.000
