,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,20601000.000,21756000.000,22475000.000,25890000.000,19820000.000,24171000.000,29581000.000,32131000.000,27658000.000,24369000.000
AccountsReceivableNetCurrent,146993000.000,147129000.000,150186000.000,145395000.000,140482000.000,147678000.000,161917000.000,155767000.000,150121000.000,168529000.000
AccruedInsuranceCurrent,,,,16994000.000,,,,19374000.000,,
AccruedProfessionalFeesCurrent,,,,3977000.000,,,,2028000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,141736000.000,,,,165067000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,249000.000,1381000.000,-1704000.000,-365000.000,-3330000.000,-4207000.000,-3561000.000,-240000.000,-7000.000
AdditionalPaidInCapital,,,,277311000.000,,,,294295000.000,,
AdditionalPaidInCapitalCommonStock,274103000.000,275892000.000,277280000.000,,289748000.000,291482000.000,293316000.000,,295700000.000,297970000.000
AllowanceForDoubtfulAccountsReceivableCurrent,12198000.000,11441000.000,11392000.000,11207000.000,12002000.000,11341000.000,11714000.000,11863000.000,12485000.000,13438000.000
AociTaxAttributableToParent,,,,,,-2261000.000,-2856000.000,-2418000.000,163000.000,4000.000
Assets,1032887000.000,1043813000.000,1057260000.000,1063184000.000,1052201000.000,1061573000.000,1082627000.000,1092048000.000,1067921000.000,1063082000.000
AssetsCurrent,194705000.000,187951000.000,210206000.000,221531000.000,215531000.000,193262000.000,220734000.000,246350000.000,238049000.000,218501000.000
BusinessAcquisitionPurchasePriceAllocationGoodwillExpectedTaxDeductibleAmount,2099000.000,15063000.000,16888000.000,16888000.000,758000.000,8790000.000,9319000.000,9391000.000,,12376000.000
BusinessCombinationContingentConsiderationLiability,,,,,5919000.000,4600000.000,5000000.000,5900000.000,6300000.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill,,22679000.000,27470000.000,27470000.000,3360000.000,34268000.000,33857000.000,34474000.000,,13475000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles,10203000.000,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,10419000.000,22978000.000,27950000.000,27950000.000,3398000.000,35529000.000,35162000.000,35805000.000,,15100000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,216000.000,299000.000,480000.000,480000.000,38000.000,1261000.000,1305000.000,,,
CapitalLeaseObligationsCurrent,462000.000,473000.000,485000.000,497000.000,509000.000,522000.000,533000.000,549000.000,563000.000,577000.000
