,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30
AdvertisingExpense,,,,,436113.000,269693.000,1198245.000
CashPeriodIncreaseDecrease,,,-650176.000,,-352473.000,,
ComprehensiveIncomeNetOfTax,840051.000,424033.000,2168899.000,1069730.000,2348034.000,,1810532.000
CostOfServices,1077160.000,1275103.000,1203102.000,1468736.000,1382040.000,,1463842.000
CurrentIncomeTaxExpenseBenefit,243124.000,1429988.000,,,,,
DeferredIncomeTaxExpenseBenefit,235844.000,-1463474.000,,,,,
Depreciation,,,247673.000,,402819.000,,
EarningsPerShareBasicAndDiluted,0.030,0.010,0.100,0.060,0.100,,0.080
EffectOfExchangeRateOnCashAndCashEquivalents,,,7730.000,,11178.000,,
ExciseAndSalesTaxes,,,,,,78715.000,385281.000
GrossProfit,1793579.000,2324537.000,3435194.000,3402600.000,3459992.000,,3626127.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,992556.000,156624.000,,,,,
IncomeTaxExpenseBenefit,478968.000,-33486.000,,,,,
IncomeTaxesPaid,,,,,3150.000,,
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,167960.000,,,,
IncreaseDecreaseInAccruedInterestReceivableNet,,,0.000,,,,
IncreaseDecreaseInAccruedLiabilities,,,-539807.000,,494794.000,,
IncreaseDecreaseInAccruedTaxesPayable,,,,,298210.000,,
IncreaseDecreaseInDividendsReceivable,,,,,-594132.000,,
IncreaseDecreaseInDueFromRelatedParties,,,-3408570.000,,,,
IncreaseDecreaseInDueToRelatedParties,,,,,-4414555.000,,
IncreaseDecreaseInOtherAccountsPayable,,,637675.000,,66138.000,,
IncreaseDecreaseInOtherCurrentAssets,,,95275.000,,95588.000,,
IncreaseDecreaseInOtherReceivables,,,,,-34455.000,,
IncreaseDecreaseInRestrictedCash,,,0.000,,,,
InterestExpense,-38119.000,-82556.000,74934.000,61212.000,40388.000,,54319.000
InterestPaid,,,,,40388.000,,
InvestmentIncomeInterest,240092.000,279790.000,27015.000,,,,
InvestmentIncomeNet,,,,,,,2056.000
LaborAndRelatedExpense,,,,,98222.000,127021.000,106654.000
MarketingExpense,,,,,493016.000,63963.000,64025.000
NetCashProvidedByUsedInFinancingActivities,,,0.000,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,0.000,,,,
NetCashProvidedByUsedInInvestingActivities,,,-4320.000,,-83.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-4320.000,,-83.000,,
NetCashProvidedByUsedInOperatingActivities,,,-653586.000,,-363568.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-653586.000,,-363568.000,,
NetIncomeLoss,513588.000,190110.000,2047020.000,1128379.000,2037006.000,,1536197.000
OperatingIncomeLoss,1072101.000,268395.000,2126437.000,1258603.000,2147460.000,,1691784.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,326463.000,233923.000,121897.000,-58649.000,311028.000,,274335.000
OtherGeneralAndAdministrativeExpense,,,,,23369.000,196296.000,110607.000
OtherNonoperatingExpense,-310244.000,-315889.000,31498.000,74913.000,101768.000,,103324.000
OtherNonoperatingIncome,28726.000,6884.000,0.000,5901.000,31702.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,,4320.000,,83.000,,
RelatedPartyTransactionAmountsOfTransaction,,,,,3157595.000,,
RepaymentsOfBankDebt,,,0.000,,,,
SalesRevenueServicesNet,2870739.000,3599640.000,4638296.000,4871336.000,4842032.000,,5089969.000
SellingGeneralAndAdministrativeExpense,721478.000,2056142.000,1308757.000,2143997.000,1312532.000,827499.000,1934343.000
TaxesOther,,,,,176208.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,20000000.000,,20000000.000
