,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,3753000.000,3373000.000,2856000.000,4179000.000,2541000.000,2766000.000,2865000.000,2569000.000,3376000.000,3004000.000,3609000.000,3366000.000,3394000.000
AccountsReceivableNetCurrent,6650000.000,7098000.000,7725000.000,8335000.000,8719000.000,8250000.000,9309000.000,10567000.000,12528000.000,10765000.000,12899000.000,13881000.000,15453000.000
AccruedLiabilitiesCurrent,3783000.000,2885000.000,1989000.000,2240000.000,2245000.000,1474000.000,2028000.000,2193000.000,2536000.000,2478000.000,3037000.000,2148000.000,2193000.000
AccruedProfessionalFeesCurrent,,,,,,,,,,,,,1995000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,11773000.000,13343000.000,14772000.000,15626000.000,17250000.000,19032000.000,20743000.000,22478000.000,24451000.000,26383000.000,28393000.000,30338000.000,32200000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,1000.000,,-1000.000,,,,,,,,
AdditionalPaidInCapital,35868000.000,165244000.000,167311000.000,170286000.000,172637000.000,175379000.000,177393000.000,180649000.000,185038000.000,189199000.000,192415000.000,196555000.000,200637000.000
AllowanceForDoubtfulAccountsReceivable,21000.000,29000.000,34000.000,65000.000,30000.000,71000.000,18000.000,15000.000,15000.000,8000.000,11000.000,12000.000,24000.000
Assets,69235000.000,128927000.000,121874000.000,116934000.000,110046000.000,104579000.000,98870000.000,99233000.000,101664000.000,99496000.000,102699000.000,105239000.000,108348000.000
AssetsCurrent,38535000.000,101449000.000,93939000.000,88584000.000,82534000.000,77811000.000,71727000.000,71235000.000,74194000.000,71793000.000,74329000.000,75011000.000,77022000.000
AvailableForSaleSecuritiesCurrent,,29995000.000,29999000.000,20000000.000,19999000.000,0.000,0.000,0.000,,,,,
CapitalLeaseObligationsCurrent,4907000.000,4742000.000,4988000.000,4849000.000,4467000.000,4365000.000,4313000.000,4972000.000,5185000.000,5271000.000,5634000.000,6230000.000,6009000.000
CapitalLeaseObligationsNoncurrent,3836000.000,3355000.000,4499000.000,4423000.000,4560000.000,4676000.000,4538000.000,4606000.000,4494000.000,4617000.000,4902000.000,5915000.000,6468000.000
CapitalLeasedAssetsGross,15887000.000,17739000.000,19649000.000,21025000.000,22328000.000,23412000.000,25211000.000,27302000.000,28603000.000,30648000.000,32844000.000,35504000.000,40214000.000
CapitalLeasesBalanceSheetAssetsByMajorClassNet,9034000.000,9581000.000,10278000.000,10416000.000,10345000.000,10354000.000,11125000.000,10873000.000,10498000.000,10854000.000,11313000.000,12376000.000,13693000.000
CapitalLeasesFutureMinimumPaymentsDue,,,,10952000.000,,,,11184000.000,,,,14323000.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,,,,,0.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,85000.000,,,,37000.000,,,,186000.000,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,1408000.000,,,,779000.000,,,,2234000.000,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,3765000.000,,,,4289000.000,,,,4233000.000,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,1680000.000,,,,1606000.000,,,,2178000.000,
