,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,82213000.000,86565000.000,95574000.000,113113000.000,88472000.000,93569000.000,109986000.000,126664000.000,115886000.000,123037000.000,137473000.000,142078000.000,105751000.000,120417000.000,141351000.000,74331000.000,63214000.000,71586000.000,72981000.000,74586000.000,60554000.000,62349000.000
AccountsPayableTradeCurrent,,,,36710000.000,,,,35380000.000,,,,35123000.000,,,,13800000.000,,,,18182000.000,,
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,5568000.000,,,,5847000.000,,,,8500000.000,,,,8242000.000,,,,5936000.000,,
AccruedFeesAndOtherRevenueReceivable,,,,,,,,6758000.000,,,,5636000.000,,,,,,,,4780000.000,,
AccruedIncomeTaxesCurrent,12823000.000,,10520000.000,12880000.000,19894000.000,2135000.000,0.000,5922000.000,0.000,0.000,0.000,0.000,4227000.000,0.000,1399000.000,0.000,0.000,,0.000,3063000.000,3524000.000,0.000
AccruedIncomeTaxesNoncurrent,2568000.000,2638000.000,2343000.000,2315000.000,2602000.000,2449000.000,2697000.000,2703000.000,37094000.000,36834000.000,0.000,0.000,0.000,0.000,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,255872000.000,,,,298075000.000,,,,356151000.000,,,,335955000.000,,,,375581000.000,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,-806000.000,,,,254000.000,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,-13000.000,,,,-1000.000,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,4631000.000,5779000.000,,-6077000.000,,,,2875000.000,,,,,,,,,,,,,,
