,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,28500000.000,31500000.000,34800000.000,40000000.000,36400000.000,66200000.000,75100000.000,97000000.000,56100000.000,39900000.000,50200000.000
AccountsReceivableNetCurrent,64500000.000,71800000.000,94500000.000,88000000.000,90300000.000,73900000.000,134800000.000,148400000.000,148400000.000,156700000.000,189700000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,12700000.000,,,,9100000.000,,,
AccruedLiabilitiesCurrent,164100000.000,162400000.000,181500000.000,182200000.000,180200000.000,182200000.000,240500000.000,225700000.000,255400000.000,260000000.000,286100000.000
AccruedProfessionalFeesCurrent,,,,3400000.000,,,,2300000.000,,,
AccumulatedAmortizationDeferredFinanceCosts,,,,28300000.000,30800000.000,33300000.000,35900000.000,35800000.000,38000000.000,40200000.000,42700000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,990900000.000,,,,1420100000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,2100000.000,-6600000.000,-21100000.000,-7900000.000,-11900000.000,-19600000.000,12400000.000,4500000.000,1200000.000,-22900000.000,-19200000.000
AdditionalPaidInCapital,755500000.000,1519700000.000,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,1663200000.000,1705800000.000,1757300000.000,1780600000.000,1745800000.000,1777600000.000,1803600000.000,1839500000.000,1866300000.000
AllowanceForDoubtfulAccountsReceivableCurrent,2300000.000,3600000.000,3600000.000,3400000.000,4200000.000,4800000.000,4700000.000,7500000.000,8000000.000,8600000.000,8600000.000
Assets,5059700000.000,5063900000.000,6065800000.000,6094600000.000,6165900000.000,6273500000.000,6833200000.000,6727500000.000,6834000000.000,6867700000.000,8548400000.000
AssetsCurrent,423900000.000,428100000.000,570500000.000,567900000.000,609100000.000,419800000.000,554100000.000,397100000.000,411400000.000,362200000.000,497200000.000
CapitalLeaseObligationsCurrent,3100000.000,3200000.000,4000000.000,4400000.000,4400000.000,5400000.000,5500000.000,5800000.000,5900000.000,7800000.000,7800000.000
CapitalLeaseObligationsNoncurrent,23300000.000,26400000.000,28500000.000,28300000.000,32100000.000,30500000.000,32800000.000,44900000.000,46000000.000,76600000.000,76500000.000
CapitalLeasesFutureMinimumPaymentsDue,,,,45100000.000,,,,62900000.000,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,6400000.000,,,,6800000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,3800000.000,,,,4400000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,5000000.000,,,,4400000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,5600000.000,,,,5100000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,7000000.000,,,,5700000.000,,,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,17300000.000,,,,36500000.000,,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,12400000.000,,,,12200000.000,,,
CashAndCashEquivalentsAtCarryingValue,167300000.000,163600000.000,273700000.000,308600000.000,345700000.000,176200000.000,215200000.000,170700000.000,193000000.000,144000000.000,198400000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,22000000.000,,,,,,,,,,
CommonStockSharesAuthorized,850000000.000,850000000.000,850000000.000,850000000.000,850000000.000,850000000.000,850000000.000,850000000.000,850000000.000,850000000.000,850000000.000
