,2011-07-03,2011-10-02,2012-01-01,2012-04-01,2012-07-01,2012-09-30,2012-12-30,2013-03-31,2013-06-30,2013-09-29,2013-12-29,2014-03-30,2014-06-29,2014-09-28,2014-12-28,2015-03-29,2015-06-28,2015-09-27,2015-12-27,2016-04-03,2016-07-03,2016-10-02,2017-01-01,2017-04-02
AccountsPayableCurrent,7782000.000,6037000.000,8468000.000,6092000.000,5940000.000,4950000.000,8310000.000,7376000.000,6459000.000,5898000.000,9619000.000,5066000.000,7588000.000,7707000.000,9309000.000,4472000.000,7460000.000,6381000.000,6959000.000,4640000.000,5626000.000,4687000.000,7633000.000,5149000.000
AccountsReceivableNet,,,,,15200000.000,14200000.000,18800000.000,21700000.000,14900000.000,17000000.000,17300000.000,21700000.000,14800000.000,18900000.000,21800000.000,,,,,,,,,
AccountsReceivableNetCurrent,681000.000,219000.000,315000.000,882000.000,656000.000,1084000.000,524000.000,293000.000,319000.000,696000.000,1129000.000,912000.000,809000.000,1229000.000,2583000.000,22400000.000,16300000.000,17900000.000,19600000.000,20800000.000,13700000.000,15900000.000,14500000.000,15600000.000
AccruedIncomeTaxesCurrent,183000.000,673000.000,195000.000,,,,796000.000,710000.000,505000.000,455000.000,516000.000,787000.000,696000.000,70000.000,691000.000,1021000.000,550000.000,26000.000,605000.000,806000.000,221000.000,26000.000,893000.000,224000.000
AccruedRoyaltiesCurrent,1331000.000,1504000.000,1485000.000,1337000.000,1427000.000,1296000.000,1867000.000,971000.000,1385000.000,1681000.000,1845000.000,1139000.000,1311000.000,1910000.000,2405000.000,1581000.000,1628000.000,2017000.000,2184000.000,1172000.000,1470000.000,1412000.000,1645000.000,353000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,2988000.000,3053000.000,3119000.000,2988000.000,3043000.000,3096000.000,3122000.000,3070000.000,3146000.000,3221000.000,3295000.000,3229000.000,3309000.000,3381000.000,3445000.000,3528000.000,3607000.000,3647000.000,3695000.000,3740000.000,3788000.000,3834000.000,3872000.000,3239000.000
AdditionalPaidInCapitalCommonStock,42974000.000,43127000.000,43262000.000,43664000.000,44648000.000,44931000.000,46097000.000,46219000.000,46410000.000,46742000.000,46943000.000,47162000.000,47739000.000,47970000.000,48292000.000,48561000.000,49037000.000,49590000.000,50010000.000,50723000.000,51183000.000,51732000.000,52072000.000,52220000.000
AllowanceForDoubtfulAccountsReceivable,,,,,771000.000,507000.000,450000.000,349000.000,411000.000,655000.000,818000.000,718000.000,559000.000,599000.000,978000.000,1000000.000,1105000.000,1226000.000,1137000.000,745000.000,662000.000,786000.000,1024000.000,775000.000
AllowanceForDoubtfulAccountsReceivableCurrent,1250000.000,1499000.000,1096000.000,1062000.000,771000.000,507000.000,450000.000,349000.000,411000.000,655000.000,818000.000,718000.000,559000.000,599000.000,,1000000.000,,,,745000.000,662000.000,786000.000,1000000.000,775000.000
Assets,44061000.000,42894000.000,44874000.000,44661000.000,45077000.000,44149000.000,43577000.000,44163000.000,43773000.000,44129000.000,49400000.000,46215000.000,49055000.000,50196000.000,53099000.000,49946000.000,52701000.000,50561000.000,53800000.000,52415000.000,51525000.000,49262000.000,54823000.000,47184000.000
AssetsCurrent,34046000.000,33150000.000,35342000.000,35078000.000,35390000.000,34697000.000,34425000.000,35227000.000,35071000.000,35694000.000,41152000.000,38069000.000,40879000.000,42324000.000,45501000.000,42519000.000,45413000.000,43575000.000,46963000.000,45732000.000,44334000.000,42695000.000,48430000.000,41110000.000
AssetsHeldForSaleCurrent,275000.000,275000.000,275000.000,275000.000,,,,,,,,,,,,,,,,,,,,
BuildingsAndImprovementsGross,,,,,491000.000,491000.000,491000.000,216000.000,216000.000,216000.000,216000.000,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,11000.000,117000.000,279000.000,214000.000,3561000.000,6336000.000,245000.000,340000.000,2890000.000,1778000.000,3771000.000,560000.000,6219000.000,2203000.000,485000.000,1807000.000,8240000.000,6139000.000,7549000.000,7574000.000,12448000.000,10219000.000,14394000.000,7892000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,74000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000
CommonStockSharesIssued,11024272.000,11051772.000,11054772.000,11132272.000,11393552.000,11470522.000,11696022.000,11696022.000,11706022.000,11764070.000,11774070.000,11794070.000,11982302.000,12010302.000,12020302.000,12030302.000,12088834.000,12139334.000,12171834.000,12251834.000,12318039.000,12398539.000,12423539.000,12423539.000
CommonStockValue,110000.000,111000.000,111000.000,111000.000,114000.000,114000.000,117000.000,117000.000,117000.000,118000.000,118000.000,118000.000,120000.000,120000.000,120000.000,120000.000,121000.000,121000.000,122000.000,123000.000,123000.000,124000.000,124000.000,124000.000
DeferredIncomeTaxLiabilities,,,,,,,,645000.000,,,,584000.000,,,,479000.000,,,,314000.000,,,,336000.000
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,,,823000.000,,,,890000.000,,,,704000.000,,,,647000.000,,,,590000.000
DeferredTaxAssetsGross,,,,,,,,2846000.000,,,,3396000.000,,,,3404000.000,,,,3026000.000,,,,2405000.000
DeferredTaxAssetsLiabilitiesNet,,,,,,,,1165000.000,,,,1908000.000,,,,2101000.000,,,,1937000.000,,,,1240000.000
DeferredTaxAssetsNet,,,,,,,,1810000.000,,,,2492000.000,,,,2580000.000,,,,2251000.000,,,,1576000.000
DeferredTaxAssetsNetCurrent,192000.000,295000.000,65000.000,,35000.000,111000.000,,160000.000,169000.000,518000.000,520000.000,799000.000,852000.000,1035000.000,728000.000,968000.000,1137000.000,769000.000,735000.000,888000.000,,,,
DeferredTaxAssetsNetNoncurrent,1809000.000,1840000.000,1806000.000,1864000.000,1650000.000,1548000.000,1305000.000,1005000.000,995000.000,981000.000,1024000.000,1109000.000,1354000.000,1209000.000,1072000.000,1133000.000,1075000.000,926000.000,962000.000,1049000.000,1698000.000,1258000.000,1268000.000,1240000.000
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,,,1036000.000,,,,904000.000,,,,824000.000,,,,775000.000,,,,829000.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits,,,,,,,,450000.000,,,,849000.000,,,,787000.000,,,,740000.000,,,,319000.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,,318000.000,,,,391000.000,,,,556000.000,,,,478000.000,,,,299000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,,,178000.000,,,,356000.000,,,,485000.000,,,,319000.000,,,,301000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsDeferredRent,,,,,,,,41000.000,,,,6000.000,,,,48000.000,,,,67000.000,,,,67000.000
DeferredTaxAssetsValuationAllowance,,,,,,,,1036000.000,,,,904000.000,,,,824000.000,,,,775000.000,,,,829000.000
DeferredTaxLiabilitiesCurrent,,,,127000.000,,,99000.000,,,,,,,,,,,,,,,,,
DeferredTaxLiabilitiesPrepaidExpenses,,,,,,,,540000.000,,,,412000.000,,,,352000.000,,,,234000.000,,,,265000.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,,105000.000,,,,172000.000,,,,127000.000,,,,80000.000,,,,71000.000
DividendsPayableAmount,-289000.000,-290000.000,-386000.000,,,,,,,,,,,,,,,,,,,,,
DividendsPayableCurrent,,,,1160000.000,780000.000,784000.000,,786000.000,786000.000,789000.000,789000.000,789000.000,804000.000,806000.000,805000.000,805000.000,806000.000,799000.000,800000.000,3303000.000,799000.000,802000.000,4816000.000,803000.000
DividendsPayableCurrentAndNoncurrent,,,,-1160000.000,-780000.000,-784000.000,,-786000.000,-786000.000,-789000.000,-789000.000,-789000.000,-804000.000,-806000.000,-805000.000,-805000.000,806000.000,799000.000,800000.000,3303000.000,799000.000,802000.000,4816000.000,803000.000
EmployeeRelatedLiabilitiesCurrent,504000.000,711000.000,635000.000,896000.000,785000.000,866000.000,778000.000,1375000.000,1550000.000,1713000.000,1967000.000,2426000.000,2157000.000,1456000.000,1673000.000,2265000.000,2288000.000,1119000.000,1337000.000,1988000.000,2117000.000,675000.000,910000.000,799000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,,,,,,,,,,,759000.000,,,,,,,586000.000,460000.000,334000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,,299000.000,251000.000,203000.000,140000.000,184000.000,151000.000,119000.000,86000.000,240000.000,206000.000,172000.000,,,,,,,,,
FiniteLivedCustomerRelationshipsGross,5411000.000,5411000.000,5411000.000,5411000.000,5411000.000,5411000.000,5411000.000,5411000.000,5411000.000,5411000.000,5411000.000,5411000.000,5411000.000,5411000.000,5411000.000,5411000.000,5534000.000,5534000.000,5534000.000,5534000.000,5534000.000,5534000.000,5534000.000,5534000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,5598000.000,5907000.000,6129000.000,6297000.000,6484000.000,6678000.000,6871000.000,7064000.000,7201000.000,7387000.000,7581000.000,7776000.000,7970000.000,8153000.000,8335000.000,8517000.000,4772000.000,4961000.000,5149000.000,5338000.000,5527000.000,5715000.000,5904000.000,6092000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,,727000.000,,,,741000.000,,,,729000.000,,,,754000.000,,,,597000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,,520000.000,,,,351000.000,,,,351000.000,,,,311000.000,,,,287000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,,677000.000,,,,572000.000,,,,351000.000,,,,376000.000,,,,311000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,,677000.000,,,,729000.000,,,,572000.000,,,,376000.000,,,,376000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,,689000.000,,,,729000.000,,,,729000.000,,,,597000.000,,,,376000.000
FiniteLivedIntangibleAssetsGross,12085000.000,12109000.000,12102000.000,12269000.000,12523000.000,12600000.000,12718000.000,13054000.000,13024000.000,13024000.000,13024000.000,13024000.000,13024000.000,13024000.000,13024000.000,13024000.000,9220000.000,9220000.000,9220000.000,9220000.000,9220000.000,9220000.000,9220000.000,9220000.000
FiniteLivedIntangibleAssetsNet,,,,5972000.000,,,,,,,,,,,,,,,,,,,,
FurnitureAndFixturesGross,730000.000,750000.000,750000.000,747000.000,747000.000,747000.000,747000.000,743000.000,743000.000,743000.000,757000.000,738000.000,738000.000,738000.000,755000.000,755000.000,755000.000,797000.000,811000.000,808000.000,808000.000,808000.000,803000.000,789000.000
Goodwill,1126000.000,1126000.000,1126000.000,1126000.000,1126000.000,1126000.000,1126000.000,1126000.000,1126000.000,1126000.000,1126000.000,1126000.000,1126000.000,1126000.000,1126000.000,1126000.000,1126000.000,1126000.000,1126000.000,1126000.000,1126000.000,1126000.000,1126000.000,1126000.000
GoodwillGross,,,,,,,,,24000000.000,24000000.000,24000000.000,24000000.000,24000000.000,24000000.000,24000000.000,24000000.000,24000000.000,24000000.000,24000000.000,24000000.000,24000000.000,24000000.000,24000000.000,24000000.000
GoodwillImpairedAccumulatedImpairmentLoss,,,,,,,,,22900000.000,22900000.000,22900000.000,22900000.000,22900000.000,22900000.000,22900000.000,22900000.000,22900000.000,22900000.000,22900000.000,22900000.000,22900000.000,22900000.000,22900000.000,22900000.000
IncomeTaxesReceivable,,,,,,,,,,,,,,,,,,,553000.000,,,,,
IntangibleAssetsNetExcludingGoodwill,6487000.000,6202000.000,5973000.000,,6039000.000,5922000.000,5847000.000,5990000.000,5823000.000,5637000.000,5443000.000,5248000.000,5054000.000,4871000.000,4689000.000,4507000.000,4448000.000,4259000.000,4071000.000,3882000.000,3693000.000,3505000.000,3316000.000,3128000.000
InventoryFinishedGoods,,,,,14477000.000,12429000.000,13249000.000,10887000.000,15070000.000,14992000.000,17199000.000,13560000.000,17995000.000,18992000.000,19238000.000,,,,,,,,,
InventoryFinishedGoodsNetOfReserves,,,,,,,,,,,,,,,,15432000.000,18093000.000,17527000.000,17476000.000,14750000.000,16748000.000,15497000.000,16340000.000,15779000.000
InventoryNet,18383000.000,16526000.000,15540000.000,11839000.000,14519000.000,12469000.000,13282000.000,10930000.000,15117000.000,15033000.000,17240000.000,13607000.000,18042000.000,19055000.000,19301000.000,15468000.000,18130000.000,17564000.000,17513000.000,14785000.000,16783000.000,15532000.000,16375000.000,15821000.000
InventoryRawMaterialsAndSupplies,,,,,42000.000,40000.000,33000.000,43000.000,47000.000,41000.000,41000.000,47000.000,47000.000,63000.000,63000.000,,,,,,,,,
InventoryRawMaterialsNetOfReserves,,,,,,,,,,,,,,,,36000.000,37000.000,37000.000,37000.000,35000.000,35000.000,35000.000,35000.000,42000.000
LeaseholdImprovementsGross,216000.000,216000.000,216000.000,217000.000,,,,,,,,213000.000,213000.000,213000.000,230000.000,230000.000,230000.000,233000.000,233000.000,239000.000,242000.000,242000.000,242000.000,248000.000
LettersOfCreditOutstandingAmount,,,,,,,,,0.000,,0.000,0.000,0.000,,0.000,,,,,,,,,
LiabilitiesAndStockholdersEquity,44061000.000,42894000.000,44874000.000,44661000.000,45077000.000,44149000.000,43577000.000,44163000.000,43773000.000,44129000.000,49400000.000,46215000.000,49055000.000,50196000.000,53099000.000,49946000.000,52701000.000,50561000.000,53800000.000,52415000.000,51525000.000,49262000.000,54823000.000,47184000.000
LiabilitiesCurrent,11984000.000,9138000.000,10999000.000,9945000.000,9485000.000,8416000.000,11955000.000,11351000.000,10789000.000,10629000.000,14815000.000,10298000.000,12660000.000,13546000.000,15059000.000,10374000.000,12891000.000,10539000.000,12099000.000,12185000.000,10425000.000,7810000.000,16113000.000,7573000.000
LiabilityForUncertainTaxPositionsNoncurrent,,,,,,,,,,,,,,,,,,,140000.000,211000.000,528000.000,578000.000,656000.000,688000.000
LineOfCredit,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,
LineOfCreditFacilityAmountOutstanding,,,,,,,,,0.000,,0.000,0.000,,,,,,,,,,,,
LineOfCreditFacilityInterestRateAtPeriodEnd,,,,,,,,,,,0.013,0.013,0.013,0.013,,,,,,,,,,
LineOfCreditFacilityMaximumBorrowingCapacity,,,,,,,,,,26000000.000,,,,,,,,,,,,,,
LineOfCreditFacilityRemainingBorrowingCapacity,,,,,21200000.000,19000000.000,23000000.000,24300000.000,20700000.000,22200000.000,23600000.000,24700000.000,20700000.000,24700000.000,26000000.000,26000000.000,24000000.000,23800000.000,25400000.000,25600000.000,20600000.000,21900000.000,21300000.000,21400000.000
LitigationReserveCurrent,,,,,,,,,,,,,,1437000.000,,,,,,,,,,
LongTermDebtCurrent,1988000.000,,,,,,,,,,,,,,,,,,,,,,,
LongTermDebtNoncurrent,427000.000,1175000.000,,,,,,,,,,,,,,,,,,,,,,
LossContingencyEstimateOfPossibleLoss,,,,,,,,,1000000.000,1000000.000,1000000.000,,1000000.000,,,,,,,,,,,
LossContingencyRangeOfPossibleLossMaximum,,,,,,,,,,,,1000000.000,,,,,,,,,,,,
MachineryAndEquipmentGross,2452000.000,2480000.000,2539000.000,2351000.000,2388000.000,2425000.000,2489000.000,2656000.000,2675000.000,2682000.000,2706000.000,2671000.000,2717000.000,2791000.000,2803000.000,2836000.000,2892000.000,2893000.000,2897000.000,2879000.000,2977000.000,3028000.000,3053000.000,2396000.000
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,,2000000.000,,,,6400000.000,,,,6300000.000,,,,5400000.000,,,,4100000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,1500000.000,,,,1200000.000,,,,1200000.000,,,,1200000.000,,,,1300000.000
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,,,,,1000000.000,,,,1200000.000,,,,342000.000,,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,,,1000000.000,,,,1200000.000,,,,1200000.000,,,,342000.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,48000.000,,,,1000000.000,,,,1200000.000,,,,1300000.000,,,,1200000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,430000.000,,,,1000000.000,,,,1200000.000,,,,1300000.000,,,,1300000.000
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,,,,,,,,,346000.000,,,,,,,,
OtherAccruedLiabilitiesCurrent,196000.000,213000.000,216000.000,333000.000,553000.000,520000.000,105000.000,133000.000,104000.000,93000.000,79000.000,91000.000,104000.000,160000.000,176000.000,230000.000,159000.000,197000.000,214000.000,276000.000,192000.000,208000.000,216000.000,245000.000
OtherAssetsNoncurrent,108000.000,108000.000,108000.000,107000.000,102000.000,102000.000,77000.000,77000.000,77000.000,78000.000,78000.000,77000.000,91000.000,112000.000,133000.000,133000.000,134000.000,157000.000,185000.000,193000.000,188000.000,187000.000,210000.000,139000.000
OtherFiniteLivedIntangibleAssetsGross,6674000.000,6698000.000,6691000.000,6858000.000,7112000.000,7189000.000,7307000.000,7643000.000,7613000.000,7613000.000,7613000.000,7613000.000,7613000.000,7613000.000,7613000.000,7613000.000,3686000.000,3686000.000,3686000.000,3686000.000,3686000.000,3686000.000,3686000.000,3686000.000
OtherReceivablesNetCurrent,,,,,,,,,,,,,,,,807000.000,1060000.000,1958000.000,681000.000,671000.000,700000.000,621000.000,483000.000,693000.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,,,,,,,,,,,,,,,,,,,,
PreferredStockSharesAuthorized,1000000.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,
PreferredStockValue,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,
PrepaidExpenseCurrent,1841000.000,1495000.000,2755000.000,2427000.000,2110000.000,1582000.000,2137000.000,2073000.000,1999000.000,1350000.000,2347000.000,1391000.000,967000.000,1087000.000,3156000.000,1906000.000,1627000.000,1185000.000,2427000.000,1689000.000,1406000.000,1045000.000,3208000.000,1783000.000
PropertyPlantAndEquipmentGross,3473000.000,3521000.000,3638000.000,3502000.000,3813000.000,3850000.000,3919000.000,3808000.000,3827000.000,3834000.000,3872000.000,3815000.000,3860000.000,3935000.000,4023000.000,4056000.000,4112000.000,4165000.000,4188000.000,4173000.000,4274000.000,4325000.000,4345000.000,3680000.000
PropertyPlantAndEquipmentNet,485000.000,468000.000,519000.000,514000.000,770000.000,754000.000,797000.000,738000.000,681000.000,613000.000,577000.000,586000.000,551000.000,554000.000,578000.000,528000.000,505000.000,518000.000,493000.000,433000.000,486000.000,491000.000,473000.000,441000.000
PropertyPlantAndEquipmentOther,75000.000,75000.000,133000.000,187000.000,187000.000,187000.000,192000.000,193000.000,193000.000,193000.000,193000.000,193000.000,192000.000,193000.000,235000.000,235000.000,235000.000,242000.000,247000.000,247000.000,247000.000,247000.000,247000.000,247000.000
RetainedEarningsAccumulatedDeficit,-6341000.000,-5564000.000,-4402000.000,-3668000.000,-2777000.000,-2806000.000,-6902000.000,-5834000.000,-5798000.000,-5447000.000,-4455000.000,-3216000.000,-3317000.000,-3293000.000,-2052000.000,-719000.000,-598000.000,168000.000,1511000.000,401000.000,705000.000,902000.000,-2053000.000,-1246000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExercisePrice,,,,,5.420,5.420,5.420,5.420,6.140,6.140,6.140,6.140,7.900,7.900,7.900,7.900,8.380,8.380,8.380,8.380,9.600,9.600,9.600,9.600
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,261750.000,225500.000,,,85000.000,65000.000,55000.000,35000.000,135000.000,135000.000,125000.000,115000.000,247500.000,225000.000,192500.000,112500.000,225000.000,172500.000,147500.000,147500.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,3.860,3.910,,,5.130,5.140,5.140,5.160,5.620,5.620,5.600,5.590,6.470,6.460,6.520,6.720,7.450,7.380,7.330,7.330
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,,490000.000,668000.000,3000.000,112000.000,124000.000,,,383000.000,406000.000,326000.000,340000.000,321000.000,403000.000,373000.000,334000.000,532000.000,623000.000,659000.000,94000.000,137000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,421750.000,385500.000,160000.000,145000.000,235000.000,215000.000,205000.000,185000.000,350000.000,350000.000,340000.000,330000.000,440000.000,417500.000,385000.000,305000.000,400000.000,347500.000,322500.000,322500.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,4.380,4.460,5.230,5.230,5.620,5.670,5.700,5.760,6.770,6.770,6.800,6.830,7.220,7.250,7.350,7.640,8.220,8.300,8.350,8.350
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,,,,,,,,,,,,35000.000,,,,115000.000,,,,112500.000,,,,147500.000
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,,,,,,,,145000.000,,,,185000.000,,,,330000.000,,,,305000.000,,,,322500.000
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,,440000.000,515000.000,,,86000.000,146000.000,140000.000,94000.000,312000.000,257000.000,262000.000,243000.000,391000.000,360000.000,314000.000,300000.000,524000.000,487000.000,94000.000,137000.000
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageExercisePrice1,,,,,,,,,,,,5.160,,,,5.590,,,,6.720,,,,7.330
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageExercisePriceBeginningBalance1,,,,,,,,5.230,,,,5.760,,,,6.830,,,,7.640,,,,8.350
StockholdersEquity,31650000.000,32581000.000,33875000.000,34716000.000,35592000.000,35733000.000,31622000.000,32812000.000,32984000.000,33500000.000,34585000.000,35917000.000,36395000.000,36650000.000,38040000.000,39572000.000,39810000.000,40022000.000,41561000.000,40019000.000,40572000.000,40874000.000,38054000.000,38923000.000
TreasuryStockShares,1396205.000,1396205.000,1397074.000,1465780.000,1646218.000,1666274.000,1868003.000,1868003.000,1877192.000,1903335.000,1917597.000,1932744.000,1932744.000,1932744.000,1956702.000,1964886.000,2010928.000,2147987.000,2175307.000,2302191.000,2324498.000,2368778.000,2390578.000,2401066.000
TreasuryStockValue,5093000.000,5093000.000,5096000.000,5391000.000,6393000.000,6506000.000,7690000.000,7690000.000,7745000.000,7913000.000,8021000.000,8147000.000,8147000.000,8147000.000,8320000.000,8390000.000,8750000.000,9857000.000,10082000.000,11228000.000,11439000.000,11884000.000,12089000.000,12175000.000
UnrecognizedTaxBenefits,,,,,,,,,,,,,,,,,,,140000.000,211000.000,,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAccrued,,,,,,,,,,,,,,,,,,,,11000.000,,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,,,,,,,,,,,,,,,,,,,,11000.000,,,,65000.000
ValuationAllowancesAndReservesBalance,,,,,,,,349000.000,,,,,,,,,,,,,,,,
