,2011-09-30,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsNotesAndLoansReceivableNetCurrent,,,,,,,,,135000.000,,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,55665.000,,,24349.000,14951.000,94982.000,137567.000,57911.000,59186.000,26330.000,18058.000,33535.000,59245.000,61601.000,83309.000,,,
AccountsPayableCurrent,53056.000,48053.000,,,,,,,,,,,,,,,,,,,,
AccountsReceivableNetCurrent,,,,,,,,,,,37366.000,23621.000,624.000,0.000,44.000,624.000,624.000,624.000,624.000,,,
AccruedLiabilities,108227.000,116231.000,,,,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,3900.000,3900.000,3900.000,14200.000,19350.000,24500.000,29650.000,34800.000,1920.000,7105.000,12255.000,17405.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-15070261.000,-15111864.000,,,-14259936.000,,,,,,,,,,,,,,,,,
AdditionalPaidInCapital,13921959.000,13921959.000,,,14141507.000,,,14141507.000,14141507.000,22161875.000,22161875.000,22575928.000,22695464.000,24907584.000,24907584.000,24727584.000,24727584.000,24727584.000,24727584.000,,,
Assets,45882.000,36924.000,,,151205.000,,,51354.000,307045.000,8398923.000,8548727.000,8569020.000,1573741.000,3773413.000,3764480.000,1138582.000,129040.000,118671.000,121796.000,,,
AssetsCurrent,898.000,11957.000,,,151205.000,,,51354.000,142045.000,181242.000,180996.000,160789.000,1547.000,6369.000,2586.000,13628.000,7271.000,2052.000,10327.000,,,
AssetsNet,0.000,0.000,,,0.000,,,31880.000,,,,,,,,,,,,,,
CapitalizedComputerSoftwareGross,,,,,,,,3500.000,3500.000,,,,,,,,,,,,,
Cash,898.000,11957.000,,,107627.000,,,22964.000,7045.000,51242.000,13630.000,7168.000,923.000,6369.000,2542.000,13004.000,6647.000,1428.000,9703.000,,,
CashAndCashEquivalentsAtCarryingValue,,,,,,,,22964.000,7045.000,,,,,,,,,,,,,
CommitmentsAndContingencies,,,,,,,,,,,,,0.000,,,,,,,,,
CommonStockAdditionalSeriesSharesAuthorized,,,,,250000000.000,,,,,,,,,,,,,,,,,
CommonStockCapitalSharesReservedForFutureIssuance,,,,,,,,,,,,,,,,,,,,33000000.000,3300000.000,3300000.000
CommonStockNoParValue,,,,,0.001,,,,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,,,,,,,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,,
CommonStockSharesAuthorized,,0.001,,,,,,,250000000.000,250000000.000,250000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,,,
CommonStockSharesIssued,,,,,,,,,167097874.000,167097874.000,167097874.000,1509629.000,1508367.000,22787964.000,22787964.000,22787964.000,22787964.000,22787964.000,22787964.000,,,
