,2011-07-31,2012-01-31,2012-04-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,-13329.000,
DefinedBenefitPlanForeignCurrencyExchangeRateChangesBenefitObligation,3178.000,63.000,-14.000
EarningsPerShareBasicAndDiluted,0.010,0.000,0.000
GeneralAndAdministrativeExpense,33256.000,8569.000,6284.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,680060.000,,
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,,-15975.000,-25359.000
IncreaseDecreaseInAccountsPayable,,-620.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,4302.000,
InterestExpense,-906.000,,-73.000
InvestmentIncomeInterest,4.000,,
NetCashProvidedByUsedInFinancingActivities,,-1036.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-1036.000,
NetCashProvidedByUsedInOperatingActivities,,-12293.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-12293.000,
NetIncomeLoss,680060.000,-15975.000,-25359.000
OperatingExpenses,116339.000,16038.000,25272.000
OperatingIncomeLoss,-116339.000,-16038.000,-25272.000
OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTax,-1003.000,,
OtherComprehensiveIncomeLossTax,679057.000,-15975.000,-25359.000
OtherIncome,796399.000,63.000,-87.000
ProceedsFromCollectionOfLongtermLoansToRelatedParties,,1420.000,
ProfessionalFees,67583.000,7469.000,18163.000
RepaymentOfNotesReceivableFromRelatedParties,,-2456.000,
Revenues,0.000,0.000,0.000
SalariesWagesAndOfficersCompensation,15500.000,,825.000
SalesRevenueNet,-796399.000,-63.000,87.000
WeightedAverageNumberOfSharesOutstandingBasic,62000000.000,62000000.000,62000000.000
