,2011-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,2294.000
AccountsPayableAndOtherAccruedLiabilitiesCurrent,269487.000
AccountsReceivableNetCurrent,7460796.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,3263039.000
AdditionalPaidInCapital,8179445.000
AdvancesOnInventoryPurchases,9146468.000
Assets,54063776.000
AssetsCurrent,32670862.000
CashAndCashEquivalentsAtCarryingValue,1913326.000
CashEquivalentsAtCarryingValue,36451.000
CommitmentsAndContingencies,0.000
CommonStockParOrStatedValuePerShare,0.001
CommonStockSharesAuthorized,100000000.000
CommonStockSharesIssued,9004593.000
CommonStockSharesOutstanding,9004593.000
CommonStockValue,9005.000
ConstructionInProgressGross,3448540.000
ConvertibleNotesPayableCurrent,923814.000
CustomerDepositsCurrent,174067.000
DebtInstrumentUnamortizedDiscount,2930000.000
DeferredCostsLeasingNetNoncurrent,329714.000
DeferredFinanceCostsNoncurrentNet,155011.000
DepositsAssetsNoncurrent,2380318.000
DerivativeInstrumentsAndHedgesLiabilities,4095130.000
IncomeTaxesReceivable,1340400.000
IntangibleAssetsNetExcludingGoodwill,1385352.000
InventoryNet,9616993.000
Liabilities,24647806.000
LiabilitiesAndStockholdersEquity,54063776.000
LiabilitiesCurrent,22066988.000
LiabilitiesNoncurrent,2580818.000
LongTermInvestments,871421.000
LongTermLoansPayable,2580818.000
NotesPayableCurrent,5013151.000
OtherAssetsNoncurrent,5430369.000
PreferredStockParOrStatedValuePerShare,0.001
PreferredStockSharesAuthorized,10000000.000
PreferredStockSharesIssued,0.000
PreferredStockSharesOutstanding,0.000
PreferredStockValue,0.000
PropertyPlantAndEquipmentNet,7392189.000
RestrictedCashAndCashEquivalentsAtCarryingValue,3156428.000
RetainedEarningsAccumulatedDeficit,17964481.000
ShortTermBorrowings,11589045.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,29415970.000
