,2014-03-31,2015-03-31,2016-03-31,2017-03-31
AllowanceForLoanAndLeaseLossesForeignCurrencyTranslation,-1000000.000,-2000000.000,,0.000
AmortizationOfDeferredCharges,336000000.000,336000000.000,316000000.000,315000000.000
CapitalLeasesIncomeStatementDirectFinancingLeaseRevenue,188000000.000,135000000.000,72000000.000,34000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-11000000.000,496000000.000,24000000.000,102000000.000
ComprehensiveIncomeNetOfTax,823000000.000,840000000.000,839000000.000,665000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,16000000.000,-43000000.000,39000000.000,53000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,839000000.000,797000000.000,878000000.000,718000000.000
CurrentFederalTaxExpenseBenefit,340000000.000,14000000.000,-428000000.000,-265000000.000
CurrentForeignTaxExpenseBenefit,30000000.000,21000000.000,22000000.000,32000000.000
CurrentIncomeTaxExpenseBenefit,438000000.000,47000000.000,-421000000.000,-251000000.000
CurrentStateAndLocalTaxExpenseBenefit,68000000.000,12000000.000,-15000000.000,-18000000.000
DeferredFederalIncomeTaxExpenseBenefit,-23000000.000,485000000.000,861000000.000,596000000.000
DeferredForeignIncomeTaxExpenseBenefit,27000000.000,17000000.000,20000000.000,20000000.000
DeferredIncomeTaxExpenseBenefit,51000000.000,513000000.000,969000000.000,688000000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,47000000.000,11000000.000,88000000.000,72000000.000
DefinedBenefitPlanAdministrationExpenses,11000000.000,4000000.000,6000000.000,6000000.000
DefinedContributionPlanAdministrativeExpenses,3000000.000,7000000.000,7000000.000,7000000.000
DepreciationAndAmortization,,3843000000.000,4426000000.000,5063000000.000
DepreciationDepletionAndAmortization,3415000000.000,,,
EffectOfExchangeRateOnCashAndCashEquivalents,-1000000.000,,,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,-10000000.000,-18000000.000,-2000000.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,0.350,0.350
FederalIncomeTaxExpenseBenefitContinuingOperations,317000000.000,499000000.000,433000000.000,331000000.000
FinancingReceivableAllowanceForCreditLossesRecovery,92000000.000,84000000.000,76000000.000,79000000.000
FinancingReceivableAllowanceForCreditLossesWriteOffs,206000000.000,193000000.000,200000000.000,226000000.000
ForeignCurrencyTransactionGainLossBeforeTax,-111000000.000,353000000.000,-60000000.000,171000000.000
ForeignIncomeTaxExpenseBenefitContinuingOperations,57000000.000,38000000.000,42000000.000,52000000.000
GainLossOnContractTermination,-33000000.000,-37000000.000,-46000000.000,-73000000.000
GainLossOnDerivativeInstrumentsNetPretax,25000000.000,-326000000.000,101000000.000,-315000000.000
GainLossOnDispositionOfAssets1,37000000.000,37000000.000,51000000.000,
GainLossOnSaleOfLeasedAssetsNetOperatingLeases,,,,43000000.000
GeneralAndAdministrativeExpense,387000000.000,398000000.000,403000000.000,434000000.000
GrossProfit,1941000000.000,1943000000.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,1458000000.000,1190000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,1445000000.000,1552000000.000,,
IncomeTaxExpenseBenefit,489000000.000,560000000.000,548000000.000,437000000.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,5000000.000,-5000000.000
IncomeTaxReconciliationChangeInEnactedTaxRate,,,,10000000.000
IncomeTaxReconciliationDeductionsQualifiedProductionActivities,14000000.000,,,
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,-17000000.000,-12000000.000,-13000000.000,-17000000.000
IncomeTaxReconciliationOtherReconcilingItems,8000000.000,1000000.000,-19000000.000,-3000000.000
IncomeTaxReconciliationPriorYearIncomeTaxes,-40000000.000,,,
IncomeTaxReconciliationStateAndLocalIncomeTaxes,49000000.000,58000000.000,47000000.000,40000000.000
IncomeTaxesPaidNet,445000000.000,51000000.000,32000000.000,-508000000.000
IncreaseDecreaseDueFromAffiliates,9000000.000,21000000.000,19000000.000,85000000.000
IncreaseDecreaseInIncomeTaxes,15000000.000,1000000.000,-449000000.000,257000000.000
IncreaseDecreaseInInterestPayableNet,28000000.000,41000000.000,44000000.000,54000000.000
IncreaseDecreaseInOtherOperatingAssets,108000000.000,23000000.000,7000000.000,72000000.000
IncreaseDecreaseInOtherOperatingLiabilities,84000000.000,45000000.000,81000000.000,124000000.000
InterestAndFeeIncomeLoansAndLeasesHeldInPortfolio,5986000000.000,6361000000.000,6902000000.000,7702000000.000
InterestAndFeeIncomeLoansCommercial,116000000.000,118000000.000,122000000.000,147000000.000
InterestAndFeeIncomeLoansConsumerInstallmentAutomobilesMarineAndOtherVehicles,1368000000.000,1266000000.000,1185000000.000,1188000000.000
InterestExpense,637000000.000,580000000.000,592000000.000,728000000.000
InterestExpenseRelatedParty,25000000.000,,,
InterestPaid,654000000.000,575000000.000,536000000.000,674000000.000
NetCashProvidedByUsedInFinancingActivities,3768000000.000,155000000.000,133000000.000,1723000000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,3768000000.000,155000000.000,133000000.000,1723000000.000
NetCashProvidedByUsedInInvestingActivities,-7609000000.000,-4228000000.000,-5253000000.000,-7889000000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-7609000000.000,-4228000000.000,-5253000000.000,-7889000000.000
NetCashProvidedByUsedInOperatingActivities,3831000000.000,4579000000.000,5162000000.000,6270000000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,3831000000.000,4579000000.000,5162000000.000,6270000000.000
NetIncomeLoss,884000000.000,942000000.000,856000000.000,683000000.000
NetIncomeLossAttributableToNoncontrollingInterest,72000000.000,50000000.000,54000000.000,70000000.000
NoninterestIncomeOtherOperatingIncome,,3000000.000,,
OperatingExpenses,649000000.000,526000000.000,579000000.000,876000000.000
OperatingLeaseImpairmentLoss,,,,0.000
OperatingLeasesIncomeStatementDepreciationExpenseOnPropertySubjectToOrHeldForLease,3408000000.000,3838000000.000,4421000000.000,5056000000.000
OperatingLeasesIncomeStatementMinimumLeaseRevenue,4314000000.000,4842000000.000,5523000000.000,6333000000.000
OperatingLeasesRentExpenseNet,11000000.000,11000000.000,10000000.000,10000000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,-117000000.000,-195000000.000,-32000000.000,-35000000.000
OtherComprehensiveIncomeLossNetOfTax,-117000000.000,-195000000.000,-32000000.000,-35000000.000
OtherIncome,116000000.000,98000000.000,97000000.000,105000000.000
OtherNonoperatingIncomeExpense,20000000.000,,,
OtherOperatingIncomeExpenseNet,,,,2000000.000
PaymentsForProceedsFromLoansAndLeases,,-239000000.000,467000000.000,197000000.000
PaymentsForProceedsFromOtherInvestingActivities,52000000.000,9000000.000,49000000.000,79000000.000
PaymentsOfDividends,34000000.000,,,
PaymentsToAcquireFinanceReceivables,21147000000.000,16115000000.000,14285000000.000,16761000000.000
PaymentsToAcquireLeasesHeldForInvestment,11523000000.000,13826000000.000,15445000000.000,15949000000.000
PostemploymentBenefitsPeriodExpense,4000000.000,4000000.000,3000000.000,5000000.000
ProceedsFromCollectionOfFinanceReceivables,17965000000.000,18025000000.000,16947000000.000,16140000000.000
ProceedsFromIssuanceOfCommercialPaper,41902000000.000,39823000000.000,36995000000.000,41162000000.000
ProceedsFromIssuanceOfMediumTermNotes,9840000000.000,10166000000.000,7951000000.000,10488000000.000
ProceedsFromIssuanceOfSecuredDebt,5735000000.000,4238000000.000,4500000000.000,5708000000.000
ProceedsFromLeasesHeldForInvestment,6041000000.000,6236000000.000,6765000000.000,7364000000.000
ProceedsFromRelatedPartyDebt,45267000000.000,40144000000.000,19491000000.000,12514000000.000
ProfitLoss,956000000.000,992000000.000,910000000.000,753000000.000
ProvisionForLoanAndLeaseLosses,139000000.000,114000000.000,150000000.000,210000000.000
ProvisionForLoanLossesExpensed,122000000.000,97000000.000,131000000.000,187000000.000
RecognitionOfDeferredRevenue,1039000000.000,1077000000.000,1089000000.000,1243000000.000
RelatedPartyTransactionOtherRevenuesFromTransactionsWithRelatedParty,96000000.000,95000000.000,,
RepaymentsOfCommercialPaper,42326000000.000,39260000000.000,36916000000.000,41303000000.000
RepaymentsOfMediumTermNotes,6384000000.000,8669000000.000,6948000000.000,8411000000.000
RepaymentsOfRelatedPartyDebt,45093000000.000,41179000000.000,20657000000.000,13567000000.000
RepaymentsOfSecuredDebt,5139000000.000,5108000000.000,4283000000.000,4868000000.000
RevenueFromRelatedParties,1028000000.000,,,
StateAndLocalIncomeTaxExpenseBenefitContinuingOperations,115000000.000,23000000.000,73000000.000,54000000.000
TranslationAdjustmentFunctionalToReportingCurrencyIncreaseDecreaseGrossOfTax,-20000000.000,-32000000.000,-5000000.000,-5000000.000
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,,6000000.000,10000000.000,0.000
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities,-2000000.000,-2000000.000,,
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,,0.000,0.000,0.000
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions,3000000.000,4000000.000,,5000000.000
UnrecognizedTaxBenefitsInterestOnIncomeTaxesExpense,7000000.000,1000000.000,,
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations,54000000.000,,,0.000
