,2011-12-31,2012-09-30,2012-12-31,2013-03-31,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,1583853.000,1882437.000,660493.000,413568.000,330672.000,316785.000,230777.000,409439.000,465645.000,5217770.000,5544281.000,736022.000,509485.000,652973.000,514471.000,692503.000,731662.000,867436.000,862315.000
AccountsPayableAndAccruedLiabilitiesNoncurrent,,,,,,300677.000,310584.000,105665.000,109085.000,112885.000,,,,,,,,,
AccountsReceivableNetCurrent,,3473.000,3473.000,6613.000,3473.000,3573.000,3573.000,58721.000,76669.000,,,62125.000,69237.000,,,11705.000,,,
AccruedLiabilitiesCurrent,,,97563.000,13667.000,14667.000,16667.000,17666.000,19763.000,29215.000,43215.000,175794.000,,,,,,,,
AccruedLiabilitiesCurrentAndNoncurrent,,,975559.000,1015561.000,906634.000,,,,,,,,,,,,,,
AccumulatedAmortizationOfOtherDeferredCosts,78851.000,,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,32604.000,32604.000,32624.000,23425.000,74639.000,91952.000,109265.000,126579.000,143892.000,161205.000,178518.000,195832.000,213226.000,230621.000,231430.000,232198.000,232966.000,203223.000,203223.000
AdditionalPaidInCapital,8817382.000,,,,,,,,,24713294.000,24658460.000,37043871.000,39120912.000,39779414.000,40027210.000,39897504.000,40028352.000,40469272.000,40633827.000
AdditionalPaidInCapitalCommonStock,,8829020.000,13787929.000,11225425.000,21295074.000,22938983.000,24070875.000,24630326.000,24670652.000,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivable,0.000,,,,,,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,
Assets,338713.000,212619.000,4081975.000,4468566.000,2911168.000,1815257.000,1085402.000,695770.000,586332.000,562006.000,560564.000,1502700.000,774344.000,337168.000,953269.000,522500.000,310198.000,281114.000,282069.000
AssetsCurrent,220095.000,99923.000,3767803.000,4134667.000,2588612.000,1513291.000,804026.000,434984.000,346137.000,342402.000,362386.000,1325939.000,616838.000,32839.000,693781.000,270616.000,65918.000,49162.000,47905.000
AssetsFairValueDisclosureRecurring,,,,,,,,,,,,0.000,0.000,,0.000,,,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassOtherPropertyPlantAndEquipment,32604.000,,,,,,,,,,,,,,,,,,
Cash,53573.000,63833.000,2994350.000,3485334.000,2216100.000,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,53573.000,63833.000,2994350.000,3485334.000,2216100.000,1285973.000,579341.000,107770.000,3606.000,63956.000,74572.000,1010554.000,277967.000,4152.000,608891.000,216510.000,6539.000,22644.000,23222.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,175000000.000,175000000.000,675000000.000,675000000.000,675000000.000,675000000.000,675000000.000,675000000.000,675000000.000,675000000.000,675000000.000,675000000.000,675000000.000,675000000.000,675000000.000,675000000.000,675000000.000,675000000.000,675000000.000
CommonStockSharesIssued,145144603.000,174940506.000,248244012.000,268265122.000,287887344.000,319862042.000,328925532.000,337374052.000,337374052.000,337374052.000,337374052.000,5852646.000,6259727.000,6259727.000,6937250.000,8051133.000,8357544.000,8681236.000,9341236.000
