,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AccountsPayableCurrent,7730000.000,4925000.000,4559000.000,3210000.000,3937000.000,4976000.000,2515000.000,2823000.000,2588000.000,5165000.000,6195000.000,3302000.000,3655000.000,5824000.000,7297000.000,8340000.000,12159000.000,10903000.000,13554000.000,13780000.000,16947000.000,16935000.000
AccountsReceivableNetCurrent,5631000.000,4941000.000,5859000.000,6147000.000,7043000.000,7133000.000,6008000.000,7542000.000,6638000.000,10221000.000,12318000.000,13908000.000,15679000.000,21472000.000,24525000.000,30700000.000,32908000.000,33359000.000,32572000.000,43086000.000,40348000.000,55269000.000
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,,,,,,,,,32019000.000,,,37629000.000,36769000.000,
AccruedLiabilitiesCurrent,4963000.000,6014000.000,9993000.000,11703000.000,12223000.000,11076000.000,11038000.000,13788000.000,16371000.000,18364000.000,17127000.000,18519000.000,19203000.000,21450000.000,20224000.000,26981000.000,,34691000.000,31326000.000,,,27884000.000
AccruedMarketingCostsCurrent,,,,2566000.000,3021000.000,3287000.000,2910000.000,3061000.000,3476000.000,3739000.000,4089000.000,2039000.000,2140000.000,2959000.000,2870000.000,4438000.000,5031000.000,5554000.000,6157000.000,4995000.000,6104000.000,6441000.000
AccruedProfessionalFeesCurrent,,,,,1846000.000,415000.000,664000.000,537000.000,598000.000,284000.000,783000.000,645000.000,575000.000,592000.000,1917000.000,2556000.000,2114000.000,1465000.000,2527000.000,2987000.000,,
AccruedRoyaltiesCurrent,,,,1546000.000,1322000.000,1343000.000,1393000.000,1842000.000,1751000.000,2458000.000,2122000.000,3312000.000,3158000.000,3612000.000,3494000.000,4581000.000,4142000.000,5453000.000,4693000.000,6786000.000,6509000.000,6769000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,2163000.000,2384000.000,2610000.000,2827000.000,3067000.000,3310000.000,3594000.000,3875000.000,4178000.000,4414000.000,4111000.000,4407000.000,4788000.000,5224000.000,5635000.000,6179000.000,6307000.000,7070000.000,7865000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,,,,10000.000,,,,-6000.000,,,,-21000.000,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,,,,77000.000,,,,-690000.000,,,,-1615000.000,,,,
