,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,585227.000,,,,,,,,,
AccountsPayableAndOtherAccruedLiabilities,,,,,2409157.000,1873385.000,1946387.000,2146253.000,3751286.000,6965516.000,6585420.000,4601422.000,8047606.000
AccumulatedAmortizationDeferredFinanceCosts,,,,4000.000,100000.000,246000.000,400000.000,,,,,,
AccumulatedDistributionsInExcessOfNetIncome,,14820.000,108879.000,311975.000,637429.000,1087741.000,1774879.000,3893528.000,7761947.000,13587017.000,20227032.000,27665337.000,35689365.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,709935.000,172695.000,338383.000,1377950.000,1140152.000
AdditionalPaidInCapitalCommonStock,999.000,919664.000,7890186.000,14004810.000,21294465.000,28739441.000,48389530.000,187434752.000,292036297.000,374432741.000,419045485.000,480692731.000,496174563.000
Assets,201000.000,3158669.000,10897268.000,35050649.000,153352451.000,165702923.000,165712775.000,193654290.000,317314767.000,632335476.000,663201189.000,752553611.000,835659541.000
BuildingsAndImprovementsGross,,,,,,86379999.000,92361078.000,97941472.000,163581675.000,353189773.000,378839821.000,439426157.000,506122092.000
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,,,,1300000.000,2300000.000,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,,,,20857000.000,100494375.000,129438750.000,137403750.000,140566249.000,83580113.000,451965115.000,489350115.000,583212647.000,94525885.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedBuildings,,,,,,116328750.000,123493750.000,132546249.000,80261449.000,436146451.000,472311451.000,563278685.000,90112135.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles,,,,2150000.000,11020000.000,13110000.000,13910000.000,8020000.000,3318664.000,15818664.000,17038664.000,19933962.000,4413750.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,23007000.000,111514375.000,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilitiesLongTermDebt,,,,12619000.000,61200000.000,71295000.000,71295000.000,71295000.000,31336879.000,186336879.000,186336879.000,,
CashAndCashEquivalentsAtCarryingValue,201000.000,2177838.000,5586411.000,6531152.000,11816148.000,13245770.000,6547589.000,28104470.000,63573265.000,12566872.000,11962163.000,14993869.000,11581497.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,,,,,
CommonStockSharesAuthorized,700000000.000,700000000.000,700000000.000,700000000.000,700000000.000,700000000.000,700000000.000,,,,,,
CommonStockSharesIssued,100.000,265287.000,1054128.000,1765515.000,2601428.000,3468481.000,,,,,,,
CommonStockSharesOutstanding,100.000,265287.000,1054128.000,1765515.000,2601428.000,3468481.000,,,,,,,
CommonStockValue,1.000,265.000,1054.000,1766.000,2602.000,3469.000,,,,,,,
DebtAndCapitalLeaseObligations,,,,,,,,,,,,,389977293.000
DebtInstrumentCarryingAmount,,,,12604414.000,73761197.000,83816337.000,83775877.000,22437841.000,,,284931775.000,321356435.000,390361353.000
DebtInstrumentCollateralAmount,,,,,,,,,,,42000000.000,38600000.000,52900000.000
DebtInstrumentUnamortizedDiscountPremiumNet,,,,890457.000,871241.000,848793.000,824179.000,799396.000,,,,,
DeferredFinanceCostsNet,,300000.000,600000.000,713062.000,1727394.000,1689226.000,1696517.000,2336268.000,2312366.000,2983282.000,1780464.000,1550410.000,1768155.000
DepositAssets,,,,4500000.000,5000000.000,,,,,,,,
DerivativeAverageForwardExchangeRate1,,,,,,,,,1.339,1.339,,,
DevelopmentInProcess,,,,1375.000,0.000,217596.000,15505.000,385408.000,700130.000,1126544.000,2423653.000,1740139.000,334757.000
DividendsPayableCurrentAndNoncurrent,,13077.000,49979.000,80424.000,125828.000,163173.000,261622.000,986886.000,1536052.000,2043619.000,2285075.000,2608609.000,2800701.000
DueToRelatedPartiesCurrentAndNoncurrent,,2907765.000,4213141.000,4324235.000,6441741.000,2350260.000,364562.000,208483.000,507534.000,292322.000,2772203.000,3178235.000,3180465.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,200000.000,1100000.000,2800000.000,4400000.000,5300000.000,7200000.000,10000000.000,13600000.000,16100000.000,19900000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,985000.000,,,,3800000.000,,,,11700000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,,,,,,,,,,,,9800000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,,,,,,13000.000,98000000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,,,,,,13000.000,98000000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,80000.000,,,,,,,,13000.000,98000000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,927000.000,,,,100000.000,,,,1200000.000,2400000.000
FiniteLivedIntangibleAssetsGross,,,,2200000.000,13200000.000,15300000.000,16100000.000,9200000.000,12700000.000,25200000.000,26400000.000,29200000.000,33600000.000
