,2011-07-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,,,,1100000.000,0.000,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,2012000.000,,1269000.000,2233000.000,1799000.000,-1241000.000,,,,,,,,,,
AmortizationOfFinancingCosts,,265000.000,,,,239000.000,,,,239000.000,,238000.000,,,,239000.000,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,25587.000,9410.000,,,,,,,,
BusinessCombinationAcquisitionRelatedCosts,,,,0.000,,,,,,,,,,,,,,,
BusinessCombinationBargainPurchaseGainRecognizedAmount,,,,,,1001000.000,,,,,,,,,,,,,
CapitalLeaseObligationsIncurred,,,,,,1107000.000,,,,917000.000,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-1934000.000,,,,31000.000,,,,-11913000.000,,-310000.000,,,,-8489000.000,,,
CommonStockDividendsPerShareDeclared,,,,,,,,,,,,,,,,0.250,0.250,0.250,0.250
ComprehensiveIncomeNetOfTax,,,,,,,,1486000.000,,-4918000.000,-2406000.000,-358000.000,11518000.000,6007000.000,10799000.000,7512000.000,14497000.000,6033000.000,195000.000
CostOfGoodsSold,,,,,,,,,,247933000.000,264950000.000,,,,,,,,
CostOfRevenue,,,,,,,,,,,,242875000.000,235906000.000,253821000.000,227127000.000,209826000.000,219080000.000,237486000.000,239095000.000
DepreciationDepletionAndAmortization,,5691000.000,,,,6001000.000,,,,7776000.000,,9014000.000,,,,7365000.000,,,
EarningsPerShareBasic,0.430,0.060,0.880,2.220,1.040,1.250,0.040,0.320,0.320,-0.670,-0.490,0.090,2.190,1.290,2.090,1.550,2.700,1.230,0.160
EarningsPerShareDiluted,0.430,0.060,0.870,2.200,1.030,1.230,0.040,0.320,0.330,-0.670,-0.490,0.090,2.180,1.280,2.090,1.540,2.680,1.220,0.160
EffectOfExchangeRateOnCashAndCashEquivalents,,3000.000,,,,36000.000,,,,-771000.000,,-338000.000,,,,-188000.000,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,,21000.000,,,,,,,,,,,,,
GainLossOnDispositionOfProperty,2000.000,,,,,,,,,,,,,,,,,,
GainLossOnInterestRateDerivativeInstrumentsNotDesignatedAsHedgingInstruments,,,,,,,,,,15760.000,-8130.000,,,,,,,,
GeneralAndAdministrativeExpense,6179000.000,6986000.000,7104000.000,8112000.000,10222000.000,6889000.000,8114000.000,7278000.000,6489000.000,5576000.000,6484000.000,6771000.000,7849000.000,8259000.000,9713000.000,7003000.000,7024000.000,9566000.000,14027000.000
GrossProfit,35306000.000,34654000.000,43142000.000,56531000.000,48416000.000,42434000.000,35943000.000,37669000.000,38426000.000,24584000.000,29992000.000,32564000.000,49816000.000,48161000.000,51121000.000,43727000.000,54082000.000,46203000.000,46331000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,10185000.000,-239000.000,2367000.000,3650000.000,-6364000.000,-3022000.000,657000.000,16181000.000,11381000.000,16026000.000,12125000.000,21169000.000,9508000.000,3720000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,3960000.000,635000.000,7841000.000,20145000.000,8779000.000,,,,,,,,,,,,,,
IncomeTaxExpenseBenefit,1432000.000,281000.000,3004000.000,7868000.000,3095000.000,3275000.000,-461000.000,579000.000,1822000.000,-2637000.000,-298000.000,181000.000,5053000.000,4814000.000,5360000.000,4230000.000,7389000.000,3239000.000,2862000.000
IncomeTaxesPaid,,135000.000,,,,480000.000,,,,453000.000,,325000.000,,,,3320000.000,,,
IncreaseDecreaseInAccountsPayable,,967000.000,,,,10283000.000,,,,9445000.000,,-4675000.000,,,,-17238000.000,,,
IncreaseDecreaseInAccountsReceivable,,-10121000.000,,,,-7066000.000,,,,-6404000.000,,-15769000.000,,,,-11009000.000,,,
IncreaseDecreaseInAccruedLiabilities,,-5388000.000,,,,-6358000.000,,,,-3355000.000,,-2078000.000,,,,-5260000.000,,,
IncreaseDecreaseInDeferredIncomeTaxes,,-125000.000,,,,-598000.000,,,,2671000.000,,-17000.000,,,,866000.000,,,
IncreaseDecreaseInInventories,,,,,,,,,,11278000.000,,-3436000.000,,,,470000.000,,,
IncreaseDecreaseInOtherCurrentAssets,,,,,,858000.000,,,,503000.000,,-358000.000,,,,1534000.000,,,
IncreaseDecreaseInOtherOperatingAssets,,-60000.000,,,,93000.000,,,,68000.000,,-15000.000,,,,65000.000,,,
IncreaseDecreaseInOtherOperatingLiabilities,,-11000.000,,,,35000.000,,,,15000.000,,6000.000,,,,14000.000,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,1405000.000,,,,,,,,,,,,,,,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,55962.000,,80634.000,36137.000,38240.000,-118307.000,,,26071.000,17757.000,20077.000,-41704.000,31463.000,24598.000,26676.000,-52943.000
InterestExpense,5053000.000,4837000.000,4871000.000,4694000.000,4675000.000,4566000.000,4832000.000,4567000.000,4748000.000,4783000.000,4933000.000,4916000.000,4719000.000,4617000.000,4538000.000,4529000.000,4583000.000,4513000.000,6257000.000
InterestPaid,,409000.000,,,,286000.000,,,,412000.000,,496000.000,,,,128000.000,,,
InventoryLIFOReserveEffectOnIncomeNet,,,,,,,,,,,,,,,,-4438000.000,,,
InventoryLIFOReservePeriodCharge,,,,,,,,,,1874000.000,,-9362000.000,,,,,,,
LineOfCreditFacilityAverageOutstandingAmount,,,,37400000.000,,13500000.000,30900000.000,27900000.000,-48700000.000,33400000.000,56400000.000,,,,,,,,
LineOfCreditFacilityIncreaseDecreaseForPeriodNet,,-11054000.000,,,,-2897000.000,,,,4700000.000,,10410000.000,,,,,,,
LineOfCreditFacilityInterestRateDuringPeriod,,,,0.027,,0.033,0.029,0.029,-0.061,0.032,0.028,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,10627000.000,,,,5785000.000,,,,-5570000.000,,-11784000.000,,,,-2919000.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,10627000.000,,,,5785000.000,,,,-5570000.000,,-11784000.000,,,,-2919000.000,,,
NetCashProvidedByUsedInInvestingActivities,,-4359000.000,,,,-14358000.000,,,,-9286000.000,,-2952000.000,,,,-4067000.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-4359000.000,,,,-14358000.000,,,,-9286000.000,,-2952000.000,,,,-4067000.000,,,
NetCashProvidedByUsedInOperatingActivities,,-8205000.000,,,,8568000.000,,,,3714000.000,,14764000.000,,,,-1315000.000,,,
