,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,2719758.000,3580615.000,2895504.000,2294775.000,2289815.000,2860119.000,2797483.000,2224043.000,2365751.000,3538523.000,4049240.000,3187625.000,4030471.000,4573758.000,6550770.000,5926409.000,6426067.000,8498381.000,7651324.000,4996595.000,6502832.000,6782593.000,9787048.000,6535053.000,8491628.000
AccountsReceivableNet,9802105.000,8608934.000,10295723.000,10885736.000,9869809.000,10762069.000,10438598.000,11519318.000,11629694.000,11339393.000,13002295.000,13396598.000,14480571.000,15351246.000,16514146.000,16725287.000,18019839.000,16988637.000,18579302.000,16714045.000,16845662.000,17479493.000,18605209.000,18854644.000,17778026.000
AccountsReceivableRelatedParties,,,,,,,,,,,,,,,,,,,9200000.000,9100000.000,9200000.000,9400000.000,10400000.000,10900000.000,10600000.000
AccruedBonusesCurrent,9900000.000,13900000.000,16774457.000,4383963.000,8368040.000,12393562.000,15908083.000,4857000.000,10348714.000,15994593.000,19606881.000,6100000.000,13117000.000,20462000.000,19981250.000,6389000.000,12743000.000,19565000.000,21984500.000,4627000.000,10958500.000,16155000.000,22683500.000,6487000.000,13756000.000
AccruedIncomeTaxesCurrent,0.000,0.000,0.000,59812.000,,,,,,,,,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivable,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
AlternativeInvestmentsFairValueDisclosure,,,,,,,,,,,,,,,,,,,,1400000.000,1400000.000,,,,
Assets,37407635.000,44932261.000,37720319.000,35915582.000,44508239.000,56155484.000,41235917.000,41102998.000,52938295.000,66183415.000,75353418.000,70715897.000,87385338.000,103449788.000,107708628.000,110481743.000,128675334.000,145623539.000,145186581.000,143418748.000,164373827.000,184318492.000,199717861.000,210884949.000,229886158.000
CashAndCashEquivalentsAtCarryingValue,14136691.000,22920367.000,15242768.000,9723788.000,14772101.000,23771131.000,7870908.000,5399980.000,12849477.000,26396118.000,33106972.000,11264827.000,27237563.000,42444685.000,35777140.000,31496975.000,43008747.000,58098340.000,57474777.000,49337654.000,70744395.000,63659780.000,57189876.000,59317703.000,70504429.000
CommitmentsAndContingencies,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,
CommonStockNoParValue,0.000,,,,,,,,,,,,,,0.000,,,,0.000,,,,0.000,,
CommonStockSharesAuthorized,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000
