,2011-06-30,2011-09-30,2011-12-31,2012-03-31
AccountsPayableCurrent,7713005.000,7056658.000,6572945.000,9007334.000
AccountsReceivableNetCurrent,16456571.000,20179785.000,22073636.000,22666765.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,982264.000,1133747.000,1228817.000,1332251.000
AdditionalPaidInCapital,1105454.000,1105454.000,1105454.000,1105454.000
Assets,44789745.000,50852266.000,53205833.000,62410320.000
AssetsCurrent,32043922.000,36650879.000,37840723.000,45699495.000
AssetsNoncurrent,12745823.000,14201387.000,15365110.000,16710825.000
CashAndCashEquivalentsAtCarryingValue,2698412.000,3375312.000,2599456.000,2102641.000
CommitmentsAndContingencies,,0.000,0.000,0.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,300000000.000,300000000.000,300000000.000,300000000.000
CommonStockSharesIssued,30181552.000,30181552.000,30181552.000,30181552.000
CommonStockSharesOutstanding,30181552.000,30181552.000,30181552.000,30181552.000
CommonStockValue,30182.000,30182.000,30182.000,30182.000
ConstructionInProgressGross,935947.000,2258450.000,3442799.000,4486267.000
CustomerDepositsCurrent,33339.000,1140085.000,763520.000,369538.000
DueToRelatedPartiesCurrent,,,4103965.000,6479303.000
InventoryNet,6923196.000,6113015.000,4103140.000,6632636.000
Liabilities,,,36883360.000,46123233.000
LiabilitiesAndStockholdersEquity,44789745.000,50852266.000,53205833.000,62410320.000
LiabilitiesCurrent,32227997.000,36729973.000,36883360.000,46123233.000
MinorityInterest,,,1398190.000,1407090.000
NotesPayableCurrent,,,,5612550.000
OtherAccountsPayableAndAccruedLiabilities,5253965.000,4683755.000,4632845.000,6158672.000
OtherReceivables,2769207.000,2803897.000,5383315.000,4077168.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockValue,,0.000,0.000,0.000
PrepaidExpenseCurrent,3085776.000,4092188.000,3424272.000,6845062.000
PropertyPlantAndEquipmentNet,3818984.000,3885813.000,3830076.000,4106506.000
RestrictedCashAndCashEquivalents,109466.000,69291.000,217884.000,2912802.000
RetainedEarningsAccumulatedDeficit,10443848.000,11852910.000,12559830.000,12412110.000
ShortTermBorrowings,19136662.000,23428713.000,20335024.000,18450270.000
StockholdersEquity,12561748.000,14122293.000,14924283.000,14879997.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,16322473.000,16287087.000
TaxesPayableCurrent,91026.000,420762.000,475061.000,45566.000
ValueAddedTaxReceivableCurrent,1294.000,17391.000,39020.000,462421.000
