,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,235469000.000,215923000.000,226709000.000,223313000.000,297705000.000,310686000.000,275032000.000,263349000.000,287744000.000,314050000.000,380000000.000,374700000.000,411700000.000,435100000.000,382700000.000,417600000.000,454100000.000,502100000.000,482400000.000,493800000.000,541500000.000,554800000.000,506100000.000,497400000.000,555900000.000,559900000.000
AccruedLiabilitiesCurrent,231824000.000,232431000.000,247185000.000,202761000.000,258455000.000,258726000.000,259146000.000,223574000.000,226080000.000,226968000.000,275483000.000,264000000.000,319100000.000,314400000.000,317300000.000,310300000.000,342900000.000,329300000.000,358300000.000,378100000.000,388000000.000,403300000.000,389200000.000,360000000.000,413900000.000,413200000.000
AccruedRentCurrentAndNoncurrent,,,,,,,,4800000000.000,,,,4900000000.000,,,,4900000000.000,,,,5100000000.000,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,316407000.000,,,,349516000.000,,,,430200000.000,,,,434300000.000,,,,499600000.000,,,,526200000.000,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,-17770000.000,,,,,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,14848000.000,13372000.000,-12455000.000,-25734000.000,-15033000.000,-25929000.000,-8200000.000,-6833000.000,-44486000.000,-41505000.000,-3054000.000,11600000.000,18000000.000,36900000.000,-13400000.000,-53300000.000,-107800000.000,-69300000.000,-112400000.000,-122500000.000,-122700000.000,-177600000.000,-188700000.000,-250700000.000,-225000000.000,-186200000.000
AdditionalPaidInCapitalCommonStock,742211000.000,731397000.000,700949000.000,702335000.000,695582000.000,696694000.000,698489000.000,700013000.000,689523000.000,689020000.000,691886000.000,693600000.000,696900000.000,685800000.000,688700000.000,690700000.000,680300000.000,676500000.000,679900000.000,656000000.000,491600000.000,490300000.000,494300000.000,497100000.000,531200000.000,529600000.000
AllowanceForDoubtfulAccountsReceivableCurrent,2139000.000,2180000.000,2259000.000,2256000.000,2171000.000,2227000.000,2672000.000,2919000.000,2437000.000,2522000.000,3330000.000,3400000.000,3900000.000,4300000.000,4700000.000,3500000.000,4200000.000,4300000.000,4400000.000,4200000.000,4000000.000,4600000.000,4600000.000,4500000.000,4400000.000,4900000.000
Assets,4219836000.000,4086879000.000,4295469000.000,4502299000.000,4834765000.000,4892865000.000,5024180000.000,5378990000.000,5414982000.000,5537632000.000,6010804000.000,6415500000.000,6612200000.000,6742300000.000,6682300000.000,7228200000.000,7227600000.000,7433900000.000,7674900000.000,8022700000.000,8172900000.000,8075200000.000,8559400000.000,8861100000.000,9395400000.000,9711900000.000
AssetsCurrent,2117580000.000,1974147000.000,2017345000.000,2192600000.000,2415600000.000,2463506000.000,2525687000.000,2773083000.000,2780775000.000,2806873000.000,3037375000.000,3346600000.000,3437300000.000,3482300000.000,3419300000.000,3867700000.000,3867800000.000,3983600000.000,4137900000.000,4408100000.000,4505900000.000,4385600000.000,4335800000.000,4421500000.000,4589500000.000,4664500000.000
AssetsHeldForSaleCurrent,37342000.000,56826000.000,54168000.000,33224000.000,29075000.000,39059000.000,38005000.000,94441000.000,108468000.000,33849000.000,1065000.000,63800000.000,55600000.000,52400000.000,45600000.000,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,33224000.000,29075000.000,39059000.000,38005000.000,,,,,,,,,186100000.000,62200000.000,45700000.000,15300000.000,13100000.000,9800000.000,6800000.000,7500000.000,8300000.000,,
BuildingsAndImprovementsGross,,,,823561000.000,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityCashPaid,,14011000.000,232106000.000,232106000.000,108106000.000,111522000.000,137805000.000,250170000.000,27180000.000,30734000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,15722000.000,233817000.000,,108106000.000,111522000.000,137805000.000,250170000.000,27180000.000,30734000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquired,,44462000.000,44611000.000,,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsInventory,,7923000.000,61247000.000,61247000.000,79650000.000,80766000.000,94627000.000,123672000.000,117000.000,1905000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsPrepaidExpenseAndOtherAssets,,0.000,0.000,,,,411000.000,628000.000,80000.000,158000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsReceivables,,953000.000,953000.000,953000.000,16976000.000,17025000.000,28907000.000,28907000.000,,300000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilities,,2491000.000,6190000.000,6190000.000,49290000.000,49362000.000,58926000.000,59722000.000,,55000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,7038000.000,107498000.000,107498000.000,31566000.000,33884000.000,35343000.000,61713000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationIntangibleAssetsNotAmortizable,,,29491000.000,29491000.000,23426000.000,23426000.000,26343000.000,53407000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationLiabilitiesAssumed,,1711000.000,1711000.000,1711000.000,,,,,,,,,,,,,,,,,,,,,,
