,2011-04-03,2012-04-01,2013-03-31,2014-03-30,2015-03-29,2016-04-03,2017-04-02
AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,,,,,,96578000.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,16478000.000,16733000.000,13292000.000,13281000.000,22458000.000,34062000.000,39759000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,1487000.000,562000.000,0.000,,,,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,,,,56847000.000,
AllocatedShareBasedCompensationExpense,,16733000.000,13272000.000,13352000.000,22259000.000,34125000.000,39869000.000
AmortizationOfFinancingCostsAndDiscounts,,,,,,5354000.000,13320000.000
AmortizationOfIntangibleAssets,19932000.000,16489000.000,20546000.000,24793000.000,6573000.000,15354000.000,23653000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,11100000.000,12000000.000,1500000.000,11000.000,400000.000,500000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,,,0.000,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses,,,,254000.000,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,,254000.000,,,
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,,,1.420,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,,1.370,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,202213000.000,
BusinessAcquisitionsProFormaRevenue,,,,,,760232000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-15846000.000,30244000.000,-4087000.000,-39626000.000,25734000.000,86286000.000,11323000.000
ComprehensiveIncomeNetOfTax,,58016000.000,-20049000.000,88487000.000,90119000.000,193204000.000,107411000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,73388000.000,,,,,,
CostOfGoodsAndServicesSold,290394000.000,246190000.000,217636000.000,211877000.000,227601000.000,275722000.000,307605000.000
DebtConversionOriginalDebtAmount1,,,,,,2020000.000,1955000.000
DeferredIncomeTaxExpenseBenefit,120000.000,90000.000,-3492000.000,-8000.000,-293000.000,-67277000.000,-10587000.000
DeferredTaxExpenseFromStockOptionsExercised,,,,0.000,,,
DefinedContributionPlanCostRecognized,,2900000.000,2600000.000,2100000.000,2100000.000,2600000.000,2600000.000
Depreciation,17986000.000,,,20900000.000,,,
DepreciationAndAmortization,,18818000.000,20089000.000,20872000.000,18808000.000,,
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,45939000.000,886000.000,0.000,16840000.000,0.000,1385000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,45939000.000,886000.000,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,,-24891000.000,-5131000.000,-22938000.000,-37237000.000,-547000.000,0.000
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,-89000.000,3000.000,,,,
DiscontinuedOperationTaxEffectOfIncomeLossFromDisposalOfDiscontinuedOperation,,-89000.000,3000.000,11000.000,275000.000,15000.000,87000.000
DisposalGroupIncludingDiscontinuedOperationCostsOfGoodsSold,,11271000.000,3006000.000,,,,
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,23240000.000,4554000.000,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,9620000.000,2429000.000,,,,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,,,7986000.000,78632000.000,0.000,0.000,
