,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,4879000.000,248000.000,255000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,4000.000,-6000.000,20000.000,25000.000,122000.000,222000.000,180000.000,-333000.000,-1318000.000,-1438000.000
AdditionalPaidInCapital,12298000.000,12298000.000,12299000.000,12299000.000,12299000.000,12299000.000,12300000.000,12302000.000,12302000.000,12302000.000
Assets,471261000.000,468938000.000,463671000.000,476903000.000,459835000.000,442979000.000,439821000.000,435679000.000,429617000.000,376939000.000
AssetsHeldForSaleAtCarryingValue,,,5903000.000,0.000,0.000,0.000,0.000,,,
AssetsHeldForSaleLongLived,,,,,,,0.000,,,
AssetsHeldForSalePropertyPlantAndEquipment,,,,,,,,1234000.000,1234000.000,
AvailableForSaleSecurities,6341000.000,9733000.000,23656000.000,27665000.000,,29205000.000,33504000.000,36022000.000,44893000.000,44421000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,26323000.000,28840000.000,,,,
AvailableForSaleSecuritiesFairValueDisclosure,,,,,26526000.000,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,160000.000,122000.000,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,363000.000,487000.000,,,,
BankOwnedLifeInsurance,8180000.000,8235000.000,8284000.000,8328000.000,8377000.000,8422000.000,8465000.000,8505000.000,8538000.000,8561000.000
Capital,,,,,,,35474000.000,,,
CapitalRequiredForCapitalAdequacy,,,,,,,26523000.000,,,
CapitalRequiredForCapitalAdequacyToRiskWeightedAssets,,,,,,,0.080,,,
CapitalRequiredToBeWellCapitalized,,,,,,,33154000.000,,,
CapitalRequiredToBeWellCapitalizedToRiskWeightedAssets,,,,,,,0.100,,,
CapitalToRiskWeightedAssets,,,,,,,0.107,,,
CashAndDueFromBanks,17815000.000,17934000.000,19944000.000,30164000.000,28676000.000,1618000.000,2012000.000,1455000.000,1514000.000,1382000.000
CashCashEquivalentsAndFederalFundsSold,38202000.000,38734000.000,34411000.000,43234000.000,31414000.000,31682000.000,41806000.000,48231000.000,38744000.000,28320000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,7419496.000,7419496.000,7422164.000,7422164.000,7422164.000,7422164.000,7424572.000,7425869.000,7425869.000,7425869.000
CommonStockSharesOutstanding,7419496.000,7419496.000,7422164.000,7422164.000,7422164.000,7422164.000,7424572.000,7425869.000,7425869.000,7425869.000
CommonStockValue,74000.000,74000.000,75000.000,75000.000,75000.000,74000.000,75000.000,75000.000,75000.000,75000.000
DeferredIncomeTaxLiabilities,,,,,,,831000.000,,,
DeferredTaxAssetsCapitalLossCarryforwards,,,,,,,328000.000,,,
DeferredTaxAssetsDeferredIncome,,,,,,,554000.000,,,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,,111000.000,,,
DeferredTaxAssetsGross,,,,,,,10090000.000,,,
DeferredTaxAssetsInvestments,,,,,,,1998000.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,0.000,,,
DeferredTaxAssetsNet,10301000.000,10308000.000,9318000.000,9315000.000,9251000.000,0.000,0.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,,383000.000,,,
DeferredTaxAssetsOther,,,,,,,180000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsOther,,,,,,,2418000.000,,,
DeferredTaxAssetsTaxDeferredExpenseOther,,,,,,,56000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsProvisionForLoanLosses,,,,,,,4062000.000,,,
DeferredTaxAssetsUnrealizedLossesOnAvailableforSaleSecuritiesGross,,,,,,,-117000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,9259000.000,,,
DeferredTaxLiabilitiesInvestments,,,,,,,28000.000,,,
DeferredTaxLiabilitiesMortgageServicingRights,,,,,,,174000.000,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,512000.000,,,
DepositLiabilitiesReclassifiedAsLoansReceivable1,,,,,,,32000.000,,,
Deposits,342967000.000,342737000.000,339075000.000,350129000.000,343270000.000,342114000.000,341219000.000,296376000.000,294155000.000,285475000.000
DepositsFairValueDisclosure,,,,,326641000.000,,,,,
DepositsMoneyMarketDepositsAndNegotiableOrderOfWithdrawalNOW,,,,,,,57737000.000,,,
DepositsSavingsDeposits,,,,,,,21723000.000,,,
DividendsPayableCurrentAndNoncurrent,,,,,,,2000000.000,,,
FederalFundsSold,621000.000,87000.000,559000.000,536000.000,909000.000,319000.000,606000.000,299000.000,440000.000,251000.000
FederalHomeLoanBankAdvancesBranchOfFHLBBankAmountOfAdvancesByBranch,,,,,,,53500000.000,,,
FederalHomeLoanBankAdvancesGeneralDebtObligationsDisclosuresAmountOfAvailableUnusedFunds,,,,,,,1000000.000,,,
FederalHomeLoanBankAdvancesGeneralDebtObligationsDisclosuresMaximumAmountAvailable,,,,,,,54500000.000,,,
FederalHomeLoanBankAdvancesLongTerm,63500000.000,63500000.000,63500000.000,63500000.000,53500000.000,53500000.000,53500000.000,53500000.000,53500000.000,53500000.000
FederalHomeLoanBankBorrowingsFairValueDisclosure,,,,,53552000.000,,,,,
FinancingReceivableAllowanceForCreditLosses,,,,,10908000.000,9731000.000,10297000.000,9040000.000,7689000.000,8919000.000
FinancingReceivableAllowanceForCreditLossesCollectivelyEvaluatedForImpairment,,,,,4801000.000,5094000.000,6009000.000,5596000.000,5403000.000,5150000.000
FinancingReceivableAllowanceForCreditLossesIndividuallyEvaluatedForImpairment1,,,,,6107000.000,4637000.000,4288000.000,3444000.000,2286000.000,3769000.000
FinancingReceivableCollectivelyEvaluatedForImpairment,,,,,234247000.000,229706000.000,244587000.000,198625000.000,192668000.000,188247000.000
FinancingReceivableIndividuallyEvaluatedForImpairment,,,,,89943000.000,84668000.000,62164000.000,60001000.000,52466000.000,57528000.000
FinancingReceivableRecordedInvestment30To59DaysPastDue,,,,,10134000.000,14959000.000,4405000.000,6346000.000,12792000.000,9926000.000
FinancingReceivableRecordedInvestment60To89DaysPastDue,,,,,4670000.000,2353000.000,4075000.000,341000.000,1519000.000,1106000.000
