,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndOtherAccruedLiabilities,5189000.000,6558000.000,5594000.000,5252000.000,5292000.000,6010000.000,5502000.000,5911000.000,5895000.000,5728000.000,5613000.000,7087000.000,8063000.000,4815000.000,5733000.000,6411000.000,5834000.000,5875000.000,5029000.000,5618000.000,6420000.000,5781000.000,5836000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,13235000.000,,,,14536000.000,,,,15862000.000,,,,13455000.000,,,,14865000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-864000.000,-843000.000,-709000.000,-353000.000,188000.000,89000.000,34000.000,-137000.000,-201000.000,-119000.000,-139000.000,-96000.000,-144000.000,-175000.000,-92000.000,-302000.000,-178000.000,-202000.000,-160000.000,-3000.000,-110000.000,-604000.000,-544000.000
Assets,658963000.000,668490000.000,651332000.000,623941000.000,633631000.000,648877000.000,636548000.000,635662000.000,661731000.000,635929000.000,662909000.000,652810000.000,690394000.000,663169000.000,678424000.000,682320000.000,718399000.000,725644000.000,741791000.000,744070000.000,781592000.000,787972000.000,784098000.000
AssetsFairValueDisclosure,,,,,85874000.000,64255000.000,58612000.000,51109000.000,50370000.000,48893000.000,53343000.000,51258000.000,49957000.000,48343000.000,46898000.000,42779000.000,34423000.000,40101000.000,44394000.000,42936000.000,60689000.000,57792000.000,55351000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,11900000.000,26700000.000,22900000.000,20794000.000,19688000.000,23935000.000,23180000.000,22333000.000,21533000.000,20865000.000,46233000.000,42481000.000,33936000.000,30613000.000,44055000.000,42047000.000,59989000.000,57859000.000,55632000.000
AvailableForSaleSecurities,49342000.000,47063000.000,38458000.000,37331000.000,42157000.000,31844000.000,27889000.000,25527000.000,32577000.000,43616000.000,52741000.000,51258000.000,49624000.000,48301000.000,46898000.000,42779000.000,34423000.000,30893000.000,44394000.000,42635000.000,60388000.000,57491000.000,55351000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,807000.000,618000.000,752000.000,628000.000,690000.000,702000.000,646000.000,387000.000,359000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,142000.000,320000.000,265000.000,348000.000,351000.000,114000.000,247000.000,755000.000,640000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,41186000.000,,,,,,,,,,,,,,,,,,
