,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayable,90524.000,69282.000,112405.000,40031.000,,,,,,,,,,
AccountsPayableCurrent,,,,,35549.000,8339.000,34175.000,130693.000,47759.000,74826.000,99866.000,118424.000,129280.000,117647.000
AccountsReceivableNet,,,,,,,,,,,,23848.000,12326.000,11650.000
AccountsReceivableNetCurrent,,,,,,,,,6042.000,6486.000,12326.000,,,
AccruedLiabilitiesCurrent,104449.000,32278.000,58445.000,10959.000,84.000,20127.000,169.000,211.000,886.000,1855.000,2473.000,4549.000,3268.000,511.000
AccumulatedAmortizationDeferredFinanceCosts,,,,,,,,-25274.000,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,-896741.000,-963575.000,-18815.000,-20008.000,-21202.000,-22395.000,-23835.000,,-26714.000,-28153.000,-29752.000,-31603.000,715.000,-993.000
AdditionalPaidInCapital,3480953.000,3480953.000,3498053.000,3511053.000,3539053.000,3539053.000,3539053.000,3539053.000,3637053.000,3791053.000,3813853.000,3840313.000,3849463.000,3849463.000
Assets,2383620.000,2134105.000,2455313.000,2227570.000,2092904.000,1961950.000,1781040.000,1693395.000,1351898.000,1460614.000,1117586.000,887294.000,726254.000,253985.000
AssetsCurrent,727757.000,546347.000,2424020.000,2199588.000,2066116.000,1936355.000,1747045.000,1660839.000,1320782.000,1003737.000,657854.000,422852.000,293864.000,249073.000
AssetsNoncurrent,,,,,250.000,250.000,,,,,,,,
AvailableForSaleSecuritiesCurrent,,,,,,,,,,,,,30200.000,
BuildingsAndImprovementsGross,134630.000,134630.000,,,,,,,,,,,,
Cash,,,2086776.000,2105527.000,,,,,,910693.000,589901.000,362701.000,201808.000,202923.000
CashAndCashEquivalentsAtCarryingValue,396177.000,474810.000,2336776.000,2130527.000,1916002.000,1868363.000,2336776.000,1585136.000,,,614901.000,362701.000,226808.000,227923.000
CashAndDueFromBanks,,224810.000,,,,,1700508.000,1560136.000,1203878.000,,,,,
