,2011-07-02,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-31,2013-03-30,2013-06-29,2013-09-28,2013-12-31,2014-03-29,2014-06-28,2014-09-27,2014-12-31,2015-03-28,2015-06-27,2015-09-26
AccountsPayableCurrent,10120000.000,14163000.000,11534000.000,8092000.000,13004000.000,10796000.000,5741000.000,7453000.000,11846000.000,12911000.000,4201000.000,4031000.000,9407000.000,12975000.000,11960000.000,12561000.000,9344000.000,10888000.000
AccountsReceivableNetCurrent,1070000.000,24337000.000,13150000.000,3611000.000,5744000.000,22589000.000,8134000.000,6773000.000,11452000.000,14910000.000,15458000.000,10820000.000,7922000.000,21579000.000,14241000.000,10678000.000,7591000.000,15402000.000
AccruedIncomeTaxesCurrent,,,,,,,7000.000,,,,23000.000,,,,,,,
AccruedIncomeTaxesNoncurrent,,,,,,,4556000.000,,,,2378000.000,,,,2475000.000,,,
AccruedRentCurrent,,,,,,,6149000.000,,,,,,,,,,,
AccruedRoyaltiesCurrent,,,,,,,110000.000,,,,279000.000,,,,323000.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,9892000.000,,,,9865000.000,,,,8036000.000,,,
AdditionalPaidInCapital,31522000.000,27037000.000,31700000.000,36948000.000,37172000.000,37371000.000,37554000.000,37354000.000,37327000.000,41051000.000,41436000.000,41807000.000,42174000.000,42432000.000,42663000.000,42789000.000,42967000.000,43104000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,4800000.000,,,,3800000.000,,,,3100000.000,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,,,3165000.000,794000.000,2223000.000,,,,
AllowanceForDoubtfulOtherReceivablesCurrent,,,,,,,,,,,,,,,,3155000.000,883000.000,2607000.000
Assets,80930000.000,97537000.000,91060000.000,82620000.000,83139000.000,92128000.000,72208000.000,67452000.000,68057000.000,82680000.000,60065000.000,55169000.000,54643000.000,73477000.000,44296000.000,41475000.000,26707000.000,37867000.000
AssetsCurrent,71098000.000,66137000.000,60240000.000,54408000.000,55975000.000,65490000.000,46421000.000,42494000.000,44051000.000,58629000.000,41117000.000,35263000.000,35432000.000,54639000.000,41329000.000,38345000.000,22666000.000,34986000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,123000.000,,,,,,,,,16831000.000,2702000.000,120000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,6603000.000,1849000.000,174000.000,152000.000,143000.000,132000.000,123000.000,132000.000,1880000.000,1266000.000,177000.000,105000.000,,,,16831000.000,2702000.000,120000.000
BusinessAcquisitionContingentConsiderationAtFairValue,,,,,,,,3500000.000,,,,,,,,,,
BusinessAcquisitionContingentConsiderationPotentialCashPayment,,,,,,,,500000.000,,,,,,,,,,
BusinessAcquisitionEquityInterestIssuedOrIssuableValueAssigned,,,,,3750000.000,3500000.000,3500000.000,,3500000.000,3500000.000,,,,,,,,
BusinessCombinationIndemnificationAssetsAmountAsOfAcquisitionDate,,,,,,2000000.000,2000000.000,,,,,,,,,,,
CapitalLeaseObligationsCurrent,36000.000,36000.000,36000.000,31000.000,21000.000,10000.000,,,,,,,,,,,,
CapitalLeaseObligationsNoncurrent,24000.000,14000.000,5000.000,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,29378000.000,5330000.000,25801000.000,26307000.000,10336000.000,2229000.000,12500000.000,5478000.000,2546000.000,1998000.000,1385000.000,710000.000,649000.000,790000.000,1758000.000,539000.000,734000.000,1441000.000
CommonStockParOrStatedValuePerShare,0.100,,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100
