,2011-07-31
AccountsPayableAndAccruedLiabilitiesCurrent,1302430.000
AccruedPayrollTaxesCurrent,104764.000
AccumulatedAmortizationDeferredFinanceCosts,26703.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,646874.000
AdditionalPaidInCapital,29503980.000
Assets,5156283.000
AssetsCurrent,545183.000
BeneficialInterest,149866.000
CashAndCashEquivalentsAtCarryingValue,90735.000
CashEquivalentsAtCarryingValue,90735.000
CommonStockParOrStatedValuePerShare,0.001
CommonStockSharesAuthorized,500000000.000
CommonStockSharesIssued,9002186.000
CommonStockSharesOutstanding,8702186.000
CommonStockValue,8702.000
DebtInstrumentUnamortizedDiscount,1065151.000
DerivativeLiabilitiesNoncurrent,126841.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-28676649.000
EmployeeRelatedLiabilitiesCurrent,339985.000
FiniteLivedIntangibleAssetsNet,243534.000
InventoryNet,12488.000
LandAvailableForSale,0.000
Liabilities,3728068.000
LiabilitiesAndStockholdersEquity,5156283.000
LiabilitiesCurrent,1747179.000
LiabilitiesNoncurrent,1980889.000
LongTermNotesPayable,0.000
MinorityInterest,-54692.000
NotesPayableCurrent,0.000
OtherDeferredCreditsNoncurrent,252000.000
OtherLoansPayableLongTerm,1452182.000
PreferredStockParOrStatedValuePerShare,0.001
PreferredStockSharesAuthorized,100000000.000
PreferredStockSharesIssued,0.000
PreferredStockSharesOutstanding,0.000
PreferredStockValue,0.000
PrepaidExpenseAndOtherAssetsCurrent,369830.000
PropertyPlantAndEquipmentNet,4044382.000
SecurityDeposit,125518.000
StockholdersEquity,1482907.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1428215.000
UnamortizedDebtIssuanceExpense,197666.000
ValueAddedTaxReceivableCurrent,72130.000
WarrantsAndRightsOutstanding,127446.000
