,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-04-01
AccountsPayableCurrent,3350000.000,3842000.000,4667000.000,3780000.000,4148000.000,5093000.000,5263000.000,5335000.000,5658000.000,3251000.000,8471000.000,6658000.000,6401000.000,12457000.000,11632000.000,13509000.000,9647000.000
AccountsReceivableGross,17254000.000,18235000.000,19351000.000,18042000.000,22251000.000,26323000.000,29518000.000,27860000.000,29449000.000,35047000.000,54748000.000,49283000.000,54073000.000,64621000.000,65997000.000,77503000.000,75051000.000
AccountsReceivableNetCurrent,15728000.000,16723000.000,17977000.000,16722000.000,20781000.000,25104000.000,28363000.000,27015000.000,28590000.000,34128000.000,52924000.000,47747000.000,52208000.000,62760000.000,64102000.000,75511000.000,73155000.000
AccruedEmployeeBenefitsCurrent,,,,,,,,,,,,,,,,,1297000.000
AccruedEmployeeBenefitsCurrentAndNoncurrent,512000.000,817000.000,848000.000,916000.000,1115000.000,706000.000,1112000.000,123000.000,448000.000,593000.000,1191000.000,639000.000,1021000.000,1418000.000,1303000.000,1673000.000,
AccruedLiabilitiesCurrent,4215000.000,3861000.000,4744000.000,4189000.000,5794000.000,5219000.000,6726000.000,4763000.000,6711000.000,8532000.000,10445000.000,9564000.000,9851000.000,13164000.000,13013000.000,17316000.000,12732000.000
AccruedLiabilitiesCurrentAndNoncurrent,4215000.000,,,,,,,,,,,,,,,,
AccruedPayrollTaxesCurrentAndNoncurrent,1202000.000,718000.000,1494000.000,864000.000,1863000.000,1474000.000,2990000.000,1507000.000,2898000.000,2417000.000,2304000.000,3131000.000,1617000.000,4192000.000,2334000.000,4518000.000,
AccruedProfessionalFeesCurrent,,,,,,,,,,,,,,,,,93000.000
AccruedProfessionalFeesCurrentAndNoncurrent,199000.000,166000.000,180000.000,248000.000,186000.000,168000.000,114000.000,136000.000,139000.000,126000.000,206000.000,216000.000,138000.000,131000.000,155000.000,190000.000,
AccruedRentCurrentAndNoncurrent,587000.000,557000.000,521000.000,486000.000,454000.000,589000.000,559000.000,530000.000,505000.000,557000.000,605000.000,615000.000,583000.000,686000.000,688000.000,696000.000,
