,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-30,2013-09-28,2013-12-28,2014-03-29,2014-06-30,2014-09-27,2014-12-27,2015-03-28,2015-06-30
AccountsPayableCurrent,8128000.000,6859000.000,7296000.000,6183000.000,5561000.000,4663000.000,5884000.000,7069000.000,6547000.000,5445000.000,6381000.000,7709000.000,6512000.000,4291000.000,4954000.000,5447000.000
AccountsReceivableNetCurrent,10956000.000,10142000.000,13627000.000,11905000.000,9997000.000,9366000.000,8946000.000,10848000.000,9590000.000,11594000.000,12153000.000,10974000.000,11098000.000,7627000.000,11057000.000,10585000.000
AccruedIncomeTaxesCurrent,158000.000,33000.000,35000.000,80000.000,32000.000,69000.000,74000.000,0.000,54000.000,156000.000,305000.000,10000.000,63000.000,,,
AccruedIncomeTaxesNoncurrent,,,,,,,,,,,,430000.000,,,,291000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,11949000.000,12216000.000,12500000.000,12691000.000,12884000.000,13083000.000,13298000.000,13513000.000,13710000.000,13799000.000,13874000.000,13857000.000,14051000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,12000.000,-123000.000,320000.000,-56000.000,441000.000,515000.000,216000.000,265000.000,578000.000,523000.000,384000.000,150000.000,-134000.000,-87000.000,-350000.000,-221000.000
AllowanceForDoubtfulAccountsReceivableCurrent,619000.000,537000.000,561000.000,629000.000,639000.000,639000.000,639000.000,728000.000,749000.000,694000.000,670000.000,610000.000,619000.000,538000.000,409000.000,405000.000
Assets,37044000.000,35142000.000,36647000.000,36161000.000,38949000.000,29376000.000,28472000.000,30033000.000,29869000.000,29475000.000,31508000.000,33070000.000,31404000.000,26673000.000,27655000.000,33757000.000
AssetsCurrent,29391000.000,27382000.000,28896000.000,29095000.000,32208000.000,24583000.000,24011000.000,25734000.000,25855000.000,25682000.000,27859000.000,29609000.000,28095000.000,23467000.000,24565000.000,30022000.000
CapitalLeasedAssetsNumberOfUnits,,,,1.000,,,,1.000,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,263000.000,244000.000,197000.000,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,166000.000,148000.000,132000.000,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,0.000,0.000,0.000,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,20000.000,20000.000,11000.000,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,77000.000,76000.000,54000.000,,,,,,,,,
CapitalizedSoftwareDevelopmentCostsForSoftwareSoldToCustomers,,,,,,,,,,,,0.000,,,,0.000
CashAndCashEquivalentsAtCarryingValue,7142000.000,6512000.000,5991000.000,8722000.000,12755000.000,6948000.000,6716000.000,6274000.000,6547000.000,5332000.000,6589000.000,7600000.000,4772000.000,4233000.000,2712000.000,8508000.000
CommonStockCapitalSharesReservedForFutureIssuance,,,,2783000.000,,,,4428000.000,365140.000,,,1952000.000,,,,2222000.000
CommonStockIncludingAdditionalPaidInCapital,173928000.000,174288000.000,174532000.000,177446000.000,177878000.000,178068000.000,178117000.000,178386000.000,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,19000000.000,19000000.000,19000000.000,19000000.000,19000000.000,19000000.000,19000000.000,19000000.000,19000000.000,19000000.000,19000000.000,19000000.000,19000000.000,19000000.000,19000000.000,19000000.000
CommonStockSharesIssued,9671000.000,9693000.000,9694000.000,10534000.000,10732000.000,10732000.000,10732000.000,10925000.000,10951000.000,11098000.000,13018000.000,13056000.000,13072000.000,13109000.000,13136000.000,14569000.000
CommonStockSharesOutstanding,9666000.000,9688000.000,9689000.000,10529019.000,10726841.000,10727918.000,10727918.000,10921396.000,10946000.000,11093000.000,13013000.000,13051000.000,13067000.000,13104000.000,13131000.000,14564000.000
CommonStocksIncludingAdditionalPaidInCapital,,,,,,,,,179045000.000,179983000.000,188899000.000,189427000.000,189738000.000,190129000.000,190466000.000,198751000.000
ContractualObligation,,,,,6273000.000,5917000.000,4526000.000,,,,,,,,,
ContractualObligationDueInFourthYear,,,,,528000.000,204000.000,197000.000,,,,,,,,,
ContractualObligationDueInNextTwelveMonths,,,,,2176000.000,2179000.000,2091000.000,,,,,,,,,
ContractualObligationDueInSecondYear,,,,,1638000.000,1624000.000,1090000.000,,,,,,,,,
ContractualObligationDueInThirdYear,,,,,1535000.000,1548000.000,828000.000,,,,,,,,,
ConvertiblePreferredStockNonredeemableOrRedeemableIssuerOptionValue,,,,,,,,,4.600,4.600,4.600,4.600,,,,
DeferredRevenueCurrent,1023000.000,633000.000,224000.000,280000.000,294000.000,556000.000,882000.000,1314000.000,937000.000,496000.000,297000.000,644000.000,457000.000,91000.000,106000.000,142000.000
