,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,6801.000,7067.000,3831.000,14420.000,10330.000,10330.000
AccountsPayableAndOtherAccruedLiabilitiesCurrent,40435.000,,,,,,,
AccountsReceivableGrossCurrent,2000.000,2000.000,2000.000,2000.000,,,,
AccruedLiabilitiesCurrent,2600.000,8000.000,,,8794.000,15573.000,20634.000,27037.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,3419.000,3565.000,3565.000,3565.000,3565.000,3565.000,3565.000,3565.000
AdditionalPaidInCapital,680828.000,680828.000,930778.000,930778.000,1027899.000,1027899.000,1513595.000,2313095.000
Assets,60476.000,16515.000,,,320813.000,320607.000,396654.000,386510.000
AssetsCurrent,60476.000,16515.000,236066.000,437172.000,22497.000,22291.000,52994.000,24046.000
Cash,,,19188.000,39204.000,453.000,128.000,30712.000,1644.000
CashAndCashEquivalentsAtCarryingValue,18547.000,163.000,19188.000,39204.000,453.000,128.000,30712.000,1644.000
CommitmentsAndContingencies,0.000,0.000,,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,110000000.000,100000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000
CommonStockSharesIssued,8300000.000,87150000.000,87650000.000,87650000.000,45500000.000,45500000.000,48537500.000,53537500.000
CommonStockSharesOutstanding,8300000.000,87150000.000,87650000.000,87650000.000,45500000.000,45500000.000,48537500.000,53537500.000
CommonStockValue,830.000,8715.000,8765.000,8765.000,4550.000,4550.000,4853.000,5354.000
ConvertibleNotesPayableCurrent,,,,,,,,204500.000
DebtInstrumentCarryingAmount,,,,390500.000,210500.000,,,
DebtInstrumentFaceAmount,,,,390500.000,,,,
DebtInstrumentInterestRateStatedPercentage,,,,0.040,0.040,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,150838.000,,,
DeferredTaxAssetsValuationAllowance,,,,,150838.000,,,
DepositsAssetsCurrent,469.000,0.000,,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,,,,1257465.000,1318049.000,1840570.000,2708341.000
DueFromRelatedPartiesCurrent,17354.000,0.000,,,,,,
DueToRelatedPartiesCurrent,281.000,29500.000,29500.000,33362.000,33362.000,33362.000,33362.000,33362.000
FiniteLivedIntangibleAssetsNet,,,,,298316.000,298316.000,343660.000,362464.000
Goodwill,0.000,0.000,,,,,,
InterestPayableCurrent,,,,,176.000,,,1069.000
InterestReceivable,,,,,,294.000,414.000,535.000
Liabilities,43316.000,37500.000,36301.000,40429.000,,,,
LiabilitiesAndStockholdersEquity,60476.000,16515.000,236066.000,437172.000,320813.000,320607.000,396654.000,386510.000
LiabilitiesCurrent,,,36301.000,40429.000,278864.000,298342.000,288811.000,339437.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,200000.000,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,25000.000,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,50000.000,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,100000.000,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,,,,375000.000,,,,
NotesAndLoansReceivableNetCurrent,,,200526.000,395968.000,22044.000,22163.000,22282.000,22402.000
NotesPayableRelatedPartiesClassifiedCurrent,,,,,210500.000,212000.000,204500.000,204500.000
NotesReceivableRelatedParties,,,,,21868.000,21868.000,21868.000,21868.000
OperatingLossCarryforwards,,,,806365.000,430965.000,,,
OtherShortTermBorrowings,,,,,22377.000,22987.000,19985.000,20588.000
PreferredStockParOrStatedValuePerShare,,,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,,,10000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
PreferredStockSharesIssued,,,0.000,,,,,
PreferredStockValue,,,0.000,,,,,
PrepaidExpenseCurrent,22106.000,14352.000,14352.000,,,,,
PropertyPlantAndEquipmentNet,0.000,0.000,,,,,,
RetainedEarningsAccumulatedDeficit,-675802.000,-714093.000,-743343.000,-806365.000,-1257465.000,,,
SharesOutstanding,0.000,0.000,0.000,,,,,
StockholdersEquity,,,,,41949.000,22265.000,107843.000,47073.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,17160.000,-20985.000,199765.000,396743.000,,,,
