,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,5002000.000,5113000.000,5230000.000,5345000.000,5459000.000,5567000.000,5193000.000,5298000.000,5397000.000,5498000.000,5253000.000,5363000.000,5505000.000,5609000.000,5681000.000,5825000.000,5931000.000,6040000.000,5925000.000,6031000.000,6135000.000,6234000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,8360000.000,9264000.000,7821000.000,6230000.000,-492000.000,-757000.000,-2355000.000,507000.000,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossBeforeTax1,,,,,,,,,,,1809000.000,855000.000,2841000.000,3995000.000,1673000.000,3047000.000,1331000.000,2893000.000,3596000.000,2898000.000,-955000.000,-587000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,-42000.000,77000.000,110000.000,144000.000,152000.000,167000.000,182000.000,197000.000,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,4508000.000,4453000.000,5158000.000,5696000.000,4781000.000,3636000.000,-385000.000,-552000.000,-1515000.000,186000.000,1081000.000,511000.000,1697000.000,2387000.000,999000.000,1820000.000,795000.000,1728000.000,2189000.000,1764000.000,-581000.000,-357000.000
AdditionalPaidInCapital,46351000.000,46359000.000,46371000.000,46386000.000,46403000.000,46426000.000,46451000.000,46479000.000,46526000.000,46609000.000,46689000.000,46773000.000,46857000.000,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,46940000.000,47009000.000,47106000.000,47342000.000,47437000.000,47535000.000,47634000.000,47733000.000,47836000.000
AdvancePaymentsByBorrowersForTaxesAndInsurance,974000.000,1313000.000,955000.000,703000.000,1078000.000,1363000.000,966000.000,729000.000,1072000.000,1322000.000,997000.000,677000.000,1040000.000,1229000.000,955000.000,690000.000,1025000.000,1172000.000,932000.000,650000.000,804000.000,1047000.000
AdvancesFromFederalHomeLoanBanks,60500000.000,57000000.000,75000000.000,75500000.000,75500000.000,86000000.000,87500000.000,70500000.000,93000000.000,84500000.000,56750000.000,44000000.000,52500000.000,41000000.000,58000000.000,57000000.000,62000000.000,70000000.000,67000000.000,70500000.000,62500000.000,62500000.000
Assets,481703000.000,490100000.000,511330000.000,514071000.000,520704000.000,549316000.000,547535000.000,540014000.000,568249000.000,578343000.000,551343000.000,540145000.000,549833000.000,549752000.000,563668000.000,558019000.000,560263000.000,584200000.000,595565000.000,588683000.000,580351000.000,591472000.000
