,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31
AccountsPayableAndAccruedLiabilitiesCurrent,3323000.000,4002000.000,4512000.000,4701000.000,4881000.000,6321000.000,11237000.000,4306000.000,3884209000.000,4084193.000,4492197000.000,4573290.000,4664440000.000,4845391000.000,5103651000.000,5380427.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,7000.000,9000.000,10000.000,11000.000,12000.000,13000.000,14000.000,15000.000,16157000.000,17199.000,18240000.000,30458.000,44078000.000,58903000.000,73728000.000,88553.000
AdditionalPaidInCapitalCommonStock,90901000.000,90904000.000,90904000.000,90939000.000,90939000.000,90939000.000,90939000.000,91626000.000,95698549000.000,95856726.000,96036317000.000,96212893.000,96212893000.000,96858458000.000,97283458000.000,97463459.000
Assets,1977000.000,2757000.000,4621000.000,6204000.000,6487000.000,7006000.000,3094000.000,1232000.000,603436000.000,681100.000,987126000.000,977398.000,432073000.000,541834000.000,583211000.000,511399.000
AssetsCurrent,512000.000,341000.000,408000.000,675000.000,338000.000,345000.000,239000.000,1044000.000,367902000.000,360223.000,515630000.000,293030.000,109563000.000,228703000.000,284905000.000,227918.000
BuildingsAndImprovementsGross,0.000,0.000,0.000,0.000,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,429000.000,170000.000,248000.000,577000.000,140000.000,215000.000,175000.000,1024000.000,354305000.000,340421.000,486504000.000,271549.000,92031000.000,195116000.000,119514000.000,132146.000
CommitmentsAndContingencies,,,,,,,,,,,,,,,0.000,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,-8000.000,,,,,,,,,,,,,,,
CommonStockSharesAuthorized,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000
