,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,31620000.000,,,,15921000.000,,,,22050000.000,,,,23621000.000,,,,24419000.000,,,,16633000.000,,,,18217000.000
AllocatedShareBasedCompensationExpense,,,,,17808000.000,16267000.000,16219000.000,35712000.000,,,,,,,,,,,,,,,,,
AssetManagementFees,121346000.000,128344000.000,,,,,,,,,,,,,,,,,,,,,,,
BusinessDevelopment,,,,,,,,,,2767000.000,2649000.000,,2791000.000,2950000.000,2807000.000,3434000.000,3189000.000,4127000.000,3644000.000,4747000.000,4669000.000,3789000.000,2458000.000,2524000.000,2757000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,39992000.000,,,,656000.000,,,,62587000.000,,,,121207000.000,,,,32608000.000,,,,-25344000.000,,,,21997000.000
CommonStockDividendsPerShareCashPaid,0.710,0.130,0.140,0.090,0.040,0.100,0.140,0.120,0.750,0.280,0.140,0.250,1.120,0.230,0.170,0.200,0.470,0.220,0.140,0.040,0.000,0.000,0.000,0.000,0.010
CommunicationsAndInformationTechnology,,,,,,,,,,5279000.000,5340000.000,,4838000.000,5873000.000,6188000.000,7195000.000,6915000.000,7202000.000,8577000.000,9277000.000,10349000.000,8325000.000,7997000.000,7814000.000,7029000.000
ComprehensiveIncomeNetOfTax,,,,,-122732000.000,-116205000.000,-127509000.000,50669000.000,26069000.000,4897000.000,24895000.000,205906000.000,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,161166000.000,192385000.000,161632000.000,-823183000.000,205719000.000,88280000.000,120742000.000,571082000.000,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-357726000.000,,,,-283898000.000,-308590000.000,-289141000.000,257852000.000,231788000.000,93177000.000,145637000.000,785223000.000,,,,,,,,,,,,,
