,2011-01-01,2011-12-31,2012-12-29,2013-12-28,2015-01-03,2016-01-02,2016-12-31
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,472000.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,13680000.000,14097000.000,11674000.000,11005000.000,10825000.000,12503000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,1716000.000,-410000.000,-615000.000,-132000.000,5058000.000,
AdvertisingExpense,,5600000.000,9500000.000,9500000.000,10700000.000,10700000.000,
AllocatedShareBasedCompensationExpense,,13676000.000,14097000.000,11674000.000,11005000.000,10825000.000,12503000.000
AmortizationOfIntangibleAssets,,,2100000.000,2700000.000,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,4500000.000,6400000.000,7200000.000,5700000.000,700000.000,200000.000
CapitalExpendituresIncurredButNotYetPaid,,,,,12155000.000,4371000.000,2009000.000
CapitalLeaseObligationsIncurred,,,21000.000,352000.000,0.000,0.000,
CapitalizedComputerSoftwareAmortization,,,,,,200000.000,
CapitalizedComputerSoftwareAmortization1,,,,,,,100000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,41577000.000,-58328000.000,23912000.000,38987000.000,-2136000.000,173653000.000
CommonStockDividendsPerShareDeclared,,,1.000,0.000,0.000,,
ComprehensiveIncomeNetOfTax,,64402000.000,64540000.000,58834000.000,66430000.000,80654000.000,298378000.000
CostOfGoodsSold,,144854000.000,166982000.000,188418000.000,195864000.000,220128000.000,230826000.000
CurrentFederalTaxExpenseBenefit,,23951000.000,26332000.000,24488000.000,22553000.000,31983000.000,99533000.000
CurrentForeignTaxExpenseBenefit,,1123000.000,-54000.000,1704000.000,2709000.000,2448000.000,5815000.000
CurrentIncomeTaxExpenseBenefit,,25695000.000,28689000.000,28618000.000,27998000.000,36819000.000,112270000.000
CurrentStateAndLocalTaxExpenseBenefit,,621000.000,2411000.000,2426000.000,2736000.000,2388000.000,6922000.000
DeconsolidationGainOrLossAmount,,,,,,,273000.000
DeferredFederalIncomeTaxExpenseBenefit,,-2415000.000,-5546000.000,-7281000.000,342000.000,-900000.000,2982000.000
DeferredForeignIncomeTaxExpenseBenefit,,-258000.000,198000.000,-362000.000,149000.000,132000.000,92000.000
DeferredIncomeTaxExpenseBenefit,,-3217000.000,-6806000.000,-8613000.000,-320000.000,-1974000.000,5405000.000
DeferredRevenueRevenueRecognized,,0.000,,,,,
DeferredStateAndLocalIncomeTaxExpenseBenefit,,-544000.000,-1458000.000,-970000.000,-811000.000,-1206000.000,2331000.000
DeferredTaxExpenseFromStockOptionsExercised,,,,700000.000,200000.000,5100000.000,
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,,1400000.000,1500000.000,1700000.000,1800000.000,
DefinedContributionPlanMaximumAnnualContributionPerEmployeePercent,,,0.030,,,,
DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent,,,,0.030,0.030,0.030,0.030
Depreciation,,,7300000.000,8300000.000,9100000.000,11800000.000,13000000.000
DepreciationDepletionAndAmortization,,7342000.000,9369000.000,11421000.000,12818000.000,15684000.000,16817000.000
DividendsCash,,,57275000.000,,,,
EarningsPerShareBasic,,1.070,1.080,1.030,1.330,1.620,6.070
EarningsPerShareDiluted,,1.050,1.070,1.020,1.300,1.550,5.650
EffectOfExchangeRateOnCashAndCashEquivalents,,282000.000,218000.000,552000.000,-4304000.000,-2681000.000,-1451000.000
