,2011-07-02,2011-10-01,2012-03-31,2012-09-29,2013-03-30,2013-06-29,2013-09-28,2014-03-29
AllocatedShareBasedCompensationExpense,,,,1000000.000,800000.000,400000.000,,
AmortizationOfDebtDiscountPremium,,,107000.000,,,,,
AmortizationOfFinancingCosts,,,188000.000,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,1215000.000
AmortizationOfIntangibleAssets,,,,2700000.000,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,800000.000,800000.000,700000.000,,
AssetImpairmentCharges,,,,,,,1090000.000,10100000.000
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,,,,5244000.000,,,,
BusinessAcquisitionsProFormaRevenue,,,,138049000.000,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,-114000.000,0.000,0.000,0.000
CapitalLeaseObligationsIncurred,,,1583000.000,,0.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,4959000.000,,-2403000.000,,,-1121000.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,-299000.000,,,,,
ComprehensiveIncomeNetOfTax,,,-9788000.000,-26061000.000,-7647000.000,-7687000.000,-11322000.000,-19668000.000
CostOfGoodsAndServicesSold,,,,104517000.000,95251000.000,99116000.000,104227000.000,75329000.000
CostOfRevenue,84825000.000,95561000.000,90263000.000,,,,,
DeferredForeignIncomeTaxExpenseBenefit,,,,100000.000,,,,
DeferredIncomeTaxExpenseBenefit,,,702000.000,,,,,
DepreciationAndAmortization,7149000.000,6177000.000,6957000.000,6710000.000,6047000.000,5213000.000,4807000.000,4022000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,-37732000.000,,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,-7063000.000,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,10499000.000,,,,
EarningsPerShareBasicAndDiluted,-0.400,0.150,-0.590,-1.390,-0.400,-0.410,-0.590,-1.020
EffectOfExchangeRateOnCashAndCashEquivalents,,,8000.000,,79000.000,,,-7000.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,0.350,,,0.350
FairValueInputsDiscountRate,,,,,,,,0.192
GainLossOnDispositionOfAssets,,,,,,,,618000.000
GainsLossesOnExtinguishmentOfDebt,-3466000.000,,,,,,-9247000.000,
GainsLossesOnSalesOfAssets,,,263000.000,,,,,
