,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccretionExpense,265000.000,,,,265000.000,,,,242000.000,,,,,,,,,,,,,,,,,
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,,,,,,,,,,,,,,,,,3200000.000,,,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,4900000.000,,,2100000.000,,,,2500000.000,,,,2000000.000,,,,1100000.000,,,,300000.000,,,,,
AllocatedShareBasedCompensationExpense,,,,,7000000.000,6100000.000,7300000.000,8000000.000,7300000.000,7800000.000,8100000.000,8100000.000,8100000.000,7700000.000,8100000.000,7800000.000,7800000.000,8000000.000,8200000.000,8100000.000,8900000.000,8300000.000,8700000.000,8100000.000,7500000.000,7300000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,6700000.000,6800000.000,,,,,,,,,,,,,,,,,,,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,,,,,,,,,,,,,1296000.000,,,,1383000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,63000.000,42000.000,,28000.000,40000.000,38000.000,-77000.000,,69000.000,,,1133000.000,,,,,0.000,0.000,,6000.000,,,,3000.000,8000.000
BusinessAcquisitionEquityInterestsIssuedOrIssuableNumberOfSharesIssued,,,,,,,,,,,,,,,,,,,,,,,,,8804.000,
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,,1.010,,,,,,,,0.650,,,,0.740,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,0.990,,,,,,,,0.640,,,,0.730,,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,48837000.000,,,,,,,,64011000.000,,,,69371000.000,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,,426666000.000,,,,,,,,571272000.000,,,,643718000.000,,,,,,,,,
BusinessCombinationConsiderationTransferred1,,,,,,,,,,,,,,,,,37100000.000,,,,56800000.000,,,,112900000.000,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,,,,,,,,,37500000.000,,,,,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,,,,,,,,,,,289000.000,,,,274000.000,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-11202000.000,,,,3792000.000,,,,13145000.000,,,,-11362000.000,,,,2291000.000,,,,3919000.000,,,,-13859000.000,
