,2012-06-30,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-30,2014-06-29,2014-09-28,2015-03-29,2015-06-28,2015-09-27,2015-12-27,2016-03-27,2016-06-26,2016-09-25,2016-12-25,2017-03-26
AccretionExpense,,,653000.000,,,,568000.000,,,557000.000,,,,,,,,
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,,324000.000,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalIncomeTaxDeficiencyFromShareBasedCompensation,,,,,,,,,,,,,,838000.000,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,4494000.000,,,,3641000.000,,,4785000.000,,,,5890000.000,,,,5990000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,,,,1221000.000,,,1127000.000,,,,,,,,
AllocatedShareBasedCompensationExpense,,,4400000.000,3000000.000,3200000.000,,3575000.000,4264000.000,4872000.000,4585000.000,5233000.000,5395000.000,5182000.000,5647000.000,6686000.000,5272000.000,4989000.000,5724000.000
AmortizationOfDeferredSalesCommissions,,,7604000.000,,,,8792000.000,,,9356000.000,,,,9633000.000,,,,7902000.000
AmortizationOfFinancingCosts,,,923000.000,,,,848000.000,,,751000.000,,,,1315000.000,,,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,,,,,,,,,,1004000.000
CapitalExpendituresIncurredButNotYetPaid,,,1199000.000,,,,851000.000,,,-469000.000,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-44221000.000,,,,-37267000.000,,,-30096000.000,,,,-3503000.000,,,,-28793000.000
CommonStockDividendsPerShareCashPaid,,,,,,,,,,,0.060,,,0.070,0.070,0.070,0.070,0.080
CommonStockDividendsPerShareDeclared,,,,,,,,,,0.060,0.060,0.060,0.060,0.070,0.070,0.070,0.070,0.080
ComprehensiveIncomeNetOfTax,10778000.000,-29156000.000,58691000.000,66724000.000,21991000.000,49344000.000,48368000.000,45479000.000,-14683000.000,31114000.000,6888000.000,-8141000.000,10641000.000,24745000.000,7860000.000,65809000.000,-20443000.000,65372000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,3124000.000,2111000.000,1833000.000,1596000.000,840000.000,1932000.000,1367000.000,1331000.000,613000.000,1494000.000,830000.000,-11380000.000,122000.000,2106000.000,2820000.000,2509000.000,573000.000,925000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,13902000.000,-27045000.000,60524000.000,68320000.000,22831000.000,51276000.000,49735000.000,46810000.000,-14070000.000,32608000.000,7718000.000,-19521000.000,10763000.000,26851000.000,10680000.000,68318000.000,-19870000.000,66297000.000
ConsolidationLessThanWhollyOwnedSubsidiaryParentOwnershipInterestChangeDueToNetIncomeAttributableToParentAndEffectsOfChangesNet,,-54113000.000,,,11294000.000,,41483000.000,26391000.000,-11443000.000,,,,,33655000.000,,19078000.000,,
ConsolidationLessThanWhollyOwnedSubsidiaryParentOwnershipInterestChangesPurchaseOfInterestByParent,,,,,,,11014000.000,,,,,,,702000.000,,,,12000.000
CostOfGoodsAndServicesSold,315472000.000,309420000.000,349989000.000,325453000.000,317589000.000,340811000.000,373614000.000,358856000.000,348315000.000,387468000.000,357455000.000,339000000.000,335766000.000,375288000.000,346811000.000,322080000.000,310674000.000,364748000.000
CostOfGoodsSoldDirectLabor,271400000.000,270011000.000,299867000.000,284028000.000,274125000.000,299602000.000,311418000.000,302472000.000,295532000.000,323986000.000,301039000.000,286628000.000,293957000.000,322805000.000,309155000.000,290032000.000,289258000.000,324398000.000
CostsAndExpenses,932146000.000,964461000.000,995390000.000,950970000.000,938059000.000,1019454000.000,1067833000.000,1048521000.000,1066575000.000,1104358000.000,1037012000.000,987997000.000,1017384000.000,1077504000.000,1065255000.000,973653000.000,1008294000.000,1074693000.000
DecreaseInRestrictedCash,,,,,,,5514000.000,,,8528000.000,,,,29457000.000,,,,14079000.000
DeferredIncomeTaxExpenseBenefit,,,0.000,,,,-876000.000,,,210000.000,,,,234000.000,,,,-794000.000
DepreciationDepletionAndAmortization,39247000.000,38347000.000,40196000.000,40889000.000,40135000.000,42874000.000,46165000.000,48627000.000,48750000.000,46486000.000,47375000.000,47455000.000,49083000.000,47651000.000,49004000.000,48551000.000,48632000.000,46590000.000
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,,,,,,,,,,-1151000.000,,,,,,,,
DividendsCommonStock,,,,,,,,,,7423000.000,,,,,,,,
DividendsCommonStockCash,,,,,,,,,,,7391000.000,7333000.000,,8238000.000,7978000.000,7765000.000,7398000.000,8254000.000
EarningsPerShareBasic,0.160,-0.310,0.520,0.610,,,,,,,,,,,,,,
EarningsPerShareDiluted,0.160,-0.310,0.500,0.580,,,,,,,,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,,-2701000.000,,,,-1385000.000,,,-816000.000,,,,-1041000.000,,,,1740000.000
EffectiveIncomeTaxRateContinuingOperations,0.161,0.188,0.141,-1.175,-0.008,0.797,0.248,0.241,0.275,0.255,0.299,0.263,-0.587,0.240,3.662,0.084,-3.806,0.251
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,,,1221000.000,,,1127000.000,,,,81000.000,,,,0.000
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,,,,,1221000.000,,,1127000.000,,,,81000.000,,,,0.000
GainLossOnDispositionOfAssets,,,,,,,-436000.000,,,-220000.000,,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,318000.000,,,,,,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,0.000,-8956000.000,0.000,-14586000.000,,,,,,,,,,,,,,
GeneralAndAdministrativeExpense,72216000.000,111633000.000,72491000.000,65094000.000,61822000.000,69521000.000,74054000.000,72262000.000,75417000.000,73247000.000,75962000.000,69623000.000,68782000.000,75025000.000,68566000.000,65072000.000,59318000.000,71941000.000
GoodwillAcquiredDuringPeriod,,,,,,,2461000.000,,,,,,,,,,,
GoodwillForeignCurrencyTranslationGainLoss,,,,,,,,,,,,,,,,,,8120000.000
GoodwillImpairmentLoss,,,,,,,,0.000,,,0.000,0.000,,,0.000,,,
GoodwillTransfers,,,,,,,,,,,,,,,,,,-1677000.000
GoodwillTranslationAdjustments,,,,,,,-2290000.000,,,-11736000.000,,,,,,,,
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,,,,,,,,0.000,,,0.000,0.000,,,0.000,,,
ImpairmentOfLongLivedAssetsHeldForUse,4654000.000,0.000,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,24500000.000,-41591000.000,75763000.000,35152000.000,12043000.000,49402000.000,73264000.000,36507000.000,-14940000.000,83356000.000,47137000.000,23607000.000,16754000.000,47210000.000,3030000.000,23178000.000,-16927000.000,59938000.000
IncomeLossFromContinuingOperationsPerBasicShare,,,,,0.090,,0.430,0.210,-0.090,0.480,0.260,0.140,0.160,0.290,-0.080,0.190,-0.030,0.430
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,0.090,,0.420,0.210,-0.090,0.470,0.260,0.130,0.150,0.290,-0.080,0.180,-0.020,0.410
IncomeLossFromEquityMethodInvestments,1720000.000,1268000.000,2858000.000,2623000.000,1973000.000,276000.000,0.000,0.000,0.000,,,,,,,,,
IncomeTaxExpenseBenefit,3936000.000,-7836000.000,10707000.000,-41312000.000,-91000.000,-11512000.000,18164000.000,8785000.000,-4110000.000,21274000.000,14081000.000,6202000.000,-2263000.000,11327000.000,11095000.000,1950000.000,-14228000.000,15015000.000
IncomeTaxesPaidNet,,,2217000.000,,,,10622000.000,,,5597000.000,,,,3551000.000,,,,4906000.000
IncreaseDecreaseInDeferredRevenue,,,-97245000.000,,,,-98214000.000,,,-104680000.000,,,,-102963000.000,,,,-104519000.000
IncreaseDecreaseInInventories,,,-10201000.000,,,,-13788000.000,,,-6235000.000,,,,-5806000.000,,,,-11747000.000
IncreaseDecreaseInOtherCurrentAssets,,,5167000.000,,,,7463000.000,,,-54387000.000,,,,-95746000.000,,,,-96930000.000
IncreaseDecreaseInOtherNoncurrentAssets,,,-2530000.000,,,,-2591000.000,,,-3562000.000,,,,-2424000.000,,,,1328000.000
IncreaseDecreaseInOtherNoncurrentLiabilities,,,1117000.000,,,,-2248000.000,,,-4182000.000,,,,-5288000.000,,,,865000.000
IncreaseInRestrictedCash,,,,,,,5105000.000,,,8268000.000,,,,10128000.000,,,,5873000.000
IndefiniteLivedIntangibleAssetsImpairmentLosses,0.000,0.000,,,,,,,,,,,,,,,,
InterestIncomeExpenseNet,-24037000.000,-21173000.000,-20880000.000,-18015000.000,,,,,,,,,,,,,,
InterestIncomeExpenseNonoperatingNet,,,,,-17690000.000,,-16598000.000,-15109000.000,-13837000.000,-13198000.000,-12867000.000,-14851000.000,-15260000.000,-12875000.000,-10302000.000,-10217000.000,-12332000.000,-9141000.000
InterestPaid,,,19975000.000,,,,15663000.000,,,13352000.000,,,,13050000.000,,,,8334000.000
LitigationSettlementExpense,,,,,,,,,,,,,,300000.000,,,,
MinorityInterestChangeInRedemptionValue,,,,,,,,,,0.000,,,,,,,,
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,,2435000.000,,,,1167000.000,,,1336000.000,,,,2025000.000,,,,2013000.000
NetCashProvidedByUsedInFinancingActivities,,,-21226000.000,,,,-33954000.000,,,-85764000.000,,,,-114634000.000,,,,-154355000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-21226000.000,,,,-33954000.000,,,-85764000.000,,,,-114634000.000,,,,-154355000.000
NetCashProvidedByUsedInInvestingActivities,,,-38394000.000,,,,-41755000.000,,,-39478000.000,,,,-18553000.000,,,,-12375000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-38394000.000,,,,-41755000.000,,,-39478000.000,,,,-18553000.000,,,,-12375000.000
NetCashProvidedByUsedInOperatingActivities,,,18100000.000,,,,39827000.000,,,95962000.000,,,,130725000.000,,,,136197000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,18100000.000,,,,39827000.000,,,95962000.000,,,,130725000.000,,,,136197000.000
