,2011-03-31
AccountsPayableCurrent,255517000.000
AccountsReceivableNetCurrent,366114000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-119240000.000
AdditionalPaidInCapital,1362292000.000
AllowanceForDoubtfulAccountsReceivableCurrent,906000.000
Assets,4664111000.000
AssetsCurrent,1173174000.000
CashAndCashEquivalentsAtCarryingValue,280696000.000
CommonStockParOrStatedValuePerShare,0.625
CommonStockSharesAuthorized,300000000.000
CommonStockSharesIssued,103122505.000
CommonStockValueOutstanding,64925000.000
DeferredTaxLiabilitiesNoncurrent,165172000.000
DefinedBenefitPensionPlanLiabilitiesNoncurrent,76377000.000
EmployeeRelatedLiabilitiesCurrent,103586000.000
Goodwill,36707000.000
IncomeTaxesReceivable,12957000.000
IntangibleAssetsNetExcludingGoodwill,106618000.000
InventoryNet,304491000.000
Liabilities,2875761000.000
LiabilitiesAndStockholdersEquity,4664111000.000
LiabilitiesCurrent,693925000.000
LiabilitiesNoncurrent,2181836000.000
LongTermDebtAndCapitalLeaseObligations,1309251000.000
LongTermDebtAndCapitalLeaseObligationsCurrent,9672000.000
OtherAssetsCurrent,208916000.000
OtherAssetsNoncurrent,111547000.000
OtherLiabilitiesCurrent,325150000.000
OtherLiabilitiesNoncurrent,631036000.000
PreferredStockSharesAuthorized,20000000.000
PreferredStockSharesIssued,0.000
PreferredStockValue,0.000
PropertyPlantAndEquipmentNet,3236065000.000
RetainedEarningsAccumulatedDeficit,512195000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1788634000.000
TreasuryStockValue,31822000.000
