,2012-03-31,2014-03-31,2015-03-31
AdjustmentForAmortization,,348.000,348.000
CashAcquiredFromAcquisition,,0.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-22529.000,1478.000
DebtConversionConvertedInstrumentWarrantsOrOptionsIssued1,,1200000.000,
Depreciation,,1600.000,1600.000
EarningsPerShareBasicAndDiluted,,0.000,-0.000
EffectiveIncomeTaxRateContinuingOperations,,0.000,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,-0.340,-34.000
GeneralAndAdministrativeExpense,16271.000,30977.000,83570.000
IncomeLossFromContinuingOperations,,,-113570.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,-113570.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-76234.000,
IncomeTaxExpenseBenefit,,0.000,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,38613.000
IncomeTaxesPaidNet,,0.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,5162.000,,
IncreaseDecreaseInOtherAccruedLiabilities,,4749.000,-4749.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,2500.000,
InterestPaidNet,,0.000,
InvestmentIncomeInterest,,-1.000,
NetCashProvidedByUsedInContinuingOperations,,,-101578.000
NetCashProvidedByUsedInFinancingActivities,11109.000,44508.000,103056.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,11109.000,44508.000,103056.000
NetCashProvidedByUsedInInvestingActivities,,0.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,0.000,
NetCashProvidedByUsedInOperatingActivities,-11109.000,-67037.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-11109.000,-67037.000,
NetIncomeLoss,-16271.000,,-113570.000
OperatingExpenses,,76235.000,113570.000
OperatingIncomeLoss,,-76235.000,
OtherNonoperatingIncomeExpense,,-1.000,
PartnersCapitalAccountContributions,,,14793.000
PaymentsToAcquirePropertyPlantAndEquipment,,0.000,
ProceedsFromContributedCapital,,,14793.000
ProceedsFromIssuanceOrSaleOfEquity,,0.000,
ProceedsFromRelatedPartyDebt,11109.000,,103056.000
ProceedsFromRepaymentsOfRelatedPartyDebt,,44508.000,
ProfessionalFees,,19150.000,
ProfitLoss,,-76234.000,-113570.000
ResearchAndDevelopmentExpense,,808.000,
Revenues,,0.000,
SalariesWagesAndOfficersCompensation,,0.000,
SalesRevenueNet,,0.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsForfeitures,,,1200000.000
WeightedAverageNumberOfDilutedSharesOutstanding,113525000.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,73000000.000,74196760.000
