,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AllocatedShareBasedCompensationExpense,,,,810000.000,885000.000,,1045000.000,841000.000
AmortizationOfIntangibleAssets,,1485000.000,2157000.000,1941000.000,1938000.000,1969000.000,1905000.000,1883000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,14147000.000,15682000.000,,,
AssetImpairmentCharges,,,,,7402000.000,,,
ComprehensiveIncomeNetOfTax,,,10749000.000,-4147000.000,2814000.000,3726000.000,-5603000.000,-3979000.000
Depreciation,,,444000.000,,,,295000.000,
DilutiveSecuritiesEffectOnBasicEarningsPerShareOther,,,,,,,136000.000,
EarningsPerShareBasic,0.010,-0.010,0.050,0.010,-0.020,0.050,0.010,-0.040
EarningsPerShareDiluted,0.010,-0.010,0.040,0.010,-0.020,0.050,0.010,-0.040
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,434000.000,,,,-144000.000,
ForeignCurrencyTransactionGainLossBeforeTax,,,,,,,-1326000.000,-78000.000
GoodwillTranslationAdjustments,,,,,,,-2748000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,909000.000,-3423000.000,1457000.000,-391000.000,-7239000.000,1388000.000,-3359000.000,-7115000.000
IncomeTaxExpenseBenefit,6000.000,-2352000.000,-2783000.000,-1630000.000,-5479000.000,-3140000.000,-3847000.000,-2932000.000
IncreaseDecreaseInAccountsPayableAndOtherOperatingLiabilities,,,-1988000.000,,,,312000.000,
IncreaseDecreaseInAccountsReceivable,,,-4763000.000,,,,-88000.000,
IncreaseDecreaseInDeferredIncomeTaxes,,,1484000.000,,,,2099000.000,
IncreaseDecreaseInDeferredRevenue,,,-1430000.000,,,,,
IncreaseDecreaseInIncomeTaxesReceivable,,,1329000.000,,,,1663000.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-112000.000,,,,373000.000,
IncrementalCommonSharesAttributableToContingentlyIssuableShares,,,,9086000.000,,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,501000.000,,,3125000.000,
