,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,0.000,935.000,1218.000,2601.000,18559.000,40068.000,28978.000,30740.000,22021.000,40717.000,40412.000,56411.000,57273.000
AccruedIncomeTaxes,,,,,,,,1501.000,,,,,
AccruedLiabilitiesCurrent,,55200.000,55200.000,55200.000,55200.000,55200.000,55200.000,55200.000,55200.000,82660.000,82660.000,82660.000,82660.000
AccruedProfessionalFeesCurrent,,,,,55200.000,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,132.000,160.000,497.000,834.000,1171.000,,2020.000,4854.000,,4701.000,
AdditionalPaidInCapital,65610.000,221977.000,275319.000,275319.000,285318.000,458959.000,869256.000,964042.000,1410501.000,1750006.000,2703484.000,7324620.000,19939247.000
Assets,42551.000,110834.000,52288.000,93156.000,91127.000,49711.000,451265.000,392143.000,747229.000,655916.000,548603.000,419321.000,534067.000
AssetsCurrent,42551.000,105608.000,45747.000,82029.000,77967.000,36008.000,437899.000,377332.000,738374.000,647935.000,541196.000,414230.000,530223.000
CashAndCashEquivalentsAtCarryingValue,42551.000,10632.000,17747.000,3177.000,15028.000,1567.000,126983.000,2333.000,18914.000,5113.000,2246.000,16601.000,718.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,21000.000,16000.000,41972.000,22404.000,16000.000,,27700.000,,,,,,6000.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,1974000.000,7044000.000,9216012.000,9216012.000,9231397.000,9231397.000,10263297.000,10406547.000,10812103.000,2853103.000,15136438.000,18927638.000,30853638.000
CommonStockSharesOutstanding,1974000.000,7044000.000,9216012.000,9216012.000,9231397.000,9231397.000,10263297.000,10406547.000,10812103.000,2853103.000,15136438.000,18927638.000,29844888.000
CommonStockValue,197.000,704.000,922.000,922.000,923.000,923.000,1026.000,1040.000,1081.000,1285.000,1513.000,1892.000,3085.000
DeferredRentCreditNoncurrent,,,,,,22000.000,29000.000,29000.000,,,,,
DeferredRevenueCurrent,,,,33000.000,,,600.000,,,,,,
DeferredTaxAssetsGross,,,,,,132409.000,,,,,,4958295.000,
DeferredTaxAssetsTaxDeferredExpense,,,,,,,,,,,,4658597.000,
DeferredTaxAssetsTaxDeferredExpenseOther,,,,,,332.000,,,,,,,
DeferredTaxAssetsValuationAllowance,,,,,,132409.000,,,,,,4958295.000,
DepositsAssetsNoncurrent,,5226.000,2813.000,4756.000,4756.000,4756.000,,,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,92260.000,158676.000,,,,,,,,,,,
DueFromOfficersOrStockholders,,,11622.000,6404.000,,,,,,,,,
DueFromRelatedPartiesCurrent,,,0.000,33000.000,,,,,,,,,
DueToRelatedPartiesCurrent,90004.000,6694.000,0.000,0.000,,,,,,,,,
