,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,3481000.000,3243000.000,2175000.000,3019000.000,1761000.000,3118000.000,2624000.000,2863000.000,4218000.000,5572000.000,3723000.000,9115000.000,3064000.000,7437000.000,5428000.000,2703000.000,5024000.000,2833000.000,2279000.000,2363000.000,2349000.000,2328000.000,7118000.000,2816000.000,6951000.000
AccountsReceivableNetCurrent,2160000.000,8460000.000,12914000.000,4938000.000,10803000.000,11361000.000,3911000.000,5805000.000,3647000.000,6041000.000,4557000.000,2229000.000,1855000.000,3047000.000,46074000.000,3607000.000,2885000.000,3680000.000,2966000.000,19947000.000,39677000.000,27777000.000,14249000.000,15678000.000,1565000.000
AccruedLiabilitiesCurrent,9231000.000,8129000.000,11777000.000,6669000.000,7759000.000,7636000.000,6450000.000,8008000.000,6946000.000,11356000.000,10771000.000,6243000.000,6821000.000,5814000.000,7760000.000,6418000.000,8245000.000,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,62237000.000,,,,72666000.000,,,,84148000.000,,,,93807000.000,,,,102712000.000,,,,111243000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,818000.000,766000.000,-987000.000,-1103000.000,-43000.000,-620000.000,155000.000,-357000.000,-395000.000,-1336000.000,-1689000.000,-1181000.000,-940000.000,-887000.000,-1178000.000,-1567000.000,-1276000.000,-1498000.000,-1821000.000,-2170000.000,-1835000.000,-2019000.000,-1962000.000,-2363000.000,-1849000.000
AdditionalPaidInCapitalCommonStock,1580990000.000,1587461000.000,1592803000.000,1597428000.000,1602141000.000,1606800000.000,1612620000.000,1617744000.000,1623207000.000,1628967000.000,1636162000.000,1643660000.000,1769713000.000,1776746000.000,1789010000.000,1824195000.000,1831057000.000,1841730000.000,1854210000.000,1876072000.000,1888531000.000,1898342000.000,1912907000.000,2111483000.000,2131698000.000
AllowanceForDoubtfulAccountsReceivable,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,0.000,0.000,,,,,,,,,,,,,0.000,,,,0.000,,,,0.000,
Assets,704478000.000,670854000.000,648093000.000,606550000.000,694789000.000,668443000.000,541452000.000,497790000.000,447901000.000,412809000.000,383035000.000,434527000.000,487013000.000,478137000.000,476902000.000,441621000.000,499212000.000,456667000.000,449246000.000,502061000.000,491879000.000,463099000.000,425095000.000,568871000.000,528486000.000
AssetsCurrent,539373000.000,389095000.000,297620000.000,276706000.000,420654000.000,468291000.000,346945000.000,314631000.000,267036000.000,234423000.000,207942000.000,257882000.000,304770000.000,298223000.000,324120000.000,288200000.000,347293000.000,302246000.000,286351000.000,350051000.000,344845000.000,318320000.000,282522000.000,426252000.000,380985000.000
AvailableForSaleSecurities,,470221000.000,414957000.000,399624000.000,350356000.000,340965000.000,318961000.000,251757000.000,,172456000.000,121938000.000,197959000.000,251628000.000,247436000.000,204635000.000,225459000.000,171353000.000,230856000.000,246070000.000,250444000.000,212846000.000,216248000.000,187286000.000,330713000.000,335607000.000
AvailableForSaleSecuritiesCurrent,496157000.000,351280000.000,223479000.000,225856000.000,233624000.000,296720000.000,308939000.000,251757000.000,207664000.000,160453000.000,118139000.000,197959000.000,251628000.000,245737000.000,204635000.000,225459000.000,171353000.000,233785000.000,249000000.000,253374000.000,215776000.000,219178000.000,190216000.000,329462000.000,335043000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,213386000.000,233624000.000,296720000.000,308939000.000,251757000.000,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesFairValueDisclosure,,,,,,,318961000.000,252760000.000,213313000.000,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesNoncurrent,,118941000.000,191478000.000,173768000.000,116732000.000,44245000.000,,,,,,,,,,,,,,,,,,,3493000.000
CapitalLeaseObligations,,,,,,,,,,,,,,,,,9800000.000,8500000.000,7200000.000,5800000.000,8100000.000,6400000.000,4500000.000,5100000.000,4500000.000
CapitalLeaseObligationsCurrent,,,,-2432000.000,,,,2970000.000,,,,3536000.000,,,,4512000.000,5412000.000,5643000.000,5883000.000,4756000.000,4782000.000,3616000.000,2370000.000,2908000.000,2909000.000
CapitalLeaseObligationsNoncurrent,16448000.000,15863000.000,15250000.000,14582000.000,13890000.000,13174000.000,12414000.000,11607000.000,10766000.000,9901000.000,9007000.000,8049000.000,7050000.000,6025000.000,5339000.000,4139000.000,4386000.000,2889000.000,1335000.000,1073000.000,3325000.000,2756000.000,2143000.000,2223000.000,1609000.000
CapitalLeasedAssetsGross,,,,2312000.000,,,,2312000.000,,,,2300000.000,,,,2700000.000,,,,5100000.000,,,,8200000.000,
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,1848000.000,,,,1430000.000,,,,1000000.000,,,,1200000.000,,,,3200000.000,,,,7400000.000,
CapitalLeasesFutureMinimumPaymentsDue,,,,24662000.000,,,,19634000.000,,,,14483000.000,,,,10015000.000,,,,6250000.000,,,,5609000.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,5028000.000,,,,5129000.000,,,,5169000.000,,,,5572000.000,,,,5135000.000,,,,3270000.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,5280000.000,,,,4034000.000,,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,5191000.000,,,,5280000.000,,,,4034000.000,,,,175000.000,,,,72000.000,,,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,5129000.000,,,,5191000.000,,,,5280000.000,,,,4268000.000,,,,1043000.000,,,,2339000.000,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,4034000.000,,,,,,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,7648000.000,,,,5057000.000,,,,2898000.000,,,,1364000.000,,,,421000.000,,,,478000.000,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,17014000.000,,,,14577000.000,,,,11585000.000,,,,8651000.000,,,,5829000.000,,,,5131000.000,
CapitalLeasesFutureMinimumSubleaseRentals,,,,,,,,,,,,7400000.000,,,,4800000.000,,,,2100000.000,,,,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,464000.000,,,,882000.000,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,22485000.000,11626000.000,43008000.000,15312000.000,148485000.000,136154000.000,10338000.000,25437000.000,28531000.000,41432000.000,65411000.000,39067000.000,32443000.000,30699000.000,32008000.000,12365000.000,129452000.000,20875000.000,18819000.000,55570000.000,72549000.000,55676000.000,63295000.000,59640000.000,23480000.000
CashAndCashEquivalentsFairValueDisclosure,,,43008000.000,,,,,,,,,,,,,,,,,,,,,,
CashCashEquivalentsAndShortTermInvestments,,,458000000.000,414900000.000,498800000.000,,,,,,,,,,,,,,,,,,,,
CommonStockCapitalSharesReservedForFutureIssuance,,,,35377000.000,,,,,,,,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000
CommonStockSharesIssued,114023000.000,114305000.000,114426000.000,114485000.000,114591000.000,114780000.000,115073000.000,115259000.000,115461000.000,115683000.000,115990000.000,116494000.000,126936000.000,127286000.000,128248000.000,131216000.000,131451000.000,132185000.000,133217000.000,135289000.000,136151000.000,136602000.000,137796000.000,153212000.000,154731000.000
CommonStockSharesOutstanding,114023000.000,114305000.000,114426000.000,114485000.000,114591000.000,114780000.000,115073000.000,115259000.000,115461000.000,115683000.000,115990000.000,116494000.000,126936000.000,127286000.000,128248000.000,131216000.000,131451000.000,132185000.000,133217000.000,135289000.000,136151000.000,136602000.000,137796000.000,153212000.000,154731000.000
