,2011-04-01,2011-07-01,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,338600000.000,368300000.000,376700000.000,379300000.000,373400000.000,384800000.000,387000000.000,432000000.000,413400000.000,423400000.000,482700000.000,495100000.000,470500000.000,490400000.000,502300000.000,507700000.000,492400000.000,507300000.000,486300000.000,508300000.000,521000000.000,543700000.000,545100000.000,568900000.000,535600000.000
AccountsPayableTradeCurrent,,,,231800000.000,,,,258900000.000,,,,256700000.000,263700000.000,262600000.000,278200000.000,284100000.000,291600000.000,301700000.000,283200000.000,293900000.000,306500000.000,316100000.000,319600000.000,331600000.000,346300000.000
AccountsReceivableNetCurrent,248500000.000,272800000.000,262000000.000,264600000.000,270600000.000,272400000.000,278300000.000,303100000.000,332400000.000,327400000.000,323900000.000,330200000.000,344400000.000,342800000.000,321300000.000,322900000.000,337100000.000,340400000.000,330700000.000,276200000.000,277000000.000,278900000.000,265300000.000,287000000.000,305200000.000
AccrualForEnvironmentalLossContingencies,,,,,,,,,,4700000.000,4400000.000,4000000.000,4100000.000,3900000.000,3400000.000,3100000.000,2400000.000,2400000.000,1900000.000,1700000.000,,,,,
AccruedBonusesCurrent,,,,10500000.000,,,,13600000.000,,,,,,,,,,,,,,,,,
AccruedIncomeTaxesCurrent,21900000.000,2700000.000,13000000.000,1700000.000,31600000.000,1800000.000,11000000.000,39800000.000,38300000.000,2200000.000,3400000.000,2300000.000,34600000.000,1900000.000,12000000.000,1000000.000,34700000.000,4600000.000,21700000.000,7200000.000,40500000.000,1600000.000,10100000.000,6200000.000,45500000.000
AccruedMarketingCostsCurrent,,,,89000000.000,,,,91200000.000,,,,123700000.000,124000000.000,142000000.000,125000000.000,114800000.000,113000000.000,107700000.000,87700000.000,91500000.000,110100000.000,108100000.000,90300000.000,82000000.000,94300000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,422500000.000,410900000.000,404500000.000,418100000.000,428200000.000,440400000.000,436200000.000,449900000.000,460200000.000,474900000.000,473100000.000,487600000.000,501200000.000,511700000.000,505400000.000,515900000.000,530000000.000,540900000.000,535400000.000,552200000.000,566400000.000,579700000.000,576700000.000,592900000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,26000000.000,31200000.000,16900000.000,2900000.000,9600000.000,200000.000,6700000.000,2500000.000,-3100000.000,-11800000.000,-4300000.000,200000.000,-1400000.000,4500000.000,-13900000.000,-34700000.000,-56100000.000,-34100000.000,-44900000.000,-45900000.000,-42700000.000,-50000000.000,-51800000.000,-63800000.000,-56500000.000
AdditionalPaidInCapital,312000000.000,258500000.000,264200000.000,271700000.000,280900000.000,305600000.000,310900000.000,318800000.000,328400000.000,348600000.000,354900000.000,352900000.000,327100000.000,343500000.000,363400000.000,364800000.000,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,,,,365600000.000,371300000.000,374100000.000,376400000.000,381000000.000,389800000.000,248800000.000,251400000.000,249400000.000
AllowanceForDoubtfulAccountsReceivableCurrent,5400000.000,2200000.000,2000000.000,1800000.000,800000.000,600000.000,700000.000,800000.000,800000.000,1000000.000,900000.000,800000.000,1000000.000,1400000.000,1500000.000,1900000.000,1000000.000,900000.000,900000.000,1000000.000,1200000.000,1800000.000,1800000.000,2100000.000,1800000.000
Assets,2952500000.000,3055400000.000,3143700000.000,3117600000.000,3135300000.000,3116300000.000,3839800000.000,4098100000.000,4064500000.000,4047700000.000,4198800000.000,4259700000.000,4086400000.000,3988100000.000,4325800000.000,4381300000.000,4344700000.000,4228200000.000,4217800000.000,4256900000.000,4292300000.000,4310200000.000,4282700000.000,4354100000.000,4487800000.000
AssetsCurrent,663200000.000,702600000.000,798800000.000,755200000.000,759300000.000,731600000.000,1435900000.000,933800000.000,911800000.000,911000000.000,1065300000.000,1115800000.000,953800000.000,864400000.000,992800000.000,1032500000.000,932000000.000,848100000.000,851700000.000,906000000.000,785500000.000,817900000.000,804500000.000,756800000.000,754500000.000
AssetsHeldForSalePropertyPlantAndEquipment,,,,8600000.000,8600000.000,8000000.000,8000000.000,7900000.000,,,,,,,,,,,,,,,,,
BuildingsAndImprovementsGross,,230600000.000,232300000.000,224500000.000,226100000.000,224900000.000,225500000.000,276800000.000,281900000.000,280600000.000,281300000.000,280400000.000,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,64800000.000,64800000.000,69100000.000,,0.000,0.000,652300000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquired,,,,69100000.000,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsInventory,,,,1000000.000,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,10700000.000,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationLiabilitiesAssumed,,,,0.000,,,,,,,,,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles,,,,57400000.000,,,,,,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,,,,,,111500000.000,,,,106000000.000,,,,100600000.000,,,,97000000.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,,,5700000.000,,,,5800000.000,,,,5800000.000,,,,5700000.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,,,,,6100000.000,,,,6000000.000,,,,6100000.000,,,,6000000.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,,,5800000.000,,,,6000000.000,,,,6000000.000,,,,6000000.000,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,,,,5800000.000,,,,5800000.000,,,,6000000.000,,,,6000000.000,
