,2012-08-31
CashAcquiredFromAcquisition,773.000
CashAndCashEquivalentsPeriodIncreaseDecrease,162.000
EarningsPerShareBasicAndDiluted,-0.010
ForeignCurrencyTransactionGainLossRealized,-2006.000
GeneralAndAdministrativeExpense,11379.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,145968.000
IncreaseDecreaseInDueToRelatedPartiesCurrent,545887.000
NetCashProvidedByUsedInInvestingActivities,773.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,773.000
NetCashProvidedByUsedInOperatingActivities,-611.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-611.000
NetIncomeLoss,-692466.000
OperatingExpenses,690460.000
OperatingIncomeLoss,-690460.000
OperatingLeasesRentExpenseNet,9000.000
ProfessionalAndContractServicesExpense,510250.000
ProfessionalFees,102308.000
ProfitLoss,-692466.000
StockIssuedDuringPeriodValueAcquisitions,-313590.000
TechnologyServicesCosts,52726.000
TravelAndEntertainmentExpense,4797.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,49764500.000
