,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AccountsPayableCurrent,71104000.000,63996000.000,70267000.000,63084000.000,60765000.000,74073000.000,67743000.000,57300000.000
AccountsReceivableNetCurrent,64845000.000,58450000.000,61044000.000,54030000.000,52494000.000,64618000.000,53005000.000,45448000.000
AccruedIncomeTaxesCurrent,,,,600000.000,,,,200000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,-10555000.000,,,,10781000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,3000000.000,3100000.000,3100000.000,3600000.000,4200000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-3875000.000,-3987000.000,-3219000.000,-3187000.000,-3303000.000,-3153000.000,-3603000.000,-4160000.000
AdditionalPaidInCapitalCommonStock,70763000.000,70878000.000,70945000.000,71013000.000,71092000.000,70343000.000,70383000.000,70423000.000
AllowanceForDoubtfulAccountsReceivableCurrent,817000.000,874000.000,699000.000,853000.000,704000.000,780000.000,788000.000,828000.000
Assets,149872000.000,134813000.000,144875000.000,133093000.000,129003000.000,150739000.000,128800000.000,101992000.000
AssetsCurrent,146778000.000,131139000.000,141106000.000,129280000.000,124844000.000,146528000.000,124708000.000,99069000.000
BorrowedFunds,,,,,,,,2200000.000
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,4112000.000,4100000.000,,,
BusinessAcquisitionPreexistingRelationshipGainLossRecognized,,,,4100000.000,4100000.000,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquired,,,,5374000.000,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsFinishedGoods,,,,5022000.000,,,,
BusinessAcquisitionPurchasePriceAllocationIntangibleAssetsNotAmortizable,,,,352000.000,,,,
CashAndCashEquivalentsAtCarryingValue,4247000.000,7461000.000,7321000.000,4710000.000,3466000.000,12549000.000,4167000.000,3605000.000
CommonStockCapitalSharesReservedForFutureIssuance,,,,,,,,354053.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,7072473.000,7086188.000,7104043.000,7112995.000,7126883.000,7178258.000,7189241.000,7199336.000
CommonStockSharesOutstanding,4940999.000,4952352.000,4970207.000,4979159.000,4993047.000,5144422.000,5155405.000,5165500.000
CommonStockValue,70000.000,70000.000,70000.000,70000.000,70000.000,71000.000,71000.000,71000.000
DeferredTaxAssetsGross,,,,26676000.000,,,,32241000.000
DeferredTaxAssetsLiabilitiesNetCurrent,,,,632000.000,,,,638000.000
DeferredTaxAssetsNet,,,,4511000.000,,,,4182000.000
DeferredTaxAssetsNetCurrent,441000.000,535000.000,642000.000,632000.000,362000.000,306000.000,589000.000,638000.000
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,23416000.000,,,,27620000.000
DeferredTaxAssetsOther,,,,2126000.000,,,,3042000.000
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,,,,300000.000,,,,200000.000
DeferredTaxAssetsValuationAllowance,,,,22165000.000,,,,28059000.000
DeferredTaxLiabilitiesUndistributedForeignEarnings,,,,3879000.000,,,,3544000.000
DerivativeFinancialInstrumentsLiabilitiesFairValueDisclosure,,,,200000.000,100000.000,100000.000,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,77000.000,,200000.000,200000.000,200000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,,84000.000,100000.000,100000.000,100000.000
FiniteLivedIntangibleAssetsNet,,,,264000.000,235000.000,206000.000,176000.000,0.000
FurnitureAndFixturesGross,,,,,,,,10297000.000
IntangibleAssetsNetExcludingGoodwill,352000.000,323000.000,294000.000,,,,,
InventoryNet,67429000.000,55671000.000,64362000.000,61785000.000,55655000.000,61625000.000,56815000.000,40142000.000
LeaseholdImprovementsGross,,,,,,,,3301000.000
LettersOfCreditOutstandingAmount,,,,,3600000.000,3600000.000,,
LiabilitiesAndStockholdersEquity,149872000.000,134813000.000,144875000.000,133093000.000,129003000.000,150739000.000,128800000.000,101992000.000
LiabilitiesCurrent,128647000.000,109819000.000,118596000.000,108680000.000,106730000.000,129880000.000,112546000.000,94097000.000
LineOfCreditFacilityCurrentBorrowingCapacity,,,,,700000.000,4900000.000,4700000.000,1100000.000
LineOfCreditFacilityMaximumBorrowingCapacity,,,,,,,3500000.000,
LineOfCreditFacilityRemainingBorrowingCapacity,,,,,,,,1200000.000
LinesOfCreditCurrent,48530000.000,35288000.000,39138000.000,36880000.000,36576000.000,46258000.000,35981000.000,28484000.000
OperatingLeasesFutureMinimumPaymentsDue,,,,10787000.000,,,,6598000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,1749000.000,,,,1502000.000
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,1187000.000,,,,514000.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,2154000.000,,,,812000.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,1667000.000,,,,1008000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,1969000.000,,,,1215000.000
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,2061000.000,,,,1547000.000
OtherAssetsCurrent,9816000.000,9022000.000,7737000.000,8123000.000,12867000.000,7430000.000,10132000.000,9236000.000
PreferredStockParOrStatedValuePerShare,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
PreferredStockSharesAuthorized,129500.000,129500.000,129500.000,129500.000,129500.000,129500.000,129500.000,129500.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidTaxes,,,,100000.000,,,,16000.000
PropertyPlantAndEquipmentGross,,,,14104000.000,,,,13704000.000
PropertyPlantAndEquipmentNet,2742000.000,3351000.000,3475000.000,3549000.000,3924000.000,4005000.000,3916000.000,2923000.000
PropertyPlantAndEquipmentOther,,,,,,,,106000.000
RetainedEarningsAccumulatedDeficit,-30942000.000,-27176000.000,-26726000.000,-28692000.000,-30795000.000,-32398000.000,-36593000.000,-44435000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,,,,45403.000,11944.000,111944.000,111944.000,150278.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedWeightedAverageGrantDateFairValue,,,,4.220,5.160,2.270,2.270,2.290
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,55000.000,,750000.000,,20000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,55000.000,150000.000,200000.000,200000.000,240000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,0.480,,,,2.080
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,,,,,70000.000,20000.000,20000.000,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,112100.000,100000.000,48000.000,48000.000,48000.000
StockholdersEquity,21225000.000,24994000.000,26279000.000,24413000.000,22273000.000,20859000.000,16254000.000,7895000.000
TreasuryStockShares,2131474.000,2133836.000,2133836.000,2133836.000,2133836.000,2033836.000,2033836.000,2033836.000
TreasuryStockValue,14791000.000,14791000.000,14791000.000,14791000.000,14791000.000,14004000.000,14004000.000,14004000.000
