,2011-11-26,2012-02-25,2012-05-26,2012-11-24,2013-03-02,2013-06-01,2013-08-31,2013-11-30,2014-03-01,2014-05-31,2014-08-30,2014-11-29,2015-02-28,2015-05-30,2015-08-29,2015-11-28,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,,,7815000.000,8027000.000,7870000.000,3063000.000,2209000.000,2585000.000,2935000.000,2956000.000
AccountsPayableCurrent,34591000.000,30556000.000,27681000.000,22364000.000,21814000.000,21806000.000,22490000.000,6454000.000,6578000.000,6160000.000,1634000.000,1550000.000,,,,,,,,,
AccruedLiabilitiesCurrent,16078000.000,32975000.000,32243000.000,28288000.000,25611000.000,22079000.000,22540000.000,17834000.000,18018000.000,17245000.000,13131000.000,9807000.000,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,,-1476000.000,-1476000.000,-1476000.000,-2337000.000,-2337000.000,-2337000.000,-3161000.000,-3161000.000
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,42895000.000,43285000.000,44539000.000,81967000.000,83371000.000,84769000.000,87521000.000,115063000.000
Assets,212577000.000,178184000.000,161617000.000,169839000.000,159104000.000,154059000.000,150382000.000,125112000.000,175378000.000,169688000.000,147151000.000,140774000.000,,63149000.000,58876000.000,56297000.000,79643000.000,85657000.000,85263000.000,85601000.000,111674000.000
AssetsCurrent,212577000.000,178184000.000,,,,,,,,,,,,,,,,,,,
AssetsUnderManagementCarryingAmount,,,,,,,,,,,,,,,,,,,,69071000.000,68726000.000
Cash,,,,,,,,,,,,16600000.000,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,45003000.000,26304000.000,12219000.000,17655000.000,13454000.000,12198000.000,36657000.000,16144000.000,9663000.000,33580000.000,13354000.000,8152000.000,,19453000.000,16296000.000,10189000.000,25285000.000,24803000.000,18240000.000,4678000.000,26679000.000
CommonStockParOrStatedValuePerShare,0.050,0.050,,,,,,,,,,,,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,30000000.000,30000000.000,,,,,,39999997.000,,,,,,80000000.000,80000000.000,80000000.000,79999997.000,79999997.000,79999997.000,79999997.000,79999997.000
CommonStockSharesIssued,,,,,,,,,,,,,,24712000.000,24729000.000,24979000.000,30086297.000,30482601.000,30509267.000,30679566.000,34444293.000
CommonStockSharesOutstanding,14448000.000,14448000.000,,,,,,,,,,,,20122000.000,20132000.000,20241000.000,25302332.000,25477422.000,25493521.000,25663820.000,29343441.000
CommonStockValue,,,,,,,,,,,,,,247000.000,247000.000,250000.000,301000.000,305000.000,305000.000,307000.000,344000.000
ContractualObligation,,,,17792000.000,17792000.000,17792000.000,17792000.000,7066000.000,7066000.000,7066000.000,7066000.000,7066000.000,,7066000.000,7066000.000,7066000.000,0.000,0.000,0.000,0.000,
ContractualObligationFutureMinimumPaymentsDueRemainderOfFiscalYear,,,,,,,,7100000.000,,7100000.000,,,,,,,,,,,
CustomerRefundLiabilityCurrent,5062000.000,4607000.000,4607000.000,4607000.000,6000.000,6000.000,6000.000,0.000,0.000,,,,,,,,,,,,
DeferredCompensationSharebasedArrangementsLiabilityCurrentAndNoncurrent,,,,,,,,,,,,,,5492000.000,5154000.000,4704000.000,,0.000,0.000,0.000,
DeferredCostsLeasingGross,,,,,,,,,,,,,,,49000.000,,,,,,
DeferredFinanceCostsGross,,,,,,,,,,,,,,,693000.000,693000.000,,,,,
DeferredOfferingCosts,,,,,,,,,,,,,,,,363000.000,,,,,
DeferredRentReceivablesNet,,,,,,,,,,,,,,,,155000.000,351000.000,457000.000,496000.000,543000.000,587000.000
DeferredTaxAssetsGross,,,,,124774000.000,,,,110425000.000,,,,89631000.000,,,,,,,95627000.000,
DeferredTaxAssetsLiabilitiesNet,,,,,0.000,,,,0.000,,,,0.000,,,,,,,0.000,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,0.000,,,,,,,,0.000,,,,,,,0.000,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,0.000,,,,,,,,0.000,,,,,,,0.000,
DeferredTaxAssetsNet,,,,,41098000.000,,,,50557000.000,,,,148000.000,,,,,,,300000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,70746000.000,,,,79145000.000,,,,75421000.000,,,,,,,88968000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPensions,,,,,4004000.000,,,,2759000.000,,,,2244000.000,,,,,,,1801000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,,,,,,,182000.000,,,,,,,-220000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,4086000.000,,,,110000.000,,,,49000.000,,,,,,,212000.000,
