,2011-03-31,2011-06-30,2011-09-30,2012-06-30,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31
AccretionExpense,,,,,,7700000.000,8000000.000,8200000.000,8400000.000,8400000.000,8700000.000,9000000.000,9200000.000
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,34582000.000,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,12129000.000,,,,15400000.000,,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,,,12892000.000,,,,18700000.000,,,
AmortizationOfIntangibleAssets,,,,,,91500000.000,,,,92600000.000,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,4900000.000,7500000.000,8200000.000,5700000.000,2300000.000,2900000.000,1100000.000,-5300000.000,2500000.000,7300000.000,7100000.000,-10800000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-53965000.000,,,,,-55548000.000,,,,-48300000.000,,,
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,,,,,18400000.000,,,,32000000.000,,,
ComprehensiveIncomeNetOfTax,,262292000.000,-253682000.000,-103201000.000,388318000.000,-15022000.000,31375000.000,262677000.000,191048000.000,196600000.000,131900000.000,31500000.000,-177500000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,540000.000,680000.000,586000.000,782000.000,662000.000,927000.000,515000.000,717000.000,700000.000,1400000.000,300000.000,1300000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,262832000.000,-253002000.000,-102615000.000,389100000.000,-14360000.000,32302000.000,263192000.000,191765000.000,197300000.000,133300000.000,31800000.000,-176200000.000
CostOfGoodsAndServicesSold,858012000.000,904448000.000,917365000.000,992358000.000,1021247000.000,938000000.000,959317000.000,958908000.000,1012575000.000,977800000.000,1028500000.000,1071600000.000,1113700000.000
DeferredIncomeTaxExpenseBenefit,7114000.000,,,,,-31488000.000,,,,-8400000.000,,,
DepreciationDepletionAndAmortization,119551000.000,,,,,128909000.000,,,,135200000.000,,,
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,1215000.000,-733000.000,,,,,,,,,,
DerivativeInstrumentsGainLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTestingNet,,,,15360000.000,,,,,,,,,
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,11123000.000,34985000.000,1564000.000,,,,,,,,,
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,869000.000,-27751000.000,,,,,,,,,,
DerivativeInstrumentsLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTesting,,5054000.000,12158000.000,,,,,,,,,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,2682000.000,-19368000.000,-13912000.000,-7860000.000,-11231000.000,7445000.000,13360000.000,-7401000.000,4600000.000,3000000.000,-60300000.000,-25600000.000
EarningsPerShareBasic,0.240,0.340,0.370,0.330,0.520,0.270,0.470,0.420,0.470,0.310,0.340,1.330,0.510
EarningsPerShareDiluted,0.230,0.330,0.360,0.330,0.510,0.270,0.460,0.400,0.450,0.290,0.320,1.260,0.470
EffectOfExchangeRateOnCashAndCashEquivalents,17011000.000,,,,,-7447000.000,,,,-600000.000,,,
