,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AdjustmentsToAdditionalPaidInCapitalOther,,-10000.000,,,,1000.000,,,,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,70000.000,,,,233000.000,,,,
AmortizationOfFinancingCosts,28000.000,,,,,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,15000.000,,,,24000.000
AmountOfDilutiveSecuritiesStockOptionsAndRestrictiveStockUnits,,,,59000.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-5911000.000,,,,-9454000.000,,,,10110000.000
ComprehensiveIncomeNetOfTax,,-6323000.000,,,,4015000.000,,,,-2680000.000
CostOfGoodsSold,30883000.000,33868000.000,36046000.000,36800000.000,33979000.000,26800000.000,26274000.000,24108000.000,33439000.000,29842000.000
DeferredFederalIncomeTaxExpenseBenefit,,,,,,200000.000,,,,
Depreciation,,4425000.000,,,,4658000.000,,,,5025000.000
EarningsPerShareBasic,,0.280,0.100,0.160,0.130,0.090,0.090,-0.030,0.000,-0.070
EarningsPerShareBasicAndDiluted,-0.040,,,,,,,,,
EarningsPerShareDiluted,,0.280,0.100,0.160,0.120,0.090,0.090,-0.030,0.000,-0.070
EffectOfExchangeRateOnCashAndCashEquivalents,,-411000.000,,,,10000.000,,,,901000.000
EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,,,,,,,,,,32000.000
FairValueOptionChangesInFairValueGainLoss,1113000.000,-10000.000,,,,,,,,
FairValueOptionChangesInFairValueGainLoss1,,,-160000.000,243000.000,,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,-860000.000,2169000.000,-1859000.000,-29000.000,-834000.000,-50000.000,1690000.000,-1186000.000,-327000.000,-1331000.000
ForeignCurrencyTransactionGainLossRealized,,1555000.000,,,,-88000.000,,,,-827000.000
GainLossOnDispositionOfAssets,,15000.000,,,,,,,,
GrossProfit,4452000.000,13178000.000,10968000.000,11278000.000,10220000.000,9077000.000,7032000.000,6202000.000,7519000.000,5281000.000
IncomeLossFromContinuingOperations,-1188000.000,10147000.000,3634000.000,5893000.000,4360000.000,3562000.000,3266000.000,-341000.000,111000.000,-2413000.000
IncomeTaxExpenseBenefit,273000.000,444000.000,296000.000,327000.000,115000.000,585000.000,-40000.000,556000.000,261000.000,-149000.000
IncreaseDecreaseInAccountsPayableTrade,,-6000.000,,,,-1318000.000,,,,2604000.000
IncreaseDecreaseInAccruedLiabilities,,1178000.000,,,,-1072000.000,,,,-262000.000
IncreaseDecreaseInConstructionPayables,,,,,,,,,,-3000.000
IncreaseDecreaseInInventories,,7677000.000,,,,11777000.000,,,,-2064000.000
IncreaseDecreaseInOtherAccountsPayable,,649000.000,,,,-756000.000,,,,
IncreaseDecreaseInOtherOperatingAssets,,2362000.000,,,,4660000.000,,,,381000.000
IncreaseDecreaseInReceivables,,4908000.000,,,,-6611000.000,,,,-6047000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,,57.000,111.000,367.000,,
InterestAndDebtExpense,,34000.000,16000.000,146000.000,69000.000,117000.000,155000.000,128000.000,189000.000,191000.000
NetCashProvidedByUsedInFinancingActivities,,-2756000.000,,,,-1563000.000,,,,-2050000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-2756000.000,,,,-1563000.000,,,,-2050000.000
NetCashProvidedByUsedInInvestingActivities,,-6380000.000,,,,-3663000.000,,,,-1963000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-6380000.000,,,,-3663000.000,,,,-1963000.000
NetCashProvidedByUsedInOperatingActivities,,3636000.000,,,,-4238000.000,,,,13222000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,3636000.000,,,,-4238000.000,,,,13222000.000
NetIncomeLoss,-1461000.000,9703000.000,3338000.000,5566000.000,4245000.000,2977000.000,3306000.000,-897000.000,-150000.000,-2264000.000
NonoperatingIncomeExpense,-164000.000,-184000.000,-42000.000,-577000.000,-54000.000,80000.000,30000.000,-25000.000,-1122000.000,-486000.000
NumberOfReportableSegments,,,,,,3.000,,,,3.000
OperatingIncomeLoss,-1249000.000,8206000.000,5711000.000,6402000.000,5322000.000,3649000.000,1701000.000,998000.000,1749000.000,-405000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,-16026000.000,,,,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax,,,,,,1000000.000,,,,-4900000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,12308000.000,-7325000.000,,1012000.000,-12409000.000,8299000.000,3163000.000,4884000.000
OtherComprehensiveIncomeLossNetOfTax,,,15646000.000,-2107000.000,,4015000.000,-9062000.000,7619000.000,2991000.000,2680000.000
OtherComprehensiveIncomeLossTax,,,,,,,,,,0.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,,,-348000.000,,26000.000,41000.000,217000.000,-22000.000,60000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,,,,,,,,0.000,,
OtherNoncashExpense,,,,,,,,,,17100000.000
OtherNoncashIncomeTaxExpense,,,,300000.000,,,,,,
PaymentsOfFinancingCosts,,,,,,65000.000,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,7029000.000,,,,2907000.000,,,,1960000.000
ProfitLoss,,9703000.000,,,,,,,,
RepaymentsOfNotesPayable,,2756000.000,,,,1498000.000,,,,2082000.000
ResearchAndDevelopmentExpense,2256000.000,1695000.000,1931000.000,1708000.000,1712000.000,2067000.000,2223000.000,1709000.000,1737000.000,2203000.000
Revenues,38593000.000,47046000.000,47014000.000,48078000.000,44199000.000,35877000.000,33306000.000,30310000.000,40958000.000,35123000.000
SalesRevenueNet,38593000.000,47046000.000,47014000.000,48078000.000,44199000.000,35877000.000,33306000.000,30310000.000,40958000.000,35123000.000
SellingGeneralAndAdministrativeExpense,3445000.000,3277000.000,3326000.000,3168000.000,3186000.000,3361000.000,3108000.000,3495000.000,4033000.000,3483000.000
ShareBasedCompensation,,89000.000,,100000.000,,240000.000,100000.000,100000.000,-72000.000,19000.000
