,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,3556000.000,,,,3638000.000,,,,3841000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,263000.000,261000.000,236000.000,51000.000,14000.000,-46000.000,36000.000,134000.000,140000.000,154000.000,200000.000,153000.000,197000.000
AdditionalPaidInCapital,,30693000.000,30709000.000,30727000.000,30746000.000,28035000.000,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,27125000.000,26986000.000,26693000.000,25583000.000,25654000.000,25807000.000,25927000.000
AdvancesFromFederalHomeLoanBanks,,6300000.000,,,,7000000.000,,,,8000000.000,,,
AmountAvailableForDividendDistributionWithoutPriorApprovalFromRegulatoryAgency,,7117000.000,,,,,,,,,,,
Assets,255911000.000,267257000.000,290892000.000,279972000.000,277051000.000,290095000.000,287570000.000,291084000.000,301929000.000,314314000.000,306281000.000,318266000.000,324571000.000
AvailableForSaleSecurities,,,,10092000.000,9572000.000,9719000.000,11342000.000,10986000.000,10474000.000,9494000.000,10167000.000,11121000.000,10867000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,307000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,9000.000
AvailableForSaleSecuritiesAmortizedCost,7508000.000,8586000.000,9529000.000,10015000.000,9550000.000,9789000.000,11288000.000,10784000.000,10262000.000,9261000.000,9865000.000,10889000.000,10569000.000
AvailableForSaleSecuritiesAndHeldToMaturitySecurities,,,,,,,,,,,,48776000.000,52060000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,4267000.000,3163000.000,9040000.000,18973000.000,23714000.000,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,3211000.000,,,,4956000.000,4958000.000,4959000.000,4344000.000,3682000.000,3384000.000,3386000.000,3569000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,3453000.000,,,,4896000.000,4968000.000,5055000.000,4405000.000,3766000.000,3512000.000,3464000.000,3697000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,1721000.000,,,,1780000.000,3276000.000,2272000.000,3163000.000,3065000.000,4468000.000,6488000.000,5980000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,1872000.000,,,,1940000.000,3427000.000,2421000.000,3336000.000,3211000.000,4626000.000,6627000.000,6118000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,,2304000.000,,,,2553000.000,2554000.000,3053000.000,2255000.000,2131000.000,1631000.000,634000.000,134000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,2303000.000,,,,2383000.000,2447000.000,3010000.000,2233000.000,2120000.000,1636000.000,642000.000,147000.000
AvailableForSaleSecuritiesDebtMaturitiesNextRollingTwelveMonthsAmortizedCostBasis,1000000.000,,1000000.000,500000.000,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesNextRollingTwelveMonthsFairValue,1005000.000,,1002000.000,501000.000,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesRollingAfterYearTenAmortizedCostBasis,304000.000,,2602000.000,2602000.000,2421000.000,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesRollingAfterYearTenFairValue,304000.000,,2596000.000,2495000.000,2291000.000,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesRollingYearSixThroughTenAmortizedCostBasis,4125000.000,,3952000.000,4941000.000,4845000.000,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesRollingYearSixThroughTenFairValue,4364000.000,,4136000.000,4979000.000,4823000.000,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesRollingYearTwoThroughFiveAmortizedCostBasis,2079000.000,,1975000.000,1972000.000,2284000.000,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesRollingYearTwoThroughFiveFairValue,2234000.000,,2153000.000,2117000.000,2458000.000,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,1350000.000,,,,500000.000,500000.000,500000.000,500000.000,383000.000,382000.000,381000.000,886000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,1354000.000,,,,500000.000,500000.000,500000.000,500000.000,397000.000,393000.000,388000.000,905000.000
AvailableForSaleSecuritiesFairValueDisclosure,7907000.000,8982000.000,9887000.000,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,-25000.000,-12000.000,-22000.000,,,,,,,,,,
AvailableForSaleSecuritiesPledgedAsCollateral,5517000.000,5673000.000,5640000.000,5694000.000,5394000.000,5560000.000,5603000.000,6818000.000,6802000.000,6798000.000,7288000.000,7583000.000,8739000.000
AvailableforsaleSecuritiesGrossUnrealizedGain,424000.000,408000.000,380000.000,,,,,,,,,,
BadDebtReserveForTaxPurposesOfQualifiedLender,,,,,,750000.000,,,,610000.000,,,
BankOwnedLifeInsurance,4559000.000,4598000.000,4636000.000,4674000.000,4711000.000,4750000.000,6293000.000,6343000.000,6394000.000,6445000.000,6495000.000,6543000.000,6594000.000
Capital,,50196000.000,,,,53182000.000,,,,56967000.000,,,
CapitalRequiredForCapitalAdequacy,,20653000.000,,,,23240000.000,,,,25948000.000,,,
CapitalRequiredForCapitalAdequacyToRiskWeightedAssets,,0.080,,,,0.080,,,,0.080,,,
CapitalRequiredToBeWellCapitalized,,25816000.000,,,,29050000.000,,,,32435000.000,,,
CapitalRequiredToBeWellCapitalizedToRiskWeightedAssets,,0.100,,,,0.100,,,,0.100,,,
CapitalToRiskWeightedAssets,,0.194,,,,0.183,,,,0.176,,,
CashAndCashEquivalentsAtCarryingValue,14035000.000,7918000.000,43828000.000,24862000.000,3154000.000,4119000.000,7400000.000,2679000.000,2150000.000,4428000.000,2583000.000,2245000.000,2428000.000
CashAndDueFromBanks,2492000.000,5647000.000,3412000.000,2527000.000,2400000.000,4067000.000,2293000.000,2565000.000,2078000.000,4315000.000,2475000.000,2180000.000,2341000.000
CashUninsuredAmount,,,,,,4067000.000,,,,,,,
CertificatesOfDepositAtCarryingValue,500000.000,1500000.000,1500000.000,1500000.000,1250000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
CommonStockParOrStatedValuePerShare,,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesIssued,,3193054.000,3193054.000,3193054.000,3193054.000,3035844.000,3076482.000,3060982.000,3037482.000,2971982.000,2966982.000,2966982.000,2965782.000
