,2012-07-01,2012-09-30,2013-03-31,2013-06-30,2013-09-29,2013-12-29,2014-03-30,2014-06-29,2014-09-28,2014-12-28,2015-03-29,2015-06-28,2015-09-27,2016-04-03,2016-07-03,2016-10-02,2017-01-01,2017-04-02
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,,,,,,,,,,,,883000.000
AmortizationOfFinancingCosts,,,251000.000,,,,251000.000,,,,257000.000,,,197000.000,,,,205000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,9849490.000,10351797.000,10188883.000,10188058.000,10066823.000,-20366261.000,9950261.000,9947956.000,9813285.000,-19901495.000,10017843.000,10019107.000,0.000,0.000,0.000,0.000,0.000,10207697.000
AssetImpairmentCharges,101000.000,125000.000,630000.000,600000.000,1100000.000,,200000.000,400000.000,400000.000,,500000.000,,,200000.000,500000.000,300000.000,0.000,400000.000
BusinessAcquisitionsProFormaNetIncomeLoss,-2664000.000,,,,,,,,,,,,,2621000.000,9751000.000,4950000.000,,-5051000.000
BusinessAcquisitionsProFormaRevenue,174090000.000,,,,,,,,,,,,,224674000.000,242572000.000,240370000.000,,247141000.000
BusinessCombinationAcquisitionRelatedCosts,800000.000,100000.000,,,,,,,,,,,,,,,,
BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual,,75100000.000,,,,,,,,,,,,,,,,
BusinessCombinationSeparatelyRecognizedTransactionsAdditionalDisclosuresAcquisitionCostExpensed,,,,,,,,,,,,,,,,500000.000,,700000.000
CapitalExpendituresIncurredButNotYetPaid,,,3672000.000,,,,1046000.000,,,,2689000.000,,,2387000.000,,,,380000.000
CapitalLeaseObligationsIncurred,,,,,,,1055000.000,,,,0.000,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-11604000.000,,,,-6900000.000,,,,3066000.000,,,-9944000.000,,,,651000.000
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,0.000,,,,,,,,,,,,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,0.000,,,,,,,,,,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,0.000,,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,-144000.000,-6694000.000,-5199000.000,-3496000.000,-2762000.000,-2029000.000,-7429000.000,-1932000.000,-1721000.000,-28094000.000,-9276000.000,-4977000.000,7239000.000,2145000.000,9376000.000,4489000.000,28594000.000,-5596000.000
CostOfGoodsSold,38877000.000,54456000.000,48631000.000,52870000.000,51125000.000,48906000.000,43349000.000,50088000.000,55169000.000,61058000.000,56850000.000,60496000.000,60676000.000,59020000.000,62117000.000,63844000.000,65131000.000,64236000.000
CurrentIncomeTaxExpenseBenefit,1115000.000,-561000.000,-12000.000,0.000,-4269000.000,168000.000,32000.000,187000.000,0.000,-2000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DeferredIncomeTaxExpenseBenefit,-3897000.000,-3537000.000,-5284000.000,-1687000.000,2532000.000,-1845000.000,-3790000.000,-1352000.000,-2632000.000,19322000.000,-3739000.000,-2460000.000,1989000.000,36000.000,2605000.000,-466000.000,-30260000.000,-611000.000
DeferredOtherTaxExpenseBenefit,,,,,,,,,,,,,,,-2605000.000,466000.000,,0.000
DeferredRevenueRevenueRecognized,,,-9000.000,,,,-44000.000,,,,,,,,,,,
DepreciationDepletionAndAmortization,6346000.000,8176000.000,8063000.000,8391000.000,8536000.000,8604000.000,8758000.000,9045000.000,9318000.000,9802000.000,10005000.000,9793000.000,9418000.000,11057000.000,11486000.000,12070000.000,12682000.000,13151000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,1875000.000,-107000.000,,,,,,,,,,,,,,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,1207000.000,,,,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,49222000.000,0.000,,,,,,,,,,,,,,,,
EarningsPerShareBasic,,,,,,,,,,,,,,,0.210,0.100,,-0.160
EarningsPerShareBasicAndDiluted,,,,,,,-0.320,-0.060,-0.050,,-0.270,-0.140,0.160,0.050,0.210,0.100,0.650,-0.160
EarningsPerShareDiluted,,,,,,,,,,,,,,,0.210,0.100,,-0.160
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,0.000,,,,,,,,,,,,,,,
GainLossOnCondemnation,,,,,,,,,,,,,,500000.000,,,,
GainLossOnContractTermination,,,,,,,,,100000.000,,,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,-106000.000,,,,-119000.000,,,,-171000.000,,,-169000.000,,,,-67000.000
GainOnBusinessInterruptionInsuranceRecovery,,,-200000.000,,,,,,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,-1509000.000,0.000,,0.000,0.000,,,,,,,-12635000.000,0.000,,0.000,0.000,,
