,2011-07-29,2011-10-28,2012-01-27,2012-04-27,2012-10-26,2013-01-25,2013-04-26,2013-07-26,2013-10-25,2014-01-24,2014-04-25,2014-07-25,2014-10-24,2015-01-23,2015-04-24,2015-07-24
AccountsPayableCurrent,3910851.000,4627905.000,4172745.000,4886448.000,5398757.000,4562331.000,8025512.000,5444387.000,6558898.000,5126384.000,7569784.000,6034196.000,6400193.000,7673604.000,7251213.000,5792435.000
AccountsReceivableGrossCurrent,,,,,37209551.000,36183359.000,39998483.000,40702937.000,43006454.000,42966791.000,51358991.000,48942426.000,49015706.000,47837801.000,51233576.000,55758824.000
AccountsReceivableNetCurrent,29730040.000,30130053.000,26897301.000,29266847.000,36882532.000,35690855.000,39450113.000,39927966.000,42250118.000,42114762.000,50674041.000,48297114.000,48458442.000,47259762.000,50569375.000,54991188.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,,,,1103278.000,1953927.000,,4196613.000,2838070.000,,,
AccruedIncomeTaxesCurrent,,,,,829893.000,568771.000,550697.000,1479502.000,,,,,,,,
AccruedLiabilitiesCurrent,12401329.000,14618466.000,14629065.000,18146188.000,18653060.000,17095866.000,20999966.000,14343322.000,18528137.000,18862732.000,22327913.000,18116272.000,18849223.000,18611791.000,24197963.000,30510268.000
AccruedSalariesCurrent,,,,,12635830.000,12915163.000,16869112.000,9540854.000,13558247.000,11601255.000,16957216.000,9866652.000,12277108.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,25605501.000,26244002.000,26916537.000,,29661277.000,30469657.000,30267869.000,31250168.000,31841657.000,31843072.000,32953770.000,34111757.000,35246413.000,34526670.000,35425055.000,36667306.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,-407186.000,-293340.000,389355.000,421801.000,133615.000,481410.000,167977.000,176429.000,605358.000,409027.000,454850.000,363970.000,-746766.000,-2923975.000,-3400770.000,-3236710.000
AdditionalPaidInCapitalCommonStock,303637276.000,307068015.000,310793740.000,321960886.000,351141020.000,373298174.000,380158961.000,389513825.000,401824608.000,413435737.000,426866998.000,432443785.000,437136182.000,441592043.000,445362045.000,451618047.000
AllowanceForDoubtfulAccountsReceivableCurrent,907272.000,820113.000,839388.000,,327019.000,492504.000,548370.000,774971.000,756336.000,852029.000,684950.000,645312.000,557264.000,578039.000,664201.000,767636.000
Assets,199901869.000,197691327.000,197814442.000,211908195.000,233528977.000,250410287.000,264043310.000,265798765.000,265682604.000,269181993.000,294191394.000,289923233.000,296747726.000,301387066.000,315944195.000,338227386.000
AssetsCurrent,142128640.000,129521012.000,134993672.000,161102911.000,179891952.000,193751927.000,207358343.000,203668776.000,198772644.000,197716613.000,220431202.000,215097909.000,221773736.000,225020215.000,240720970.000,263614931.000
AssetsFairValueDisclosure,,,,,,1450000.000,,,,,,,,,,
AssetsFairValueDisclosureRecurring,,,,,,,,,,,,,867000.000,,,
AvailableForSaleSecuritiesDebtSecurities,,,,,1450000.000,1450000.000,0.000,,,,,,,,,
AvailableForSaleSecuritiesDebtSecuritiesNoncurrent,5284384.000,9359179.000,9433974.000,9508768.000,,,,,,,,,,,,
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,,,,,,,,,,,,0.540,
