,2013-09-30,2014-09-30,2015-09-30
AllowanceForDoubtfulAccountsReceivableRecoveries,207000.000,473000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,4321000.000,
ComprehensiveIncomeNetOfTax,-1172000.000,849000.000,
CostsAndExpenses,2050000.000,1450000.000,
CurrentFederalTaxExpenseBenefit,0.000,185000.000,
CurrentForeignTaxExpenseBenefit,-675000.000,-735000.000,
DecreaseInRestrictedCash,342000.000,0.000,
DeferredFederalIncomeTaxExpenseBenefit,0.000,,
DeferredForeignIncomeTaxExpenseBenefit,0.000,,
EarningsPerShareBasicAndDiluted,-0.290,0.210,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,-24000.000,-35000.000,
EffectiveIncomeTaxRateContinuingOperations,0.365,-1.800,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,0.340,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,0.315,-1.870,
EffectiveIncomeTaxRateReconciliationDispositionOfAssets,,2.180,
EffectiveIncomeTaxRateReconciliationOtherAdjustments,0.022,0.060,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.530,
EffectiveIncomeTaxRateReconciliationTaxSettlements,0.343,-2.420,
EquityMethodInvestmentOtherThanTemporaryImpairment,0.000,0.000,
ForeignCurrencyTransactionGainBeforeTax,0.000,,
ForeignCurrencyTransactionLossBeforeTax,188000.000,312000.000,
GainLossOnSaleOfSecuritiesNet,112000.000,1590000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-1848000.000,632000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,-2000.000,-327000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-1850000.000,305000.000,
IncomeTaxExpenseBenefit,-675000.000,-550000.000,
IncomeTaxesPaid,,354000.000,
IncomeTaxesPaidNet,-14000.000,,
IncreaseDecreaseInAccountsReceivable,2000.000,-7000.000,
IncreaseDecreaseInAccruedIncomeTaxesPayable,101000.000,90000.000,
IncreaseDecreaseInPrepaidExpense,-26000.000,,
InterestIncomeOperating,88000.000,65000.000,
NetCashProvidedByUsedInContinuingOperations,-1678000.000,,
NetCashProvidedByUsedInInvestingActivities,,4003000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,4003000.000,
NetCashProvidedByUsedInOperatingActivities,-1941000.000,353000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-1941000.000,353000.000,
NetIncomeLossAvailableToCommonStockholdersBasic,-1175000.000,855000.000,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,3000.000,-6000.000,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,0.000,1406000.000,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,3000.000,1400000.000,
OtherIncome,,100000.000,
OtherNoncashIncomeExpense,-197000.000,-295000.000,
PaymentsToAcquireOtherInvestments,0.000,,
PaymentsToAcquireShortTermInvestments,55000.000,,
ProceedsFromIncomeTaxRefunds,,733000.000,
ProceedsFromSaleMaturityAndCollectionOfShorttermInvestments,,4003000.000,
ProceedsFromSaleOfSecuritiesOperatingActivities,112000.000,1590000.000,
Revenues,200000.000,1755000.000,
SalesRevenueNet,200000.000,1655000.000,
SellingGeneralAndAdministrativeExpense,2102000.000,2480000.000,
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,0.000,1371000.000,
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities,0.000,0.000,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions,0.000,0.000,
UnrecognizedTaxBenefitsIncreasesResultingFromSettlementsWithTaxingAuthorities,0.000,0.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,4029000.000,4029000.000,
